"","coord_x","coord_y","labels"
"307",-2776.611113,427.2233061,2
"308",-2773.472453,483.1049969,2
"309",-2776.180957,452.1530141,2
"310",-2762.107635,382.2970591,2
"311",-2766.28254,398.678002,2
"312",-2758.962188,483.6124071,9
"313",-2755.195315,461.226868,2
"314",-2746.228099,505.4959417,2
"315",-2741.997988,447.9758682,2
"316",-2738.043178,497.0169214,2
"317",-2923.170208,378.2393976,2
"318",-2913.047121,382.2539467,2
"319",-2861.233113,473.71313,2
"320",-2839.569353,511.7298005,2
"321",-2829.558413,507.1387859,2
"322",-2818.84698,369.1597955,2
"323",-2803.080699,391.694732,2
"324",-2802.876012,512.7115687,2
"325",-2773.257964,529.4329528,2
"326",-2767.583689,508.1117574,2
"327",-2750.815511,480.7336112,2
"328",-2914.103379,355.9197584,2
"329",-2909.262941,472.5450363,2
"330",-2851.792709,521.6829053,2
"331",-2851.130384,490.9765123,2
"332",-2844.599733,484.7868129,2
"333",-2842.615297,449.996092,2
"334",-2818.858306,387.8199343,2
"335",-2805.180447,366.7920844,2
"336",-2799.196877,455.2909055,2
"337",-2795.130443,525.1440152,2
"338",-2759.395534,355.5883798,2
"339",-2861.791783,369.6557516,2
"340",-2915.435017,494.8504924,2
"341",-2894.990517,403.2892206,2
"342",-2850.046256,353.904956,2
"343",-2808.384625,425.9511495,2
"344",-2770.229158,516.0732402,2
"345",-2752.55773,509.6955611,2
"346",-2739.578526,382.4912511,2
"347",-2766.377416,462.2870437,2
"348",-2764.232468,456.4554501,2
"349",-2925.573756,691.7004656,2
"350",-2922.548992,572.0406645,7
"351",-2909.223341,707.5595417,3
"352",-2908.415525,660.2504824,7
"353",-2907.392233,604.6370459,3
"354",-2904.837976,689.6599988,3
"355",-2889.326908,587.2332706,3
"356",-2872.562583,616.7698847,8
"357",-2869.590231,729.446144,9
"358",-2861.927795,605.9019627,3
"359",-2860.76973,733.191226,3
"360",-2858.837391,572.1270154,3
"361",-2852.000583,695.1977756,3
"362",-2846.756897,643.5586292,9
"363",-2847.612176,711.5829329,3
"364",-2831.938825,693.3633284,3
"365",-2833.237863,577.4648287,7
"366",-2819.551047,638.0477796,3
"367",-2813.162636,652.8191494,3
"368",-2814.837406,719.6718285,3
"369",-2810.512278,682.999414,8
"370",-2808.056742,734.8934859,3
"371",-2795.661158,699.422599,7
"372",-2785.861169,723.9202484,3
"373",-2779.57551,687.2051268,3
"374",-2779.975111,610.2298257,3
"375",-2776.217733,603.0612658,15
"376",-2772.62875,574.7971677,3
"377",-2768.037088,631.8472311,10
"378",-2764.648122,555.5095695,3
"379",-2753.565479,572.9212809,2
"380",-2746.64062,550.5648244,3
"381",-2746.76413,725.3775756,3
"382",-2744.154143,696.4111133,3
"383",-2743.031656,599.3928187,3
"384",-2742.823216,564.1527448,9
"385",-2892.367787,688.2945939,3
"386",-2881.404154,729.2731073,3
"387",-2873.131256,715.1837294,8
"388",-2846.478539,603.7082092,2
"389",-2840.659564,679.9958187,8
"390",-2837.537258,726.5214454,3
"391",-2821.936554,669.0646594,3
"392",-2811.753158,664.80214,3
"393",-2812.133587,601.7231813,3
"394",-2802.440623,577.3409653,3
"395",-2798.415065,671.9883373,2
"396",-2762.602878,687.2199638,7
"397",-2759.651335,585.6126033,15
"398",-2914.151016,711.1610493,3
"399",-2900.413646,630.9752794,2
"400",-2902.198737,730.4626995,3
"401",-2874.086531,663.5629097,3
"402",-2857.30155,697.9417169,2
"403",-2832.048349,715.4446909,3
"404",-2790.505881,653.1840394,3
"405",-2771.076865,660.1069679,6
"406",-2760.414861,606.3389556,3
"407",-2770.843393,706.1352099,3
"408",-2918.780921,618.1747565,7
"409",-2896.881098,682.2980392,2
"410",-2877.160957,564.4820498,3
"411",-2854.828473,720.6671282,3
"412",-2784.954207,554.8843308,3
"413",-2758.105081,699.4533922,3
"414",-2747.372315,608.7879016,3
"415",-2917.979548,768.6358205,7
"416",-2919.657725,875.9346419,3
"417",-2910.926637,767.1300535,7
"418",-2906.615673,792.9152048,3
"419",-2907.805337,918.445619,8
"420",-2907.587086,854.8644385,3
"421",-2891.464331,764.3355325,3
"422",-2887.137332,856.2045601,3
"423",-2886.646959,750.0714893,3
"424",-2886.877703,839.8547851,3
"425",-2883.70764,893.8744603,3
"426",-2880.657571,791.9640237,3
"427",-2877.85591,932.6296109,3
"428",-2870.844765,890.041343,7
"429",-2862.78728,911.3803881,15
"430",-2858.900693,766.3122536,3
"431",-2852.319691,882.2178899,3
"432",-2852.276139,821.3562299,7
"433",-2844.989604,915.1163322,9
"434",-2826.77421,754.478419,9
"435",-2821.201026,923.6946169,3
"436",-2825.457762,858.4175303,3
"437",-2823.811324,888.8156542,3
"438",-2806.538756,757.5672132,3
"439",-2807.091844,840.7291314,3
"440",-2805.070773,885.9267538,10
"441",-2796.284242,923.2123331,7
"442",-2795.461146,913.2026795,2
"443",-2792.303555,906.7078631,3
"444",-2785.976767,784.7760834,3
"445",-2780.560455,803.7533052,9
"446",-2779.605472,829.3759462,3
"447",-2773.848877,771.5437757,3
"448",-2769.434686,920.0739656,9
"449",-2766.163955,889.0119272,3
"450",-2759.294116,815.5572016,3
"451",-2756.896039,782.9348008,3
"452",-2750.346483,895.4079985,7
"453",-2740.77466,771.3104683,3
"454",-2742.691127,915.7658447,2
"455",-2918.551424,815.8585788,10
"456",-2918.813772,859.9653178,3
"457",-2892.740327,789.7622076,3
"458",-2864.39157,781.8992406,3
"459",-2832.838999,783.8658989,2
"460",-2813.031594,815.5035954,3
"461",-2774.694165,761.5124637,3
"462",-2864.860177,793.6447089,3
"463",-2852.204134,865.2785388,3
"464",-2817.469835,800.9845657,3
"465",-2792.223738,797.6223866,15
"466",-2770.534489,865.7001263,3
"467",-2753.627712,866.7804135,7
"468",-2852.068614,838.2107982,8
"469",-2861.309784,756.0303037,3
"470",-2834.840687,769.0972099,3
"471",-2829.808656,804.9472146,3
"472",-2810.63363,782.2276753,3
"473",-2801.762806,897.0199238,3
"474",-2794.181551,828.9937221,3
"475",-2750.996838,797.0947134,3
"476",-2743.566588,782.8404794,3
"477",-2914.942909,1025.700335,3
"478",-2907.447739,1092.300726,3
"479",-2905.612037,996.4585721,8
"480",-2903.100353,1068.798029,3
"481",-2900.62753,1024.154049,7
"482",-2896.808497,990.6863917,7
"483",-2890.347956,1106.3132,3
"484",-2888.18574,1039.196374,3
"485",-2887.57161,957.7337612,3
"486",-2885.821275,1115.319195,10
"487",-2880.289979,1064.654593,15
"488",-2874.054556,1116.121304,3
"489",-2867.565954,1090.335082,3
"490",-2866.124057,1050.158866,15
"491",-2865.754256,982.4056122,7
"492",-2858.589561,1004.872775,3
"493",-2852.855385,1046.966055,3
"494",-2845.863919,1132.536169,3
"495",-2845.3708,1058.111715,3
"496",-2840.421101,999.9991722,3
"497",-2835.246747,1076.108899,7
"498",-2833.603096,980.9065691,10
"499",-2833.003759,1102.401741,9
"500",-2833.475613,958.3800824,3
"501",-2831.560703,1119.722753,7
"502",-2814.797756,1062.831399,3
"503",-2815.202225,1055.36622,3
"504",-2810.562705,1027.722284,3
"505",-2810.101188,951.3509584,3
"506",-2806.917402,1109.718337,8
"507",-2795.517682,994.9389852,8
"508",-2791.914765,1070.159323,3
"509",-2791.630891,1056.114743,3
"510",-2791.853035,981.0271625,9
"511",-2784.945087,1092.562432,15
"512",-2777.294535,975.3570034,15
"513",-2772.433756,1071.482868,3
"514",-2769.831876,953.6149344,7
"515",-2767.860973,1062.76271,3
"516",-2761.325081,1095.444387,15
"517",-2757.311242,962.5749069,7
"518",-2752.325167,986.0187147,12
"519",-2741.721694,1105.252905,8
"520",-2743.144058,1026.133949,15
"521",-2738.74031,956.8961927,2
"522",-2738.216439,1124.937005,9
"523",-2736.348685,1078.706479,15
"524",-2847.967123,1097.77428,9
"525",-2844.013587,977.7542674,3
"526",-2825.999206,1038.888434,2
"527",-2754.697078,1071.768263,15
"528",-2745.3848,1090.739987,9
"529",-2880.505601,1082.3953,3
"530",-2860.829584,963.460271,3
"531",-2829.427168,1032.768882,2
"532",-2743.631164,1061.676176,15
"533",-2737.841937,996.7869413,6
"534",-2825.458348,961.4195201,7
"535",-2824.379507,1023.772976,3
"536",-2819.086765,1002.918106,3
"537",-2769.937248,983.2085658,3
"538",-2897.733708,1131.505306,3
"539",-2724.514354,1004.569167,15
"540",-2723.265643,1077.700287,15
"541",-2715.982673,977.858411,15
"542",-2711.930563,1017.760549,15
"543",-2715.75346,1121.168554,12
"544",-2707.413759,1067.598916,15
"545",-2705.741767,1044.480862,12
"546",-2695.148621,1119.575408,7
"547",-2686.415998,1076.022739,7
"548",-2678.023285,1102.070822,8
"549",-2678.790278,1019.825692,8
"550",-2668.621683,959.1492032,8
"551",-2667.461087,982.920027,8
"552",-2657.460122,1065.070043,9
"553",-2638.491926,974.4424408,8
"554",-2635.449495,1070.569669,8
"555",-2637.019857,1026.020826,8
"556",-2627.416093,954.1863496,8
"557",-2626.914836,1027.21367,8
"558",-2621.372518,1048.972752,8
"559",-2605.124464,1070.363269,8
"560",-2604.552082,1087.689495,8
"561",-2600.779816,1042.002178,8
"562",-2600.490932,1031.284683,8
"563",-2591.302633,1102.509145,2
"564",-2579.937493,997.4207221,8
"565",-2577.60352,1087.37433,8
"566",-2566.447679,1030.649314,8
"567",-2561.213764,997.0148108,8
"568",-2552.93692,1091.297378,12
"569",-2537.41119,1099.758621,8
"570",-2710.479527,1133.708025,15
"571",-2679.253744,1007.039517,7
"572",-2639.964385,1083.033869,8
"573",-2603.35784,967.5911786,8
"574",-2583.45666,1031.233997,8
"575",-2698.79852,997.2046614,7
"576",-2690.617732,961.3758332,8
"577",-2684.355771,1114.122081,5
"578",-2665.061776,1071.737653,8
"579",-2663.43338,1094.55384,7
"580",-2614.752558,987.5032676,8
"581",-2612.242253,998.6473663,8
"582",-2610.043644,1085.83842,8
"583",-2581.045453,1040.639691,2
"584",-2570.10035,1089.220616,10
"585",-2565.220375,1047.66394,9
"586",-2552.827372,964.0780989,9
"587",-2546.881265,968.9262817,8
"588",-2672.645998,965.2572341,8
"589",-2547.625921,1070.846021,7
"590",-2697.413685,972.5532588,10
"591",-2696.344919,965.0178115,8
"592",-2722.303744,808.7839702,2
"593",-2713.724784,914.4708297,8
"594",-2710.54894,799.5916481,3
"595",-2706.879851,895.1073152,12
"596",-2699.878396,812.2406599,9
"597",-2694.478796,834.3515835,3
"598",-2687.759205,905.455623,7
"599",-2684.521263,772.2524983,3
"600",-2668.357119,780.8317722,3
"601",-2653.0092,817.8767681,3
"602",-2649.680439,758.4210267,3
"603",-2649.995784,797.0120532,7
"604",-2648.886009,868.0728136,16
"605",-2647.961258,787.4795527,3
"606",-2627.251454,750.4821493,7
"607",-2617.848952,784.1484539,3
"608",-2611.644763,868.2691252,2
"609",-2608.369672,786.2653032,12
"610",-2602.614805,835.4510141,7
"611",-2603.927814,889.6022956,16
"612",-2591.076852,871.4977577,12
"613",-2587.047611,921.478005,8
"614",-2579.499536,874.7380953,10
"615",-2578.244339,817.4294312,8
"616",-2570.958908,899.6322932,2
"617",-2567.559769,781.4961565,9
"618",-2564.19074,765.0180644,9
"619",-2544.633311,817.6218754,12
"620",-2543.64226,877.8945616,16
"621",-2714.404882,856.4303468,3
"622",-2639.395855,765.5340639,10
"623",-2641.475627,912.09552,8
"624",-2608.405832,861.7027892,15
"625",-2591.937671,760.053794,3
"626",-2574.203047,846.5305217,12
"627",-2572.867815,891.1561423,8
"628",-2544.65821,891.0634136,8
"629",-2542.517787,836.413849,12
"630",-2539.781959,927.9476599,8
"631",-2713.397611,922.2514607,9
"632",-2710.208242,765.6658479,3
"633",-2675.237999,899.5340487,8
"634",-2675.406802,810.9098109,3
"635",-2656.862976,759.637669,3
"636",-2602.301009,822.8694548,12
"637",-2559.419154,753.7679347,3
"638",-2682.320065,920.3272096,8
"639",-2698.283699,804.1873794,15
"640",-2658.438005,850.3491399,8
"641",-2612.476669,893.5589439,12
"642",-2595.245285,781.479388,8
"643",-2553.347439,786.6359401,12
"644",-2551.276343,863.3971579,12
"645",-2551.172547,826.8615043,6
"646",-2724.266567,774.9184971,3
"647",-2721.161742,579.6034733,3
"648",-2713.93187,674.9995355,3
"649",-2713.79231,732.8288155,3
"650",-2711.949699,624.8612529,3
"651",-2708.866145,600.7607818,3
"652",-2701.874025,733.5527235,3
"653",-2694.722471,614.4662931,3
"654",-2695.326935,625.7678016,3
"655",-2694.420604,551.3948685,3
"656",-2694.834292,671.4168742,3
"657",-2683.943604,553.6970214,3
"658",-2682.844736,661.4736331,3
"659",-2685.420877,734.5530309,3
"660",-2681.598218,725.5259893,3
"661",-2679.727384,581.7350976,3
"662",-2677.713437,608.2542759,9
"663",-2677.462556,691.8823595,3
"664",-2672.549161,591.771984,15
"665",-2668.32388,629.4427178,3
"666",-2661.161025,709.2396082,3
"667",-2657.955187,640.1037486,3
"668",-2646.083528,555.2515516,3
"669",-2639.11884,630.0533968,3
"670",-2639.291973,609.4960747,3
"671",-2642.428284,684.0458593,3
"672",-2635.086563,700.5598217,3
"673",-2632.883026,639.7382386,10
"674",-2621.696867,659.401515,3
"675",-2621.672814,597.8968787,3
"676",-2625.880966,634.0389267,3
"677",-2618.700238,714.3738837,3
"678",-2615.731107,705.5464473,3
"679",-2613.017779,676.687128,3
"680",-2614.47864,571.2427112,3
"681",-2611.028721,731.1380581,3
"682",-2600.526333,635.2829893,3
"683",-2595.970693,550.6300922,3
"684",-2597.102475,704.5989008,3
"685",-2590.950525,597.8886883,3
"686",-2581.418442,589.4995548,3
"687",-2583.629394,666.6533366,3
"688",-2579.663154,565.6109364,3
"689",-2574.875948,600.0326231,3
"690",-2571.276219,579.4485555,3
"691",-2566.388217,691.0443557,3
"692",-2561.741941,674.4843149,3
"693",-2553.955913,637.8358623,3
"694",-2540.125681,604.4613918,3
"695",-2539.484173,613.5984741,7
"696",-2537.284652,668.7138968,7
"697",-2726.048817,641.6031846,7
"698",-2698.708945,629.8872662,3
"699",-2677.196121,649.3813151,3
"700",-2661.319266,622.6374292,3
"701",-2641.55785,723.2943017,10
"702",-2626.441664,576.9768553,3
"703",-2604.1535,676.4378411,2
"704",-2595.527773,690.7553035,15
"705",-2552.870012,591.7304892,3
"706",-2549.203254,558.2296031,3
"707",-2539.785174,628.0829662,3
"708",-2722.85414,660.5337329,3
"709",-2713.957592,557.4882483,3
"710",-2694.755503,712.7816068,3
"711",-2658.677395,583.6010787,9
"712",-2631.004406,691.8567219,3
"713",-2574.909637,555.7892159,3
"714",-2574.587979,631.807778,3
"715",-2641.062165,596.4223107,3
"716",-2638.662836,574.2005877,3
"717",-2635.021315,569.4600163,7
"718",-2634.658486,664.7412757,3
"719",-2614.158627,665.9437751,3
"720",-2540.591401,693.9024489,3
"721",-2649.759716,656.1243715,3
"722",-2607.082107,653.9237824,3
"723",-2587.102695,730.4102158,3
"724",-2558.835234,569.4007472,3
"725",-2555.029065,617.7173174,12
"726",-2551.467825,723.2336814,2
"727",-2543.155208,725.4762453,3
"728",-2722.14952,349.4601696,15
"729",-2723.099646,481.8919472,10
"730",-2719.497121,457.8720212,7
"731",-2709.056166,497.6573361,3
"732",-2708.993246,485.3349357,3
"733",-2705.810815,533.4079891,3
"734",-2704.243187,370.6339388,8
"735",-2703.480839,469.5804134,3
"736",-2700.079013,452.9183372,3
"737",-2693.875993,398.4974907,3
"738",-2685.173543,498.9686621,3
"739",-2683.888653,433.022821,3
"740",-2682.16057,514.2516709,7
"741",-2677.529656,392.4638946,3
"742",-2672.962048,390.4065633,3
"743",-2672.214699,533.1649792,3
"744",-2671.856054,376.3296162,3
"745",-2667.819237,457.1361653,3
"746",-2660.940095,407.4736759,3
"747",-2660.596749,533.6980886,3
"748",-2659.444404,516.309253,3
"749",-2653.429065,379.6417726,3
"750",-2651.133217,489.9197069,3
"751",-2635.160635,497.8269033,3
"752",-2632.692774,375.8371875,7
"753",-2630.415886,414.3829417,3
"754",-2627.114822,494.5225618,3
"755",-2620.760101,426.5478964,3
"756",-2616.277508,373.5225718,12
"757",-2616.437686,360.9615024,3
"758",-2604.963558,520.5470498,3
"759",-2606.221716,393.6873056,15
"760",-2605.158345,453.8656284,3
"761",-2597.372707,419.4314386,10
"762",-2592.682111,481.9068128,3
"763",-2594.599099,442.7261616,3
"764",-2589.474313,350.2140216,8
"765",-2591.191151,536.2158467,3
"766",-2587.15965,509.5205529,3
"767",-2582.197535,372.1789013,3
"768",-2581.360969,439.1329347,7
"769",-2572.999354,438.3843079,3
