Unnamed: 0,X,Y,mclust
1341x2946,1341.419678,2946.381329,10
1364x2966,1363.605549,2965.926613,1
1482x2937,1482.03553,2936.63094,7
1323x3047,1322.87533,3046.820446,10
1358x3076,1358.393097,3075.843604,7
1415x2972,1415.168833,2972.314175,9
1447x3026,1446.881023,3025.727287,12
1316x2989,1315.840037,2989.468373,13
1327x2925,1326.738731,2925.436798,6
1345x3047,1345.284276,3047.468919,7
1362x3005,1361.967,3004.567369,1
1408x3068,1407.806185,3067.822198,7
1448x2929,1447.703345,2928.612494,1
1397x3027,1397.158747,3027.11149,7
1404x3004,1403.695839,3003.758699,9
1310x3157,1309.597336,3157.077371,4
1320x3158,1319.558652,3158.10302,4
1326x3211,1326.099995,3210.882112,4
1326x3177,1326.159362,3177.04335,4
1329x3131,1329.320423,3130.73488,4
1329x3224,1328.913089,3223.90618,13
1326x3201,1325.582562,3200.631337,4
1342x3232,1342.248896,3232.422648,6
1345x3243,1344.810349,3242.729699,1
1348x3157,1347.797394,3156.68494,4
1360x3199,1359.548199,3198.899616,4
1358x3253,1358.048039,3252.980948,5
1359x3208,1358.787967,3207.863076,10
1359x3282,1358.600111,3282.171039,5
1357x3167,1357.385557,3166.960311,4
1361x3241,1361.295777,3240.857065,6
1363x3276,1363.047202,3276.402194,5
1381x3267,1381.126738,3266.582041,1
1381x3170,1380.511754,3170.006175,1
1383x3193,1382.898069,3192.907942,1
1388x3149,1387.594334,3149.213021,1
1392x3295,1391.756381,3294.935952,12
1397x3203,1397.093725,3202.567945,14
1398x3120,1397.833287,3120.204302,7
1405x3156,1404.543458,3156.198883,1
1409x3223,1409.316584,3222.863387,1
1410x3178,1409.623733,3177.998976,1
1419x3118,1419.248027,3117.881033,13
1429x3114,1428.638071,3114.309885,7
1429x3192,1429.31092,3192.158709,1
1436x3271,1436.404411,3270.650181,1
1439x3219,1439.370943,3219.438664,5
1442x3291,1442.098194,3291.121742,13
1445x3134,1444.54767,3134.473866,1
1449x3220,1449.104008,3220.282609,6
1450x3271,1449.683059,3270.74273,1
1454x3236,1453.678233,3235.50246,5
1457x3269,1456.573498,3268.87351,1
1454x3168,1453.684698,3167.596975,1
1458x3135,1458.468782,3134.592419,1
1463x3265,1462.844416,3264.780588,1
1480x3261,1480.302428,3261.012073,1
1492x3233,1491.765675,3233.032812,1
1356x3268,1356.313821,3267.723671,1
1371x3298,1371.023031,3297.826317,4
1418x3255,1418.0883,3254.631809,14
1449x3289,1449.379083,3288.524955,1
1468x3159,1467.958949,3158.727912,1
1351x3196,1351.460512,3196.389896,4
1373x3205,1373.041339,3204.606984,9
1380x3203,1379.568785,3203.108268,13
1398x3254,1397.661903,3253.514098,12
1430x3175,1429.752769,3174.518393,1
1462x3239,1461.619908,3238.986265,5
1482x3277,1482.362625,3277.251615,5
1487x3283,1486.61868,3282.89459,1
1489x3258,1488.882218,3258.02796,1
1313x3137,1313.34366,3136.680433,4
1337x3263,1336.933318,3263.068667,5
1368x3176,1368.138951,3176.220743,4
1437x3232,1436.644106,3231.72573,5
1379x3259,1378.951092,3259.026066,5
1390x3168,1389.745749,3168.229225,1
1433x3206,1433.344937,3205.754576,5
1315x3441,1315.230894,3440.71394,1
1320x3324,1320.0782,3323.974561,12
1325x3331,1324.527034,3331.395199,13
1332x3355,1331.909929,3354.827641,14
1344x3320,1344.016385,3319.533191,12
1340x3422,1340.298508,3421.61599,1
1356x3372,1355.793604,3371.935741,14
1374x3438,1373.917219,3437.767846,1
1377x3489,1377.035433,3489.101975,1
1379x3417,1379.301384,3416.972116,1
1380x3368,1379.82091,3368.27687,12
1383x3471,1383.476505,3470.569083,1
1383x3349,1382.857234,3349.044172,1
1386x3337,1385.994722,3336.588927,14
1391x3453,1390.632982,3452.940055,1
1401x3439,1401.356186,3439.331293,1
1403x3411,1402.617716,3411.434081,13
1410x3358,1409.533485,3358.08869,3
1422x3334,1421.642077,3334.256247,1
1423x3364,1423.003352,3364.438007,6
1426x3420,1425.562903,3420.364316,1
1430x3449,1430.003303,3449.219545,1
1435x3358,1434.626324,3357.500408,12
1440x3347,1439.804998,3347.30544,1
1443x3448,1442.899162,3448.209352,1
1455x3463,1454.633952,3463.23907,1
1460x3488,1459.821323,3487.983893,14
1468x3437,1467.871489,3436.704389,6
1473x3408,1473.082101,3408.071314,6
1480x3435,1480.496699,3435.461102,1
1486x3380,1486.480257,3380.159648,14
1491x3344,1490.983798,3343.608088,14
1494x3438,1494.411778,3438.032365,13
1348x3366,1347.918687,3366.050004,1
1367x3475,1367.243762,3474.977084,10
1371x3370,1371.233591,3370.3755,14
1398x3326,1398.395265,3325.89997,1
1421x3402,1421.469882,3401.882558,1
1417x3469,1416.755596,3469.273644,1
1449x3424,1449.372504,3424.140154,1
1463x3408,1463.36256,3408.416832,6
1361x3428,1361.435111,3428.177032,1
1440x3493,1440.274224,3493.46246,1
1454x3337,1454.298673,3336.701207,12
1474x3444,1474.006397,3444.188257,1
1491x3392,1490.53707,3391.638662,14
1378x3451,1377.609183,3450.722658,1
1337x3356,1336.550154,3355.707418,14
1347x3336,1347.193018,3336.311916,12
1351x3445,1351.074645,3445.164187,1
1355x3360,1355.113267,3359.566592,14
1415x3436,1414.716773,3435.654284,6
1422x3453,1421.815657,3452.923822,1
1438x3324,1437.996771,3324.287804,1
1443x3320,1443.321156,3319.819564,1
1474x3416,1473.788115,3416.258924,1
1477x3353,1476.50845,3352.900995,14
1323x3675,1323.411277,3675.015581,10
1328x3651,1328.458323,3651.23841,1
1332x3674,1331.755977,3674.36933,1
1334x3561,1333.900239,3561.489223,1
1337x3598,1336.968024,3597.932312,1
1349x3586,1348.617736,3585.63561,1
1353x3662,1352.694878,3661.823131,1
1357x3644,1356.585349,3643.705498,1
1378x3658,1377.719317,3657.746853,13
1381x3611,1380.945571,3610.971861,3
1384x3683,1384.418059,3682.572085,5
1388x3676,1388.16075,3675.517614,4
1396x3522,1396.401922,3521.563052,3
1400x3536,1400.386771,3536.151046,1
1402x3637,1401.6809,3636.578287,3
1414x3615,1414.468912,3615.287704,6
1411x3554,1410.929688,3553.962198,1
1412x3638,1411.918425,3638.346576,3
1419x3550,1418.948429,3549.933204,13
1423x3568,1422.607417,3567.620542,1
1425x3614,1424.720303,3614.497927,3
1424x3521,1423.58135,3521.14627,1
1432x3543,1431.638705,3542.774934,13
1431x3635,1430.629256,3635.178008,6
1433x3604,1433.179967,3604.076889,6
1444x3645,1444.458054,3645.077401,14
1460x3567,1459.540813,3567.124097,5
1470x3640,1469.906045,3639.521392,3
1475x3677,1474.921828,3677.336206,3
1477x3700,1476.817433,3699.811906,3
1475x3520,1475.475211,3520.425637,14
1480x3657,1480.375206,3657.40461,3
1493x3555,1492.698841,3555.301504,3
1325x3698,1324.815366,3697.990815,1
1327x3572,1327.257027,3571.822031,5
1341x3689,1340.624525,3688.830552,1
1370x3682,1369.514719,3682.114901,5
1384x3573,1383.799137,3572.629154,1
1387x3564,1386.658018,3563.509739,1
1391x3644,1391.190817,3644.370956,3
1445x3695,1444.714526,3694.657199,1
1449x3667,1449.259286,3666.617214,3
1455x3659,1454.895659,3659.090796,3
1339x3574,1339.453638,3574.259752,5
1362x3578,1362.2501,3578.149154,1
1376x3686,1376.285688,3686.373768,5
1391x3690,1391.164451,3689.828824,5
1427x3660,1426.915525,3659.863004,3
1450x3561,1450.067067,3561.238215,1
1472x3575,1471.980745,3574.656973,1
1472x3555,1471.968758,3555.441278,5
1471x3535,1471.393928,3534.742151,1
1485x3642,1485.432218,3641.908566,3
1390x3533,1390.386066,3532.717,3
1313x3678,1313.35927,3677.829258,1
1332x3611,1331.814192,3611.236332,1
1352x3649,1351.561937,3648.957403,1
1364x3597,1364.16361,3597.325942,1
1371x3589,1371.267498,3588.775426,1
1385x3631,1385.072066,3631.30843,3
1421x3697,1421.211576,3697.267532,1
1433x3525,1432.982197,3524.832665,1
1449x3601,1448.677263,3601.23026,6
1447x3582,1446.577179,3582.053832,5
1472x3588,1471.772063,3588.34263,5
1488x3568,1487.789882,3568.374478,5
1496x3676,1495.980821,3676.117715,3
1322x3718,1321.526386,3718.303557,13
1333x3847,1333.329525,3847.274642,1
1332x3748,1332.145529,3748.185156,1
1335x3828,1334.570655,3828.197908,1
1333x3869,1333.453247,3868.654621,1
1340x3821,1339.919616,3820.532409,3
1341x3721,1341.209571,3720.960978,1
1349x3800,1348.571232,3799.55928,3
1354x3829,1354.452569,3828.612658,3
1355x3762,1355.135712,3761.724463,1
1362x3781,1361.507709,3780.684878,1
1371x3816,1370.937546,3815.796628,1
1370x3749,1370.056395,3748.594672,6
1371x3798,1371.099102,3798.104672,1
1374x3846,1373.86469,3845.882516,13
1382x3727,1381.583352,3727.209123,6
1390x3867,1389.758115,3867.110781,1
1397x3818,1397.45831,3818.110104,3
1405x3786,1404.562649,3785.87197,3
1408x3771,1407.83078,3770.99333,3
1413x3758,1412.678733,3758.296528,3
1423x3716,1422.572392,3716.11343,1
1417x3728,1416.795033,3728.042092,1
1427x3868,1426.843197,3867.525131,1
1433x3820,1433.200415,3820.313071,14
1432x3893,1432.308888,3892.713909,1
1441x3722,1440.55901,3722.319938,1
1440x3751,1439.65912,3750.855076,1
1443x3871,1443.48053,3870.882532,1
1448x3882,1447.645005,3882.052975,1
1454x3791,1453.549951,3791.165903,1
1457x3781,1456.554496,3780.794432,13
1465x3841,1464.955885,3840.634035,6
1472x3766,1472.407439,3766.485149,1
1471x3792,1471.375161,3792.283733,3
1473x3742,1473.342644,3742.062044,1
1472x3867,1472.167743,3866.619061,1
1476x3786,1475.794132,3786.161864,3
1484x3783,1483.737873,3782.874698,3
1487x3825,1486.886513,3824.61996,6
1496x3827,1496.048028,3826.894694,6
1315x3874,1314.823988,3874.352086,1
1381x3849,1381.004677,3849.031726,1
1392x3753,1392.095102,3753.099021,3
1444x3827,1443.649349,3827.105628,14
1460x3760,1459.806214,3760.062387,1
1476x3760,1476.311507,3760.25412,3
1476x3893,1475.606408,3892.659526,1
1485x3734,1484.514056,3734.12778,3
1487x3716,1487.156922,3715.88853,5
1364x3713,1364.487724,3713.209285,6
1379x3803,1379.102414,3802.585912,3
1388x3889,1388.334658,3889.060652,1
1395x3803,1394.931512,3802.772502,3
1398x3889,1397.539209,3888.817149,1
1439x3851,1438.998138,3851.251254,14
1492x3780,1491.843777,3779.667801,3
1357x3742,1356.570693,3741.856503,6
1372x3733,1372.252817,3732.640128,3
1396x3832,1396.162543,3831.645232,3
1318x3838,1317.536905,3838.121449,13
1376x3717,1375.65504,3716.936973,6
1396x3848,1395.941773,3847.706257,3
1406x3816,1406.184158,3815.921144,14
1419x3779,1419.121481,3778.872387,3
1430x3822,1430.405593,3821.575329,14
1480x3713,1480.437545,3712.511651,5
1515x3722,1514.631124,3722.280042,3
1515x3773,1514.882122,3772.95435,1
1519x3854,1519.169168,3853.669848,6
1526x3868,1525.795318,3868.364341,1
1533x3744,1532.849627,3744.18269,3
1541x3822,1540.889622,3822.483163,12
1549x3876,1548.676111,3875.98364,12
1549x3849,1548.948585,3849.469445,13
1551x3733,1550.810873,3732.799894,3
1563x3885,1562.950369,3884.689031,1
1569x3771,1568.988858,3771.327082,13
1574x3863,1574.189612,3863.059627,12
1578x3776,1577.691133,3775.833084,1
1578x3765,1577.707872,3764.543011,6
1584x3877,1584.282105,3877.454344,1
1586x3733,1585.780463,3732.800589,13
1599x3800,1598.862766,3799.847147,10
1608x3834,1608.429771,3833.864612,10
1616x3763,1615.548503,3762.544501,10
1626x3838,1625.626061,3837.532265,1
1630x3880,1630.362957,3879.982707,10
1634x3814,1633.671159,3814.475128,10
1634x3863,1634.027267,3863.103386,10
1634x3803,1634.336608,3803.248845,13
1636x3766,1635.824735,3765.641477,1
1646x3721,1646.369565,3720.826801,1
1656x3886,1656.231061,3885.552859,1
1662x3824,1661.85025,3824.173177,10
1679x3721,1678.583344,3720.506206,1
1684x3741,1683.727084,3740.75199,10
1694x3882,1694.079875,3881.891017,10
1521x3754,1520.636679,3753.802971,3
1537x3776,1536.602798,3775.663977,1
1549x3756,1549.081275,3756.085966,3
1557x3821,1557.040179,3821.208762,12
1573x3892,1572.637733,3892.23826,1
1603x3817,1603.414662,3816.807738,10
1620x3897,1619.896115,3896.986243,10
1659x3851,1658.510184,3851.407522,10
1661x3865,1660.573458,3864.725549,10
1629x3768,1628.514689,3768.208741,10
1527x3729,1526.660629,3728.886594,3
1512x3859,1512.133803,3858.631918,6
1610x3744,1610.108282,3744.24215,10
1685x3892,1685.175036,3892.480042,10
1513x3645,1513.32432,3645.151993,3
1520x3558,1519.993446,3557.685201,3
1527x3565,1526.605326,3564.811845,3
1525x3663,1525.268727,3662.821769,3
1530x3608,1530.477423,3607.69302,3
1538x3632,1538.33515,3632.029225,3
1537x3649,1537.275088,3648.971285,13
1542x3695,1542.339519,3695.34313,3
1544x3534,1543.797538,3534.164503,3
1547x3567,1546.69208,3566.890053,3
1552x3606,1551.59644,3605.90524,3
1554x3676,1553.787605,3675.649793,3
1561x3663,1561.15984,3663.494004,3
1570x3605,1570.303371,3604.969555,3
1573x3555,1573.058909,3555.278794,14
1570x3690,1570.331943,3689.544968,3
1579x3620,1578.721063,3619.571888,3
1585x3640,1585.001035,3640.197656,3
1583x3538,1583.137382,3537.558638,3
1587x3522,1587.297327,3521.62992,3
1601x3552,1600.635893,3552.393361,3
1607x3692,1606.97556,3691.797371,1
1605x3617,1604.661817,3616.843202,3
1607x3534,1607.164674,3533.991479,3
1611x3657,1611.194787,3656.654167,1
1616x3579,1615.831446,3579.074329,3
1623x3619,1623.056761,3618.673087,5
1629x3559,1629.112299,3559.340704,3
1628x3698,1627.716253,3698.392583,1
1631x3530,1631.164219,3530.434738,3
1646x3544,1645.686273,3544.220854,3
1646x3516,1646.415284,3515.959316,3
1648x3616,1648.147889,3616.293324,1
1649x3678,1648.960848,3678.077486,1
1652x3651,1652.034014,3650.60946,1
1657x3513,1656.525208,3513.399892,3
1656x3690,1656.118093,3690.016165,1
1657x3611,1657.050003,3610.628339,1
1664x3609,1664.390085,3608.618103,1
1665x3591,1664.688697,3591.379662,1
1672x3594,1671.87484,3594.453643,1
1669x3632,1669.319381,3631.767875,1
1671x3662,1671.003688,3662.479779,1
1674x3528,1674.405495,3527.939477,3
1681x3658,1680.568242,3657.830551,1
1678x3579,1677.603452,3578.878097,1
1690x3553,1689.773323,3552.879842,3
1517x3579,1517.2643,3579.224101,3
1524x3643,1523.716558,3643.340063,3
1538x3617,1537.794745,3617.264629,3
1564x3519,1564.105686,3519.459988,3
1586x3612,1585.648204,3612.314794,5
1591x3648,1590.753975,3647.946145,1
1607x3598,1606.530372,3598.438312,5
1623x3674,1623.15933,3673.671244,1
1680x3555,1679.509519,3554.941191,3
1516x3688,1515.770896,3688.26004,3
1540x3674,1539.942957,3673.556387,3
1556x3641,1556.032388,3641.352112,3
1569x3540,1568.840276,3540.026358,14
1566x3634,1565.695122,3634.433701,3
1586x3573,1586.153693,3572.937742,3
1603x3548,1603.137909,3547.793291,3
1653x3553,1652.923201,3553.473014,3
1689x3547,1689.129843,3546.990824,3
1556x3616,1556.290411,3615.978474,3
1580x3578,1579.84545,3577.554826,3
1586x3633,1586.458082,3633.239999,1
1606x3560,1605.67656,3559.803407,3
1677x3609,1677.18896,3609.459444,1
1508x3579,1508.479032,3579.049527,3
1547x3518,1547.231319,3518.25083,3
1553x3549,1552.875791,3548.837704,3
1567x3582,1567.321195,3581.55576,3
1583x3566,1582.930437,3566.381675,12
1602x3568,1602.214125,3567.970524,3
1632x3579,1632.093314,3578.816869,3
1642x3589,1642.007751,3589.108356,3
1688x3541,1687.515464,3540.686342,3
1519x3333,1519.214317,3333.228605,14
1521x3342,1520.885131,3342.471264,14
1527x3486,1527.272927,3486.425483,3
1531x3395,1531.184035,3394.727947,3
1534x3454,1533.65773,3454.474572,3
1537x3350,1536.712573,3349.745819,14
1540x3498,1540.267244,3497.837941,3
1541x3368,1541.010815,3368.190719,3
1546x3331,1545.792557,3330.612657,14
1546x3478,1546.065399,3478.480287,3
1547x3492,1547.154654,3491.682073,14
1548x3384,1547.973313,3384.199778,3
1550x3366,1549.774692,3366.103463,3
1553x3424,1552.905424,3424.17812,3
1562x3323,1562.049341,3322.874155,14
1564x3494,1564.107066,3493.919535,3
1565x3364,1564.87018,3364.027229,3
1566x3423,1565.81363,3422.789514,3
1570x3413,1570.258792,3413.087704,3
1571x3466,1571.083323,3466.342874,14
1589x3321,1588.85987,3320.822598,3
1590x3466,1590.381071,3465.855788,14
1593x3452,1593.083304,3451.77989,14
1596x3435,1596.113769,3435.089597,14
1607x3328,1607.48316,3328.327266,3
