"","coord_x","coord_y","labels"
"218",-3623.517962,-3292.781632,3
"219",-3617.571266,-3286.94916,7
"220",-3617.550432,-3205.676023,2
"221",-3612.647228,-3179.495705,1
"222",-3601.281634,-3230.448597,2
"223",-3596.428248,-3122.781248,11
"224",-3591.650209,-3173.787417,2
"225",-3581.732918,-3293.081783,9
"226",-3581.113978,-3265.533139,4
"227",-3576.118939,-3216.482178,11
"228",-3577.472555,-3150.4882,3
"229",-3570.879913,-3167.382862,3
"230",-3569.088321,-3117.83867,2
"231",-3568.091263,-3225.313887,11
"232",-3734.076411,-3238.717956,9
"233",-3724.963637,-3148.631553,3
"234",-3676.264919,-3206.169324,1
"235",-3649.697621,-3276.547357,9
"236",-3638.436937,-3210.130426,3
"237",-3727.607319,-3209.834595,11
"238",-3720.878961,-3168.92809,2
"239",-3704.708672,-3161.386536,2
"240",-3604.369477,-3143.215847,9
"241",-3621.336969,-3123.850376,11
"242",-3577.852982,-3244.572118,4
"243",-3682.43295,-3284.470996,9
"244",-3668.428801,-3259.555551,3
"245",-3742.994143,-3038.337057,9
"246",-3740.271638,-3013.148557,2
"247",-3731.384701,-2945.219731,4
"248",-3731.819981,-3022.567775,9
"249",-3724.433923,-2975.468527,9
"250",-3718.619887,-2950.815849,11
"251",-3718.045825,-3072.723929,3
"252",-3716.523095,-3046.17438,2
"253",-3705.996011,-3028.299048,2
"254",-3701.385707,-3052.72009,2
"255",-3696.700785,-2971.084874,11
"256",-3696.993462,-3026.45273,2
"257",-3689.021779,-2923.530027,9
"258",-3685.2708,-2949.222295,9
"259",-3674.863765,-2925.116881,2
"260",-3665.774113,-3072.064186,2
"261",-3664.348675,-3042.473813,4
"262",-3662.892646,-3084.79509,3
"263",-3661.458982,-3016.032563,2
"264",-3659.758577,-2960.880723,9
"265",-3651.006969,-2976.710842,3
"266",-3646.746614,-3059.138837,3
"267",-3642.257061,-3067.411756,3
"268",-3627.086904,-3034.557115,4
"269",-3620.063655,-3011.323998,11
"270",-3619.123221,-2969.365667,7
"271",-3611.077043,-3038.351584,3
"272",-3609.331345,-3059.83016,7
"273",-3606.35327,-3034.421908,3
"274",-3602.529722,-3004.60154,2
"275",-3593.563109,-3040.796003,2
"276",-3592.447158,-2952.093728,3
"277",-3594.672453,-3078.448136,3
"278",-3583.330006,-2986.252808,7
"279",-3580.438496,-3026.310859,2
"280",-3582.697006,-3056.415859,11
"281",-3578.352882,-2931.54895,2
"282",-3576.111967,-3060.539525,2
"283",-3568.734034,-2937.068409,2
"284",-3567.053294,-3050.027643,2
"285",-3564.645734,-3040.08179,11
"286",-3681.807872,-3023.162079,7
"287",-3677.847079,-3093.171245,9
"288",-3645.652308,-2987.247086,2
"289",-3638.316941,-3075.215709,3
"290",-3628.886059,-2948.44724,3
"291",-3619.887566,-3066.113622,7
"292",-3718.818918,-2992.778913,2
"293",-3711.513891,-3057.224754,9
"294",-3694.404487,-2997.960794,7
"295",-3686.180306,-3001.679909,13
"296",-3628.806103,-3044.748238,9
"297",-3594.143544,-2984.513441,3
"298",-3583.605849,-3011.354916,2
"299",-3574.401142,-3085.395463,2
"300",-3569.112363,-2946.826966,2
"301",-3740.089099,-2957.429265,2
"302",-3643.073411,-2967.39456,9
"303",-3620.90344,-2942.093798,2
"304",-3742.190476,-3055.56216,2
"305",-3680.005709,-2988.099677,7
"306",-3658.733659,-2924.973908,2
"307",-3655.429189,-2914.850872,3
"308",-3649.112857,-3099.015036,11
"309",-3582.165891,-3103.799678,7
"310",-3569.792782,-3011.213673,2
"311",-3747.394042,-2736.232062,3
"312",-3742.165857,-2894.622157,2
"313",-3743.865492,-2852.560542,2
"314",-3721.308313,-2845.595939,9
"315",-3714.696258,-2854.324922,2
"316",-3714.407165,-2825.83039,3
"317",-3710.500444,-2785.544294,2
"318",-3702.874866,-2891.025559,2
"319",-3702.214514,-2799.104127,7
"320",-3697.602392,-2814.90322,3
"321",-3702.088304,-2743.101754,2
"322",-3685.278031,-2772.927944,3
"323",-3681.204769,-2870.468254,9
"324",-3680.528535,-2891.128954,13
"325",-3671.901103,-2817.260314,2
"326",-3669.745436,-2902.193617,7
"327",-3666.363439,-2719.505991,2
"328",-3665.604396,-2835.214421,2
"329",-3652.1499,-2733.142009,4
"330",-3646.5288,-2786.063083,7
"331",-3646.840368,-2826.247927,2
"332",-3642.977275,-2878.939586,4
"333",-3636.117285,-2779.412654,7
"334",-3637.487268,-2762.148672,2
"335",-3626.400646,-2776.498601,7
"336",-3625.55362,-2828.935759,3
"337",-3624.752749,-2721.737921,4
"338",-3619.483978,-2858.951326,3
"339",-3619.67589,-2742.26474,2
"340",-3618.649621,-2774.3173,7
"341",-3605.992878,-2803.528433,9
"342",-3607.445904,-2817.467275,2
"343",-3600.206433,-2875.064978,9
"344",-3594.295072,-2841.293473,2
"345",-3595.425475,-2767.709285,7
"346",-3589.226319,-2882.746405,2
"347",-3578.941033,-2763.596441,7
"348",-3576.081491,-2776.087444,2
"349",-3565.383598,-2745.487251,2
"350",-3735.169645,-2794.081569,2
"351",-3637.936528,-2719.294093,2
"352",-3602.290038,-2735.887374,2
"353",-3591.215686,-2758.119436,7
"354",-3590.516173,-2731.487532,4
"355",-3565.475442,-2720.190498,13
"356",-3744.416943,-2874.412084,2
"357",-3688.70648,-2728.841256,2
"358",-3677.747954,-2765.287168,2
"359",-3668.920615,-2873.623728,9
"360",-3655.264759,-2804.557655,4
"361",-3646.477747,-2899.037088,2
"362",-3607.097179,-2715.584207,2
"363",-3587.343517,-2764.043085,7
"364",-3569.302053,-2900.67234,7
"365",-3653.302042,-2779.026518,4
"366",-3613.205918,-2779.140664,2
"367",-3694.109432,-2835.522709,2
"368",-3688.451217,-2794.354497,4
"369",-3675.366731,-2795.775673,9
"370",-3672.920113,-2730.911295,9
"371",-3652.959022,-2870.175172,9
"372",-3610.792443,-2771.145273,7
"373",-3750.239027,-2675.423326,3
"374",-3740.076238,-2573.827469,2
"375",-3741.108529,-2555.108514,3
"376",-3737.799518,-2640.316065,2
"377",-3726.804524,-2515.943929,9
"378",-3717.613792,-2624.949969,2
"379",-3712.855568,-2615.107146,3
"380",-3707.433341,-2582.257708,3
"381",-3707.645609,-2572.774109,2
"382",-3704.458676,-2535.519421,1
"383",-3705.799135,-2696.113772,2
"384",-3704.860785,-2629.94282,9
"385",-3700.390122,-2691.650303,2
"386",-3702.446346,-2540.256019,1
"387",-3695.918206,-2653.590339,2
"388",-3678.293195,-2653.294733,9
"389",-3671.618864,-2655.13288,7
"390",-3665.368801,-2622.287248,2
"391",-3661.189092,-2671.124172,13
"392",-3657.91517,-2545.423468,3
"393",-3656.904635,-2697.096635,3
"394",-3652.064973,-2655.260076,1
"395",-3639.805072,-2586.753104,2
"396",-3639.39537,-2611.837805,1
"397",-3636.040499,-2568.201674,2
"398",-3633.049411,-2650.231088,2
"399",-3627.404206,-2585.517471,9
"400",-3624.599192,-2642.862382,2
"401",-3622.861747,-2683.506401,2
"402",-3616.273213,-2639.978136,3
"403",-3613.707241,-2694.399124,4
"404",-3612.00118,-2566.857025,9
"405",-3611.330068,-2657.413279,3
"406",-3608.49523,-2595.275864,2
"407",-3600.198035,-2623.292127,2
"408",-3588.192323,-2550.103434,2
"409",-3570.597583,-2580.896817,3
"410",-3570.055404,-2698.897221,2
"411",-3564.565647,-2527.019083,3
"412",-3564.282845,-2562.031588,2
"413",-3719.836816,-2674.026164,2
"414",-3693.708734,-2674.684696,2
"415",-3678.756701,-2624.978126,13
"416",-3678.413715,-2521.544499,3
"417",-3667.052198,-2569.081163,2
"418",-3650.321891,-2635.993151,3
"419",-3581.58556,-2654.951189,13
"420",-3565.135485,-2679.242485,2
"421",-3747.041851,-2535.795509,9
"422",-3748.250655,-2548.681712,2
"423",-3734.222484,-2686.138526,2
"424",-3697.899748,-2600.666367,2
"425",-3652.26843,-2601.195877,7
"426",-3639.966453,-2600.525021,3
"427",-3620.49116,-2571.253475,2
"428",-3578.563918,-2619.544766,2
"429",-3716.154814,-2558.684053,9
"430",-3713.144276,-2566.018757,9
"431",-3657.023674,-2556.197077,3
"432",-3571.133701,-2683.542361,2
"433",-3691.215384,-2692.852576,2
"434",-3565.674679,-2616.578805,2
"435",-3750.812386,-2456.916059,7
"436",-3746.794445,-2496.211883,2
"437",-3738.976718,-2327.553731,2
"438",-3733.753495,-2366.819268,2
"439",-3729.712119,-2469.423554,9
"440",-3725.310956,-2428.793716,2
"441",-3724.417681,-2405.308269,2
"442",-3721.17976,-2451.524477,2
"443",-3715.76317,-2332.501285,2
"444",-3708.843498,-2474.04482,2
"445",-3707.016206,-2339.931262,2
"446",-3706.167244,-2321.739274,3
"447",-3703.944534,-2410.037127,2
"448",-3701.7161,-2366.861696,1
"449",-3692.826997,-2471.674013,9
"450",-3678.559391,-2385.030826,9
"451",-3681.887378,-2423.103078,9
"452",-3674.043315,-2425.60809,9
"453",-3668.002745,-2441.963043,2
"454",-3660.984498,-2338.60882,2
"455",-3649.753244,-2403.229478,7
"456",-3647.794131,-2420.946496,2
"457",-3647.650638,-2444.374861,2
"458",-3640.985578,-2446.649021,3
"459",-3634.156683,-2325.321957,9
"460",-3625.427958,-2492.715787,7
"461",-3619.098739,-2365.76974,2
"462",-3616.458171,-2376.380853,1
"463",-3611.995552,-2455.305467,13
"464",-3605.281504,-2336.330175,9
"465",-3603.623242,-2415.255526,2
"466",-3601.843125,-2369.41885,3
"467",-3597.86772,-2466.671825,2
"468",-3582.145174,-2454.506148,2
"469",-3583.629967,-2441.675007,3
"470",-3579.096564,-2377.502872,11
"471",-3577.079969,-2337.528253,1
"472",-3575.211412,-2326.540503,3
"473",-3574.900478,-2404.355813,2
"474",-3572.111206,-2431.540772,2
"475",-3569.530345,-2338.010938,1
"476",-3744.168713,-2382.775888,2
"477",-3699.477032,-2345.827403,2
"478",-3665.180418,-2405.973514,13
"479",-3664.909299,-2472.468903,9
"480",-3648.383861,-2496.805603,9
"481",-3630.004352,-2393.749121,9
"482",-3704.397056,-2393.576622,2
"483",-3695.963937,-2429.373966,2
"484",-3676.029179,-2331.204249,2
"485",-3644.99511,-2361.809869,9
"486",-3649.470705,-2480.796663,4
"487",-3687.804601,-2321.060062,9
"488",-3683.716709,-2357.421481,2
"489",-3675.923854,-2447.465118,2
"490",-3740.130949,-2124.277469,4
"491",-3730.05821,-2289.479952,1
"492",-3732.290298,-2236.672595,9
"493",-3727.341538,-2261.668199,2
"494",-3720.80942,-2168.45443,4
"495",-3716.704536,-2143.772842,4
"496",-3705.53416,-2176.533936,3
"497",-3704.153444,-2280.634231,2
"498",-3701.985615,-2267.765076,2
"499",-3698.194234,-2220.919197,1
"500",-3696.831373,-2130.575645,4
"501",-3699.062557,-2233.514973,2
"502",-3693.066587,-2204.783898,4
"503",-3687.206251,-2168.616874,4
"504",-3684.290603,-2294.197284,7
"505",-3680.71422,-2250.634886,4
"506",-3679.323227,-2276.708765,9
"507",-3668.102323,-2179.477312,1
"508",-3663.283281,-2216.834391,3
"509",-3658.408875,-2159.940652,4
"510",-3643.270081,-2250.986422,9
"511",-3642.744478,-2139.818475,4
"512",-3632.115229,-2230.157765,7
"513",-3624.845733,-2188.948638,7
"514",-3623.924519,-2221.58246,1
"515",-3624.043643,-2285.514555,9
"516",-3623.723553,-2243.040532,2
"517",-3610.730226,-2198.538277,4
"518",-3603.536395,-2261.003073,3
"519",-3598.879884,-2220.069213,6
"520",-3585.293762,-2201.783737,6
"521",-3583.421831,-2146.524291,3
"522",-3571.271867,-2207.892105,6
"523",-3565.49886,-2229.878686,4
"524",-3565.195784,-2288.486133,7
"525",-3562.905513,-2159.545639,3
"526",-3726.311574,-2200.64564,9
"527",-3708.33637,-2142.595679,4
"528",-3668.768652,-2235.670114,9
"529",-3661.120307,-2227.237424,7
"530",-3609.420813,-2166.622728,4
"531",-3608.085621,-2280.2244,2
"532",-3607.629763,-2123.990525,4
"533",-3598.705786,-2286.658875,3
"534",-3598.083838,-2189.634808,3
"535",-3593.65001,-2142.217123,4
"536",-3590.498148,-2237.474922,3
"537",-3742.906202,-2136.134059,4
"538",-3654.067561,-2278.494583,9
"539",-3659.314778,-2246.53144,6
"540",-3642.588422,-2165.083166,4
"541",-3635.93582,-2163.624155,7
"542",-3560.63132,-2119.841623,4
"543",-3543.584801,-2210.969461,9
"544",-3534.647908,-2210.882512,1
"545",-3534.845512,-2184.311262,7
"546",-3530.070854,-2193.229037,3
"547",-3527.644726,-2228.257301,9
"548",-3529.460598,-2243.694233,9
"549",-3527.130195,-2144.83906,4
"550",-3524.556999,-2188.715428,4
"551",-3518.089036,-2209.050767,4
"552",-3514.842705,-2227.898978,3
"553",-3506.9177,-2247.718791,7
"554",-3505.572241,-2269.365776,9
"555",-3500.013621,-2153.402165,2
"556",-3498.789938,-2188.919766,2
"557",-3485.285227,-2134.690523,7
"558",-3474.16704,-2160.27665,1
"559",-3472.789792,-2148.17018,4
"560",-3471.532939,-2288.667709,4
"561",-3470.473491,-2223.337998,3
"562",-3466.894641,-2255.030296,4
"563",-3463.674235,-2242.339548,9
"564",-3460.245418,-2290.903029,4
"565",-3455.836367,-2266.927552,4
"566",-3456.523226,-2148.121062,7
"567",-3458.612082,-2173.990536,3
"568",-3447.11866,-2162.909652,3
"569",-3432.030078,-2183.667749,4
"570",-3429.884376,-2290.925948,4
"571",-3421.447036,-2185.419728,4
"572",-3419.95829,-2233.162103,7
"573",-3414.751378,-2295.760368,4
"574",-3411.414411,-2270.622215,4
"575",-3405.953982,-2231.246473,2
"576",-3404.489346,-2157.549718,4
"577",-3406.794347,-2182.99905,4
"578",-3400.502876,-2152.766488,2
"579",-3394.857608,-2146.376487,2
"580",-3391.742735,-2124.688469,3
"581",-3387.674721,-2294.327365,4
"582",-3384.674176,-2260.25765,1
"583",-3375.073936,-2151.733862,2
"584",-3370.461176,-2239.861793,9
"585",-3369.826562,-2158.723081,2
"586",-3367.494987,-2132.197845,6
"587",-3408.377516,-2281.97857,4
"588",-3533.220396,-2253.764876,9
"589",-3509.841619,-2135.848209,2
"590",-3502.122982,-2224.468032,7
"591",-3470.574907,-2178.606974,7
"592",-3525.143127,-2267.053378,7
"593",-3479.660094,-2281.682284,3
"594",-3396.710389,-2302.623553,4
"595",-3377.882308,-2182.249677,4
"596",-3521.041444,-2296.295977,3
"597",-3548.944644,-2441.15645,3
"598",-3548.048284,-2401.172999,3
"599",-3545.650941,-2353.172423,9
"600",-3532.405717,-2390.068578,4
"601",-3525.294794,-2319.282889,4
"602",-3523.455253,-2492.738575,7
"603",-3502.845701,-2412.13218,4
"604",-3502.091433,-2453.072688,3
"605",-3499.61066,-2345.073999,4
"606",-3494.159802,-2318.454964,4
"607",-3490.812554,-2383.078745,4
"608",-3475.518554,-2355.630164,4
"609",-3477.037575,-2468.008577,4
"610",-3465.870273,-2417.532503,1
"611",-3455.664787,-2358.088751,4
"612",-3454.130478,-2406.703941,4
"613",-3454.815094,-2498.97798,3
"614",-3448.676712,-2424.482985,4
"615",-3438.690314,-2340.786193,4
"616",-3424.438184,-2374.704236,4
"617",-3422.188734,-2423.28961,4
"618",-3405.946469,-2450.853261,7
"619",-3404.368516,-2405.934992,7
"620",-3400.025724,-2442.174554,3
"621",-3389.171306,-2460.659543,13
"622",-3383.784505,-2350.740464,4
"623",-3379.826964,-2441.050286,4
"624",-3376.099419,-2331.235236,4
"625",-3367.164189,-2315.688318,3
"626",-3361.141932,-2389.845675,7
"627",-3505.915211,-2463.29635,1
"628",-3471.717156,-2329.633364,4
"629",-3463.663438,-2330.056074,4
"630",-3423.787527,-2469.659003,3
"631",-3400.281455,-2343.952627,4
"632",-3399.353613,-2377.904039,7
"633",-3381.38329,-2484.044596,7
"634",-3480.868022,-2331.644041,4
"635",-3428.995353,-2485.572733,2
"636",-3428.314964,-2453.584461,4
"637",-3419.439749,-2458.249379,1
"638",-3406.773197,-2478.537279,9
"639",-3380.536685,-2496.02207,9
"640",-3373.233347,-2369.076177,4
"641",-3499.101695,-2322.311162,4
"642",-3474.101661,-2431.745488,9
"643",-3402.805318,-2388.25416,4
"644",-3377.699698,-2340.8158,4
"645",-3538.693164,-2484.954721,9
"646",-3445.250993,-2484.944863,3
"647",-3536.677278,-2590.241131,2
"648",-3539.334631,-2679.811199,3
"649",-3538.529084,-2616.183342,2
"650",-3533.031396,-2528.383087,7
"651",-3532.930555,-2656.174129,2
"652",-3530.908801,-2563.451795,7
"653",-3525.898653,-2618.737474,2
"654",-3511.504635,-2608.559814,2
"655",-3508.757926,-2565.945048,3
"656",-3505.043782,-2683.634006,1
"657",-3499.375692,-2583.186862,2
"658",-3490.941917,-2640.377397,4
"659",-3481.126995,-2674.888227,2
"660",-3480.257672,-2602.485813,2
"661",-3465.082225,-2553.970025,2
"662",-3446.246424,-2522.157003,4
"663",-3444.635065,-2671.444517,2
"664",-3439.124491,-2650.588638,3
"665",-3415.574702,-2560.163574,2
"666",-3410.680057,-2637.200976,9
"667",-3409.131539,-2686.681943,11
"668",-3408.097116,-2623.877241,2
"669",-3405.82318,-2670.966284,2
"670",-3405.594729,-2561.915166,7
"671",-3401.236664,-2527.119865,1
"672",-3396.775626,-2596.599205,9
"673",-3387.122008,-2669.567661,3
"674",-3370.650657,-2582.448737,2
"675",-3369.112283,-2612.924023,2
"676",-3496.028307,-2702.116909,2
"677",-3468.502893,-2645.111939,2
"678",-3457.41371,-2677.086507,3
"679",-3453.66574,-2605.539596,9
"680",-3455.50936,-2610.7188,2
"681",-3453.273124,-2647.279448,9
"682",-3448.493328,-2584.421551,9
"683",-3436.38669,-2693.637614,2
"684",-3535.399712,-2626.277502,2
"685",-3523.893112,-2543.166615,2
"686",-3496.005173,-2611.516791,2
"687",-3476.901892,-2542.122935,2
"688",-3382.03591,-2665.528976,3
"689",-3448.205633,-2654.98298,2
"690",-3368.036572,-2657.229442,2
"691",-3517.584018,-2555.783706,2
"692",-3518.30591,-2694.904584,2
"693",-3479.580201,-2642.824755,2
"694",-3472.773122,-2639.164994,2
"695",-3445.573011,-2701.937624,2
"696",-3378.820441,-2691.775246,2
"697",-3544.48296,-2727.698193,2
"698",-3533.281835,-2770.749721,1
"699",-3521.816946,-2860.702821,2
"700",-3513.223118,-2848.561356,2
"701",-3510.916774,-2835.386693,2
"702",-3505.099672,-2718.763206,2
"703",-3498.980081,-2758.314546,2
"704",-3491.075502,-2727.299552,2
"705",-3492.979042,-2786.356624,4
"706",-3481.227779,-2826.860715,2
"707",-3480.087679,-2774.247067,3
"708",-3474.79065,-2875.902472,9
"709",-3473.951678,-2844.590532,2
"710",-3468.535832,-2718.634407,3
"711",-3463.071929,-2833.378087,2
"712",-3462.391534,-2881.602459,2
"713",-3460.359344,-2739.41617,2
"714",-3429.977991,-2789.93393,7
"715",-3423.978876,-2766.716505,3
"716",-3420.742759,-2799.873847,3
"717",-3411.456492,-2735.910674,2
"718",-3405.878613,-2800.768775,7
"719",-3403.057851,-2833.98239,2
"720",-3391.38954,-2887.390144,2
"721",-3389.358995,-2815.405676,3
"722",-3382.425741,-2741.483809,2
"723",-3383.147274,-2733.660717,2
"724",-3370.29561,-2732.871875,2
"725",-3370.306247,-2769.195279,2
"726",-3520.471256,-2734.495843,2
"727",-3501.554104,-2863.327171,2
"728",-3496.331306,-2872.838566,2
"729",-3484.03054,-2899.258929,1
"730",-3446.867381,-2765.203712,2
"731",-3415.274421,-2790.054357,3
"732",-3403.519306,-2739.401878,3
"733",-3373.808241,-2853.890563,2
"734",-3511.296337,-2887.863758,2
"735",-3495.289601,-2809.606713,13
