Unnamed: 0,X,Y,mclust
-2869x-371,-2868.727988,-370.9676608,7
-2869x-297,-2868.932087,-296.6033578,7
-2867x-416,-2866.647264,-416.184133,1
-2854x-324,-2853.924812,-323.9847099,7
-2846x-294,-2845.527687,-293.6977469,7
-2844x-410,-2843.972415,-409.7363882,2
-2840x-269,-2840.223776,-268.7374759,11
-2840x-309,-2840.162058,-308.7967843,2
-2827x-301,-2826.692517,-301.4799864,2
-2822x-282,-2822.329406,-282.4718918,7
-2820x-309,-2819.727625,-308.8662291,7
-2823x-412,-2822.942031,-411.7327264,7
-2819x-352,-2818.709101,-352.4021143,7
-2807x-438,-2807.08989,-437.9819991,7
-2803x-334,-2802.851881,-334.1524506,7
-2802x-321,-2801.999783,-321.1950193,7
-2789x-358,-2789.287815,-357.6425393,7
-2787x-393,-2786.650237,-393.4338134,13
-2776x-381,-2776.41122,-380.7923325,7
-2776x-364,-2775.937672,-364.2649512,7
-2767x-324,-2767.252359,-324.4240652,7
-2765x-273,-2764.884114,-273.324861,11
-2757x-392,-2756.526698,-391.5049046,7
-2753x-366,-2753.224907,-366.0725267,2
-2759x-433,-2758.640474,-433.0838891,7
-2746x-327,-2746.145061,-326.7553392,7
-2914x-398,-2913.957558,-398.4697136,2
-2909x-266,-2909.146809,-265.6549089,7
-2845x-320,-2845.10179,-319.9359309,7
-2841x-423,-2840.750951,-423.0442641,7
-2814x-293,-2814.424906,-293.4580282,13
-2808x-373,-2808.091789,-372.5131624,7
-2802x-275,-2802.44452,-274.9172221,7
-2775x-273,-2774.668738,-272.7432044,11
-2910x-330,-2910.075356,-329.5024977,13
-2862x-351,-2861.97201,-351.0377682,7
-2836x-356,-2835.752265,-356.3429395,2
-2808x-429,-2808.032754,-428.6645831,2
-2791x-281,-2791.277893,-280.5467374,7
-2773x-335,-2772.539984,-335.4167518,7
-2753x-407,-2753.078568,-407.0564425,7
-2815x-434,-2814.714196,-433.8327809,7
-2788x-306,-2787.758678,-305.592188,7
-2909x-285,-2908.772713,-285.3103417,1
-2743x-281,-2742.74208,-280.5323012,7
-2921x-218,-2920.617445,-218.0843533,7
-2912x-161,-2911.600855,-160.5633874,7
-2911x-79,-2911.430139,-78.55805436,7
-2908x-142,-2907.919384,-141.8013725,7
-2903x-188,-2903.061624,-187.8036368,2
-2893x-248,-2892.674489,-247.8672138,7
-2892x-129,-2892.031572,-128.9825777,7
-2885x-201,-2884.915264,-200.9232911,13
-2885x-71,-2885.233553,-70.59420026,7
-2882x-224,-2881.753614,-224.1288218,7
-2877x-247,-2876.879949,-247.436869,7
-2877x-153,-2876.77163,-152.8968471,7
-2875x-172,-2875.381939,-172.1981299,11
-2865x-219,-2865.012823,-218.6242424,7
-2865x-76,-2865.067326,-76.08506075,7
-2863x-93,-2862.555999,-92.68415121,7
-2850x-207,-2849.78335,-206.7125739,7
-2837x-82,-2836.887408,-82.34979999,7
-2825x-167,-2824.876217,-167.4074786,11
-2823x-238,-2822.897643,-238.1025662,7
-2816x-200,-2816.292542,-200.2188792,7
-2812x-106,-2811.895649,-105.5166178,7
-2800x-208,-2800.237143,-207.8175021,13
-2799x-106,-2798.864718,-106.3823327,7
-2792x-210,-2791.801641,-210.1116206,7
-2786x-194,-2786.165356,-194.4333484,7
-2790x-157,-2790.3299,-157.3624909,7
-2787x-241,-2786.715243,-240.6750584,7
-2787x-168,-2786.697125,-167.6844017,7
-2783x-106,-2783.034172,-106.077426,7
-2767x-179,-2767.356135,-179.4719719,7
-2765x-119,-2764.547072,-119.2331573,7
-2760x-220,-2760.425095,-219.5727792,7
-2761x-100,-2760.808074,-100.0060836,13
-2761x-129,-2761.121028,-129.2198275,7
-2748x-154,-2748.439626,-153.9811724,7
-2750x-83,-2749.878067,-82.98187711,7
-2740x-127,-2740.073248,-127.1081883,7
-2741x-213,-2740.549019,-213.3156987,12
-2742x-100,-2741.746638,-100.1610822,7
-2919x-180,-2919.409917,-180.2559743,7
-2891x-119,-2890.897803,-118.7147651,7
-2890x-143,-2890.39965,-143.1661967,7
-2873x-194,-2872.917955,-194.4384152,13
-2861x-141,-2860.766886,-140.5184316,11
-2852x-152,-2852.3404,-151.51905,11
-2846x-161,-2846.015699,-160.604803,7
-2840x-68,-2839.633232,-68.03960188,7
-2919x-116,-2919.385306,-116.2320644,7
-2777x-139,-2777.058316,-138.6985298,7
-2772x-104,-2772.029234,-103.9682573,7
-2771x-136,-2770.729798,-136.0143107,13
-2907x-75,-2906.771588,-74.6951623,7
-2765x-205,-2765.09068,-205.4216296,13
-2886x-229,-2886.478892,-228.8761859,7
-2922x70,-2922.03696,69.96451795,7
-2920x-50,-2920.211536,-49.94030216,7
-2919x53,-2919.250592,53.38197494,13
-2914x118,-2913.866837,117.8772171,7
-2912x-14,-2912.022311,-13.52002842,7
-2909x103,-2908.862968,102.948334,7
-2908x28,-2908.07214,28.00508464,7
-2903x133,-2903.118082,133.0393866,8
-2900x4,-2900.194855,3.951144205,7
-2894x53,-2894.339626,53.06680076,7
-2893x19,-2892.961567,19.0931999,7
-2876x127,-2875.798513,127.2154476,8
-2876x8,-2876.308697,7.515830414,7
-2866x64,-2866.375367,63.62345849,7
-2871x-35,-2870.922176,-34.84609162,7
-2856x80,-2856.408681,79.62667271,7
-2848x70,-2847.907687,69.71072669,7
-2844x99,-2844.272815,98.9322832,7
-2844x0,-2843.692842,-0.022376994,4
-2837x-24,-2837.208288,-24.10800719,7
-2827x30,-2827.169038,29.85203791,11
-2823x76,-2822.552615,76.42559345,7
-2814x95,-2814.024947,94.98475919,11
-2810x-8,-2810.300964,-8.041784589,7
-2806x120,-2806.113618,120.4653617,11
-2792x74,-2791.678276,73.84398014,4
-2789x-3,-2788.973497,-3.069373813,11
-2788x-33,-2787.860358,-32.91735276,7
-2776x49,-2776.320033,49.13141189,11
-2775x105,-2775.0857,105.4871886,11
-2771x-28,-2771.073981,-27.75697314,7
-2768x53,-2768.121701,52.62461104,11
-2763x87,-2762.700961,87.13378547,11
-2760x126,-2759.962076,126.1175731,11
-2750x137,-2749.652456,137.2017373,2
-2748x8,-2748.273897,7.645853624,7
-2742x-36,-2741.972187,-35.7744537,7
-2740x-16,-2740.101234,-16.32205563,13
-2742x-23,-2741.639107,-23.21570256,13
-2891x128,-2891.234923,128.3775668,13
-2858x-26,-2858.026874,-26.24619554,7
-2857x13,-2857.151437,13.21211148,7
-2839x72,-2839.11337,72.27984908,7
-2793x117,-2792.988116,117.0811496,11
-2787x30,-2787.057378,30.0958402,7
-2922x93,-2922.058624,92.85562509,7
-2836x57,-2836.066576,56.81713779,7
-2828x120,-2828.130394,119.8140544,11
-2824x14,-2823.874169,14.08362491,7
-2802x3,-2802.09071,2.918432529,11
-2757x59,-2756.760863,58.91634133,11
-2883x81,-2882.933401,80.673076,2
-2909x-40,-2908.97483,-39.6744265,7
-2829x82,-2828.980202,82.37147493,2
-2814x-29,-2813.908808,-29.25208137,7
-2797x96,-2797.101177,95.76220513,11
-2764x-41,-2763.522946,-40.902014,7
-2917x169,-2916.704298,169.3486315,7
-2908x198,-2907.522847,198.4740317,11
-2905x151,-2905.412522,150.6538757,8
-2903x283,-2903.339277,283.3354846,11
-2901x183,-2901.081898,183.3888907,7
-2888x217,-2888.472942,217.3773643,7
-2881x260,-2880.980619,260.1840885,4
-2880x268,-2880.09719,268.0260388,4
-2878x333,-2878.475999,333.1943587,11
-2873x197,-2872.531253,196.6071862,11
-2862x160,-2861.885148,160.1601285,7
-2862x260,-2861.864851,259.7791203,4
-2855x314,-2854.542908,314.3295218,4
-2848x263,-2848.366725,263.4726441,13
-2846x230,-2846.101786,229.7399589,4
-2842x286,-2842.004428,285.6744864,13
-2836x174,-2836.238691,173.9790257,7
-2834x306,-2833.557852,305.6619537,7
-2835x230,-2835.421401,230.4416698,4
-2831x194,-2831.343094,193.7931037,4
-2826x320,-2825.984334,319.9686158,4
-2825x280,-2824.598765,280.1903889,7
-2822x261,-2822.24466,261.3884685,11
-2821x301,-2821.055149,301.294809,11
-2819x182,-2819.114688,182.084455,4
-2817x215,-2816.570097,214.6634636,4
-2816x167,-2815.803614,166.6173032,7
-2809x306,-2809.406871,305.5189454,7
-2800x236,-2799.855906,235.5509479,4
-2798x161,-2797.748503,161.2024018,7
-2796x178,-2795.802767,177.7862258,7
-2786x210,-2785.588754,210.4618642,7
-2784x230,-2783.842471,230.075104,7
-2782x294,-2782.390418,294.0033496,7
-2779x260,-2778.898839,260.3064032,7
-2768x310,-2768.138765,310.0660714,7
-2766x189,-2765.526842,189.1433305,7
-2764x300,-2763.867518,299.8822413,7
-2762x217,-2762.16252,217.1831449,7
-2756x250,-2756.288432,250.311893,7
-2755x214,-2755.022008,213.6179813,2
-2742x240,-2741.794896,239.9497507,7
-2739x182,-2739.486872,181.727671,7
-2925x260,-2925.264065,259.6328883,11
-2889x330,-2888.794689,330.074255,11
-2854x281,-2854.422384,280.9930553,4
-2792x282,-2791.668062,281.5470508,11
-2756x233,-2755.88116,232.527056,13
-2744x309,-2743.77498,309.1789518,7
-2903x243,-2902.970666,243.2144382,11
-2901x252,-2901.253274,252.3799614,4
-2895x184,-2895.318406,183.7624182,7
-2892x294,-2892.013878,293.9128806,11
-2760x273,-2759.718725,273.2588001,2
-2769x169,-2769.274652,169.1308253,7
-2897x320,-2897.167404,319.8843101,11
-2887x240,-2886.898983,239.5871549,11
-2793x209,-2793.099854,209.3062509,4
-2767x199,-2766.611766,199.0242596,7
-2923x531,-2923.409082,530.5759569,7
-2917x412,-2917.097384,411.6677016,14
-2881x467,-2880.731125,467.2924225,14
-2881x372,-2881.0477,372.3631776,14
-2880x496,-2879.714709,496.3969478,14
-2872x421,-2872.19038,420.8127502,14
-2873x530,-2873.049945,530.1092296,7
-2872x382,-2871.90341,382.0428666,14
-2865x459,-2864.605639,459.3352177,14
-2863x484,-2862.866125,484.3636821,14
-2860x432,-2859.984305,432.1479392,14
-2859x415,-2859.217067,414.8187206,14
-2854x400,-2854.243014,399.905193,14
-2850x427,-2849.983865,426.566887,14
-2838x389,-2838.39462,389.3359257,14
-2833x478,-2833.443267,478.4083089,14
-2825x413,-2824.608192,413.4808507,14
-2817x424,-2816.564499,424.0133799,14
-2814x356,-2814.140101,355.8913429,11
-2805x524,-2804.5767,523.7477498,14
-2805x447,-2804.51606,446.7593546,14
-2801x477,-2800.839411,477.0414954,14
-2799x350,-2798.574759,350.3044495,11
-2790x480,-2790.083251,479.7470636,14
-2788x373,-2788.200054,372.849156,14
-2789x403,-2788.821506,403.2072283,14
-2788x421,-2787.889955,421.0910186,14
-2779x435,-2779.454367,434.9619701,14
-2777x427,-2776.611113,427.2233061,14
-2773x483,-2773.472453,483.1049969,14
-2776x452,-2776.180957,452.1530141,14
-2762x382,-2762.107635,382.2970591,14
-2766x399,-2766.28254,398.678002,14
-2759x484,-2758.962188,483.6124071,14
-2755x461,-2755.195315,461.226868,14
-2746x505,-2746.228099,505.4959417,14
-2742x448,-2741.997988,447.9758682,14
-2738x497,-2738.043178,497.0169214,7
-2923x378,-2923.170208,378.2393976,14
-2913x382,-2913.047121,382.2539467,14
-2861x474,-2861.233113,473.71313,14
-2840x512,-2839.569353,511.7298005,14
-2830x507,-2829.558413,507.1387859,11
-2819x369,-2818.84698,369.1597955,11
-2803x392,-2803.080699,391.694732,14
-2803x513,-2802.876012,512.7115687,14
-2773x529,-2773.257964,529.4329528,14
-2768x508,-2767.583689,508.1117574,14
-2751x481,-2750.815511,480.7336112,14
-2914x356,-2914.103379,355.9197584,11
-2909x473,-2909.262941,472.5450363,14
-2852x522,-2851.792709,521.6829053,11
-2851x491,-2851.130384,490.9765123,14
-2845x485,-2844.599733,484.7868129,14
-2843x450,-2842.615297,449.996092,14
-2819x388,-2818.858306,387.8199343,14
-2805x367,-2805.180447,366.7920844,11
-2799x455,-2799.196877,455.2909055,14
-2795x525,-2795.130443,525.1440152,14
-2759x356,-2759.395534,355.5883798,14
-2862x370,-2861.791783,369.6557516,14
-2915x495,-2915.435017,494.8504924,14
-2895x403,-2894.990517,403.2892206,14
-2850x354,-2850.046256,353.904956,14
-2808x426,-2808.384625,425.9511495,14
-2770x516,-2770.229158,516.0732402,14
-2753x510,-2752.55773,509.6955611,14
-2740x382,-2739.578526,382.4912511,14
-2766x462,-2766.377416,462.2870437,14
-2764x456,-2764.232468,456.4554501,14
-2926x692,-2925.573756,691.7004656,7
-2923x572,-2922.548992,572.0406645,10
-2909x708,-2909.223341,707.5595417,10
-2908x660,-2908.415525,660.2504824,7
-2907x605,-2907.392233,604.6370459,7
-2905x690,-2904.837976,689.6599988,10
-2889x587,-2889.326908,587.2332706,10
-2873x617,-2872.562583,616.7698847,7
-2870x729,-2869.590231,729.446144,12
-2862x606,-2861.927795,605.9019627,7
-2861x733,-2860.76973,733.191226,12
-2859x572,-2858.837391,572.1270154,7
-2852x695,-2852.000583,695.1977756,12
-2847x644,-2846.756897,643.5586292,13
-2848x712,-2847.612176,711.5829329,10
-2832x693,-2831.938825,693.3633284,10
-2833x577,-2833.237863,577.4648287,7
-2820x638,-2819.551047,638.0477796,10
-2813x653,-2813.162636,652.8191494,10
-2815x720,-2814.837406,719.6718285,10
-2811x683,-2810.512278,682.999414,2
-2808x735,-2808.056742,734.8934859,10
-2796x699,-2795.661158,699.422599,12
-2786x724,-2785.861169,723.9202484,10
-2780x687,-2779.57551,687.2051268,7
-2780x610,-2779.975111,610.2298257,12
-2776x603,-2776.217733,603.0612658,10
-2773x575,-2772.62875,574.7971677,10
-2768x632,-2768.037088,631.8472311,10
-2765x556,-2764.648122,555.5095695,10
-2754x573,-2753.565479,572.9212809,10
-2747x551,-2746.64062,550.5648244,10
-2747x725,-2746.76413,725.3775756,10
-2744x696,-2744.154143,696.4111133,10
-2743x599,-2743.031656,599.3928187,10
-2743x564,-2742.823216,564.1527448,13
-2892x688,-2892.367787,688.2945939,10
-2881x729,-2881.404154,729.2731073,12
-2873x715,-2873.131256,715.1837294,12
-2846x604,-2846.478539,603.7082092,7
-2841x680,-2840.659564,679.9958187,2
-2838x727,-2837.537258,726.5214454,12
-2822x669,-2821.936554,669.0646594,10
-2812x665,-2811.753158,664.80214,10
-2812x602,-2812.133587,601.7231813,10
-2802x577,-2802.440623,577.3409653,10
-2798x672,-2798.415065,671.9883373,12
-2763x687,-2762.602878,687.2199638,12
-2760x586,-2759.651335,585.6126033,10
-2914x711,-2914.151016,711.1610493,7
-2900x631,-2900.413646,630.9752794,7
-2902x730,-2902.198737,730.4626995,10
-2874x664,-2874.086531,663.5629097,7
-2857x698,-2857.30155,697.9417169,10
-2832x715,-2832.048349,715.4446909,10
-2791x653,-2790.505881,653.1840394,10
-2771x660,-2771.076865,660.1069679,12
-2760x606,-2760.414861,606.3389556,10
-2771x706,-2770.843393,706.1352099,12
-2919x618,-2918.780921,618.1747565,10
-2897x682,-2896.881098,682.2980392,10
-2877x564,-2877.160957,564.4820498,10
-2855x721,-2854.828473,720.6671282,12
-2785x555,-2784.954207,554.8843308,10
-2758x699,-2758.105081,699.4533922,12
-2747x609,-2747.372315,608.7879016,10
-2918x769,-2917.979548,768.6358205,10
-2920x876,-2919.657725,875.9346419,10
-2911x767,-2910.926637,767.1300535,10
-2907x793,-2906.615673,792.9152048,10
-2908x918,-2907.805337,918.445619,2
-2908x855,-2907.587086,854.8644385,10
-2891x764,-2891.464331,764.3355325,10
-2887x856,-2887.137332,856.2045601,12
-2887x750,-2886.646959,750.0714893,12
-2887x840,-2886.877703,839.8547851,10
-2884x894,-2883.70764,893.8744603,10
-2881x792,-2880.657571,791.9640237,10
-2878x933,-2877.85591,932.6296109,10
-2871x890,-2870.844765,890.041343,10
-2863x911,-2862.78728,911.3803881,10
-2859x766,-2858.900693,766.3122536,12
-2852x882,-2852.319691,882.2178899,10
-2852x821,-2852.276139,821.3562299,10
-2845x915,-2844.989604,915.1163322,13
-2827x754,-2826.77421,754.478419,10
-2821x924,-2821.201026,923.6946169,7
-2825x858,-2825.457762,858.4175303,10
-2824x889,-2823.811324,888.8156542,10
-2807x758,-2806.538756,757.5672132,10
-2807x841,-2807.091844,840.7291314,10
-2805x886,-2805.070773,885.9267538,10
-2796x923,-2796.284242,923.2123331,7
-2795x913,-2795.461146,913.2026795,7
-2792x907,-2792.303555,906.7078631,7
-2786x785,-2785.976767,784.7760834,10
-2781x804,-2780.560455,803.7533052,13
-2780x829,-2779.605472,829.3759462,10
-2774x772,-2773.848877,771.5437757,10
-2769x920,-2769.434686,920.0739656,13
-2766x889,-2766.163955,889.0119272,7
-2759x816,-2759.294116,815.5572016,10
-2757x783,-2756.896039,782.9348008,10
-2750x895,-2750.346483,895.4079985,7
-2741x771,-2740.77466,771.3104683,10
-2743x916,-2742.691127,915.7658447,7
-2919x816,-2918.551424,815.8585788,12
-2919x860,-2918.813772,859.9653178,10
-2893x790,-2892.740327,789.7622076,12
-2864x782,-2864.39157,781.8992406,10
-2833x784,-2832.838999,783.8658989,10
-2813x816,-2813.031594,815.5035954,10
-2775x762,-2774.694165,761.5124637,10
-2865x794,-2864.860177,793.6447089,10
-2852x865,-2852.204134,865.2785388,10
-2817x801,-2817.469835,800.9845657,10
-2792x798,-2792.223738,797.6223866,7
-2771x866,-2770.534489,865.7001263,10
-2754x867,-2753.627712,866.7804135,7
-2852x838,-2852.068614,838.2107982,10
-2861x756,-2861.309784,756.0303037,12
-2835x769,-2834.840687,769.0972099,10
-2830x805,-2829.808656,804.9472146,10
-2811x782,-2810.63363,782.2276753,7
-2802x897,-2801.762806,897.0199238,7
-2794x829,-2794.181551,828.9937221,10
-2751x797,-2750.996838,797.0947134,10
-2744x783,-2743.566588,782.8404794,10
-2915x1026,-2914.942909,1025.700335,7
-2907x1092,-2907.447739,1092.300726,10
-2906x996,-2905.612037,996.4585721,2
-2903x1069,-2903.100353,1068.798029,10
-2901x1024,-2900.62753,1024.154049,10
-2897x991,-2896.808497,990.6863917,7
-2890x1106,-2890.347956,1106.3132,10
-2888x1039,-2888.18574,1039.196374,10
-2888x958,-2887.57161,957.7337612,10
-2886x1115,-2885.821275,1115.319195,10
-2880x1065,-2880.289979,1064.654593,10
-2874x1116,-2874.054556,1116.121304,10
-2868x1090,-2867.565954,1090.335082,10
-2866x1050,-2866.124057,1050.158866,10
-2866x982,-2865.754256,982.4056122,10
-2859x1005,-2858.589561,1004.872775,10
-2853x1047,-2852.855385,1046.966055,10
-2846x1133,-2845.863919,1132.536169,10
-2845x1058,-2845.3708,1058.111715,10
-2840x1000,-2840.421101,999.9991722,10
-2835x1076,-2835.246747,1076.108899,10
-2834x981,-2833.603096,980.9065691,10
-2833x1102,-2833.003759,1102.401741,7
-2833x958,-2833.475613,958.3800824,10
-2832x1120,-2831.560703,1119.722753,7
-2815x1063,-2814.797756,1062.831399,10
-2815x1055,-2815.202225,1055.36622,10
-2811x1028,-2810.562705,1027.722284,10
-2810x951,-2810.101188,951.3509584,7
-2807x1110,-2806.917402,1109.718337,7
-2796x995,-2795.517682,994.9389852,2
-2792x1070,-2791.914765,1070.159323,10
-2792x1056,-2791.630891,1056.114743,10
-2792x981,-2791.853035,981.0271625,13
-2785x1093,-2784.945087,1092.562432,7
-2777x975,-2777.294535,975.3570034,7
-2772x1071,-2772.433756,1071.482868,8
-2770x954,-2769.831876,953.6149344,7
-2768x1063,-2767.860973,1062.76271,8
-2761x1095,-2761.325081,1095.444387,7
-2757x963,-2757.311242,962.5749069,7
-2752x986,-2752.325167,986.0187147,7
-2742x1105,-2741.721694,1105.252905,2
-2743x1026,-2743.144058,1026.133949,7
-2739x957,-2738.74031,956.8961927,7
-2738x1125,-2738.216439,1124.937005,13
-2736x1079,-2736.348685,1078.706479,7
-2848x1098,-2847.967123,1097.77428,13
-2844x978,-2844.013587,977.7542674,7
-2826x1039,-2825.999206,1038.888434,10
-2755x1072,-2754.697078,1071.768263,7
-2745x1091,-2745.3848,1090.739987,13
-2881x1082,-2880.505601,1082.3953,10
-2861x963,-2860.829584,963.460271,10
-2829x1033,-2829.427168,1032.768882,10
-2744x1062,-2743.631164,1061.676176,8
-2738x997,-2737.841937,996.7869413,8
-2825x961,-2825.458348,961.4195201,10
-2824x1024,-2824.379507,1023.772976,10
-2819x1003,-2819.086765,1002.918106,10
-2770x983,-2769.937248,983.2085658,8
-2898x1132,-2897.733708,1131.505306,10
-2725x1005,-2724.514354,1004.569167,7
-2723x1078,-2723.265643,1077.700287,7
-2716x978,-2715.982673,977.858411,7
-2712x1018,-2711.930563,1017.760549,7
-2716x1121,-2715.75346,1121.168554,7
-2707x1068,-2707.413759,1067.598916,7
-2706x1044,-2705.741767,1044.480862,7
-2695x1120,-2695.148621,1119.575408,7
-2686x1076,-2686.415998,1076.022739,7
-2678x1102,-2678.023285,1102.070822,2
-2679x1020,-2678.790278,1019.825692,2
-2669x959,-2668.621683,959.1492032,2
-2667x983,-2667.461087,982.920027,2
-2657x1065,-2657.460122,1065.070043,13
-2638x974,-2638.491926,974.4424408,2
-2635x1071,-2635.449495,1070.569669,2
-2637x1026,-2637.019857,1026.020826,2
-2627x954,-2627.416093,954.1863496,2
-2627x1027,-2626.914836,1027.21367,2
-2621x1049,-2621.372518,1048.972752,2
-2605x1070,-2605.124464,1070.363269,2
-2605x1088,-2604.552082,1087.689495,2
-2601x1042,-2600.779816,1042.002178,2
-2600x1031,-2600.490932,1031.284683,2
-2591x1103,-2591.302633,1102.509145,7
-2580x997,-2579.937493,997.4207221,2
-2578x1087,-2577.60352,1087.37433,2
-2566x1031,-2566.447679,1030.649314,2
-2561x997,-2561.213764,997.0148108,2
-2553x1091,-2552.93692,1091.297378,7
-2537x1100,-2537.41119,1099.758621,2
-2710x1134,-2710.479527,1133.708025,7
-2679x1007,-2679.253744,1007.039517,7
-2640x1083,-2639.964385,1083.033869,2
-2603x968,-2603.35784,967.5911786,2
-2583x1031,-2583.45666,1031.233997,2
-2699x997,-2698.79852,997.2046614,7
-2691x961,-2690.617732,961.3758332,2
-2684x1114,-2684.355771,1114.122081,7
-2665x1072,-2665.061776,1071.737653,2
-2663x1095,-2663.43338,1094.55384,7
-2615x988,-2614.752558,987.5032676,2
-2612x999,-2612.242253,998.6473663,2
-2610x1086,-2610.043644,1085.83842,2
-2581x1041,-2581.045453,1040.639691,7
-2570x1089,-2570.10035,1089.220616,7
-2565x1048,-2565.220375,1047.66394,13
-2553x964,-2552.827372,964.0780989,13
-2547x969,-2546.881265,968.9262817,2
-2673x965,-2672.645998,965.2572341,2
-2548x1071,-2547.625921,1070.846021,7
-2697x973,-2697.413685,972.5532588,7
-2696x965,-2696.344919,965.0178115,2
-2722x809,-2722.303744,808.7839702,10
-2714x914,-2713.724784,914.4708297,2
-2711x800,-2710.54894,799.5916481,7
-2707x895,-2706.879851,895.1073152,7
-2700x812,-2699.878396,812.2406599,10
-2694x834,-2694.478796,834.3515835,7
-2688x905,-2687.759205,905.455623,7
-2685x772,-2684.521263,772.2524983,10
-2668x781,-2668.357119,780.8317722,12
-2653x818,-2653.0092,817.8767681,12
-2650x758,-2649.680439,758.4210267,10
-2650x797,-2649.995784,797.0120532,12
-2649x868,-2648.886009,868.0728136,7
-2648x787,-2647.961258,787.4795527,10
-2627x750,-2627.251454,750.4821493,10
-2618x784,-2617.848952,784.1484539,12
-2612x868,-2611.644763,868.2691252,7
-2608x786,-2608.369672,786.2653032,7
-2603x835,-2602.614805,835.4510141,7
-2604x890,-2603.927814,889.6022956,7
-2591x871,-2591.076852,871.4977577,7
-2587x921,-2587.047611,921.478005,2
-2579x875,-2579.499536,874.7380953,7
-2578x817,-2578.244339,817.4294312,2
-2571x900,-2570.958908,899.6322932,7
-2568x781,-2567.559769,781.4961565,7
-2564x765,-2564.19074,765.0180644,13
-2545x818,-2544.633311,817.6218754,7
-2544x878,-2543.64226,877.8945616,7
-2714x856,-2714.404882,856.4303468,7
-2639x766,-2639.395855,765.5340639,10
-2641x912,-2641.475627,912.09552,2
-2608x862,-2608.405832,861.7027892,7
-2592x760,-2591.937671,760.053794,12
-2574x847,-2574.203047,846.5305217,7
-2573x891,-2572.867815,891.1561423,2
-2545x891,-2544.65821,891.0634136,7
-2543x836,-2542.517787,836.413849,7
-2540x928,-2539.781959,927.9476599,2
-2713x922,-2713.397611,922.2514607,7
-2710x766,-2710.208242,765.6658479,10
-2675x900,-2675.237999,899.5340487,2
-2675x811,-2675.406802,810.9098109,10
-2657x760,-2656.862976,759.637669,10
-2602x823,-2602.301009,822.8694548,7
-2559x754,-2559.419154,753.7679347,7
-2682x920,-2682.320065,920.3272096,2
-2698x804,-2698.283699,804.1873794,10
-2658x850,-2658.438005,850.3491399,2
-2612x894,-2612.476669,893.5589439,7
-2595x781,-2595.245285,781.479388,2
-2553x787,-2553.347439,786.6359401,7
-2551x863,-2551.276343,863.3971579,7
-2551x827,-2551.172547,826.8615043,7
-2724x775,-2724.266567,774.9184971,10
