"","coord_x","coord_y","labels"
"105",1297.55582,-631.079335,5
"106",1312.822671,-594.2077794,5
"107",1215.415641,-536.2848946,3
"108",1232.940937,-661.6245564,11
"109",1241.310043,-576.9901615,3
"110",1243.913367,-644.2108022,1
"111",1295.38819,-485.1558858,11
"112",1296.212493,-619.9516978,1
"113",1332.081221,-590.6360068,1
"114",1189.100325,-648.2887211,1
"115",1200.072364,-511.3979569,4
"116",1225.920516,-648.1699857,1
"117",1247.407276,-561.1831398,1
"118",1269.09997,-484.0433315,3
"119",1283.040809,-640.8793298,1
"120",1295.468942,-592.8486519,5
"121",1310.54229,-503.3547192,3
"122",1149.420595,-389.7557164,3
"123",1152.062987,-297.006017,3
"124",1168.302649,-421.4689442,2
"125",1182.946674,-397.6180721,1
"126",1186.534801,-440.0006131,1
"127",1191.875859,-391.2848144,3
"128",1196.06576,-389.1858379,3
"129",1204.687224,-445.9746512,3
"130",1206.907699,-376.3485399,11
"131",1209.833798,-408.4413743,1
"132",1215.948852,-316.7441689,4
"133",1226.104719,-332.1810591,3
"134",1231.319286,-360.1840852,3
"135",1232.863342,-424.8719506,3
"136",1233.482541,-445.542902,1
"137",1243.374435,-419.735427,1
"138",1248.923193,-394.807828,4
"139",1250.672271,-281.3473705,4
"140",1260.247069,-415.419013,3
"141",1271.3337,-453.8537257,4
"142",1273.094993,-286.6710058,3
"143",1274.451217,-306.1428812,1
"144",1283.290675,-374.6635827,4
"145",1287.479593,-279.4673868,4
"146",1289.163264,-441.4388097,3
"147",1290.707969,-328.5869433,3
"148",1294.587764,-314.4241582,3
"149",1301.087759,-436.4867946,4
"150",1304.625553,-451.9533021,3
"151",1307.310051,-422.3870924,3
"152",1306.99136,-393.8497651,3
"153",1307.324388,-290.7468235,1
"154",1314.211717,-347.3157173,3
"155",1321.413999,-465.8735976,1
"156",1324.715987,-413.843987,3
"157",1325.297932,-323.2332869,3
"158",1170.547418,-306.0579969,4
"159",1195.283329,-345.3210484,3
"160",1200.314245,-351.0552665,3
"161",1219.970579,-348.2430262,1
"162",1221.567251,-355.1386569,18
"163",1248.528474,-305.5203268,3
"164",1317.959658,-317.8183231,3
"165",1180.319703,-350.2607047,3
"166",1211.699587,-331.8961545,1
"167",1257.933215,-346.3177975,3
"168",1255.880951,-339.7532171,3
"169",1288.906016,-301.0502542,1
"170",1314.15572,-337.9397332,3
"171",1314.627487,-380.2290101,3
"172",1201.152698,-304.946278,3
"173",1239.534541,-387.5694336,2
"174",1283.715381,-401.1070837,3
"175",1164.989679,-404.3015763,3
"176",1198.019071,-363.5975211,1
"177",1223.203183,-365.1263293,18
"178",1239.833159,-394.4862195,1
"179",1308.107934,-359.3183691,3
"180",1157.399795,-251.643724,3
"181",1160.26402,-79.8695284,2
"182",1174.413001,-112.4091136,8
"183",1186.860913,-98.52889188,4
"184",1188.008385,-159.3301366,3
"185",1194.818694,-209.2123341,3
"186",1199.964893,-247.3886011,18
"187",1203.818672,-153.7617253,11
"188",1210.628416,-213.2540865,4
"189",1214.331941,-175.8099219,4
"190",1215.914124,-248.8727097,4
"191",1239.646142,-90.21881464,4
"192",1241.079715,-265.7204882,1
"193",1257.457448,-184.098098,3
"194",1261.80446,-169.2032975,3
"195",1267.648528,-239.5459869,5
"196",1271.169817,-103.6492048,1
"197",1273.808831,-126.4570051,3
"198",1278.54355,-134.418247,3
"199",1278.784745,-86.72368078,3
"200",1281.704219,-154.7495989,11
"201",1280.874246,-169.1953227,1
"202",1287.702757,-218.1568176,18
"203",1292.835849,-110.1441972,2
"204",1292.265558,-169.4369208,11
"205",1306.092639,-202.8831984,1
"206",1302.119874,-227.0090755,3
"207",1310.443913,-172.6172544,2
"208",1318.129725,-111.5001665,18
"209",1173.843388,-251.5124394,1
"210",1202.008685,-148.1231678,4
"211",1220.134285,-100.635774,11
"212",1318.811554,-205.0448502,1
"213",1321.166289,-224.8258132,3
"214",1154.586855,-156.3714108,2
"215",1156.391726,-182.1293315,3
"216",1177.755669,-192.1492755,3
"217",1192.667788,-151.3190619,4
"218",1222.672082,-117.693611,2
"219",1242.289926,-218.9168988,4
"220",1246.506903,-107.0333517,1
"221",1261.305927,-264.6013484,1
"222",1275.238345,-255.4454642,5
"223",1290.879381,-239.9916381,1
"224",1164.078839,-267.9007088,3
"225",1164.146467,-216.5662,3
"226",1182.653894,-153.9595519,3
"227",1307.530792,-149.3892091,1
"228",1324.372718,-159.2168981,1
"229",1148.841799,89.65628388,1
"230",1156.269751,-60.01025469,3
"231",1155.457094,50.01753779,3
"232",1155.610709,1.659176072,3
"233",1163.278295,-12.08663113,3
"234",1169.542665,63.56570808,3
"235",1173.090333,-56.86490272,3
"236",1173.585382,41.95907206,3
"237",1179.64551,24.45474052,3
"238",1195.683987,103.4268587,5
"239",1199.42634,73.98639132,5
"240",1197.116206,60.75223917,1
"241",1199.396592,51.80664863,2
"242",1201.518134,-36.86321272,4
"243",1200.949576,-61.15904437,1
"244",1203.253988,10.87078093,4
"245",1206.0122,114.1471849,4
"246",1215.593369,33.95561078,5
"247",1216.81515,91.2796397,3
"248",1229.512868,1.422426123,5
"249",1231.539204,49.09482979,1
"250",1259.416766,-14.58566319,3
"251",1260.218585,-33.80815747,3
"252",1262.738461,99.78662022,3
"253",1262.152774,77.75316749,4
"254",1276.287321,-43.04968859,3
"255",1275.661679,86.85677831,5
"256",1282.307554,109.3817189,3
"257",1289.212465,-26.18109121,4
"258",1284.563177,28.01933572,1
"259",1289.484885,-57.36181782,5
"260",1296.898092,28.16319145,3
"261",1297.346577,113.2395234,11
"262",1302.136936,17.46997324,5
"263",1308.136169,-26.3347627,2
"264",1313.939301,37.45286577,3
"265",1314.086065,95.30938226,1
"266",1318.096332,49.62867902,5
"267",1321.887242,59.99149235,11
"268",1324.653907,29.65430561,11
"269",1161.794324,33.77292782,3
"270",1194.51999,38.08212908,1
"271",1198.071007,-14.53073847,3
"272",1219.035538,69.0508005,5
"273",1246.353565,30.1545287,8
"274",1246.275385,40.52277116,8
"275",1316.362488,87.29468204,4
"276",1300.456434,51.57368376,5
"277",1174.130271,7.213270341,3
"278",1180.452082,10.20361754,3
"279",1181.368447,84.76629183,5
"280",1212.607077,-16.01041606,3
"281",1226.325278,16.72212931,5
"282",1226.59593,-11.87610904,3
"283",1239.44673,86.08266919,3
"284",1239.931562,-27.80331986,5
"285",1256.410286,3.910132534,5
"286",1295.09736,-36.99994109,5
"287",1316.40777,-31.12528166,5
"288",1157.974219,211.279481,3
"289",1160.878065,175.1843973,3
"290",1165.477573,181.3166364,5
"291",1177.632225,264.8028184,5
"292",1176.101262,155.1302675,18
"293",1185.439743,169.3500223,5
"294",1195.931592,240.1265859,18
"295",1195.002545,292.0249526,5
"296",1208.239726,157.8684688,5
"297",1212.225034,255.3813385,5
"298",1221.070644,301.6837126,8
"299",1224.197831,224.8331411,5
"300",1228.548957,154.6604363,4
"301",1229.579779,185.3241185,5
"302",1232.476234,208.8518301,12
"303",1233.404538,303.8464548,5
"304",1234.821896,252.3369209,1
"305",1248.622069,173.3592276,5
"306",1248.915443,269.0063843,5
"307",1253.402379,245.4689133,3
"308",1262.173975,301.1357623,4
"309",1269.710407,310.2649146,4
"310",1272.669288,196.3307911,4
"311",1276.583565,290.1658461,18
"312",1279.351746,154.7925001,5
"313",1288.232077,207.2788912,5
"314",1289.946635,256.8849498,5
"315",1288.747865,267.3602011,4
"316",1296.99754,232.6912219,12
"317",1301.780334,169.9786351,13
"318",1303.524319,215.5986284,5
"319",1303.936669,245.4184526,5
"320",1304.889236,284.5801835,13
"321",1305.861836,181.4341109,5
"322",1311.465943,238.1881221,12
"323",1319.175093,203.4022782,4
"324",1319.986388,260.677026,4
"325",1320.463383,165.5066925,5
"326",1329.313132,244.7963412,12
"327",1331.510067,262.0421097,4
"328",1337.806383,215.950879,5
"329",1177.993521,270.8776717,1
"330",1197.606162,207.0612984,5
"331",1204.72432,186.5949485,5
"332",1261.513624,231.0788303,5
"333",1285.268447,231.9564674,12
"334",1160.147537,285.5564103,5
"335",1165.63067,234.7461646,1
"336",1178.628898,310.8603806,5
"337",1193.351411,313.6685743,11
"338",1218.410958,316.9065166,2
"339",1249.570347,314.5082651,4
"340",1284.095909,276.9837285,11
"341",1304.495935,316.3267059,11
"342",1187.31457,150.4906013,5
"343",1182.695234,191.764385,5
"344",1224.069789,212.9197151,5
"345",1235.462252,139.2281209,18
"346",1269.756095,184.6093337,1
"347",1302.107468,296.2624926,13
"348",1326.076634,260.3139983,4
"349",1330.498963,279.2499617,5
"350",1296.517003,132.3402865,5
"351",1156.322068,488.169668,5
"352",1155.27632,437.8020086,5
"353",1162.525139,514.4438996,5
"354",1167.92631,393.9887684,11
"355",1169.990974,458.1100956,5
"356",1174.219253,449.154005,5
"357",1182.374454,426.0047685,5
"358",1182.347631,403.3756534,5
"359",1190.969314,355.9866157,5
"360",1188.325807,464.0179411,11
"361",1192.576345,385.0942114,13
"362",1199.079399,488.498664,5
"363",1203.614347,452.7230203,8
"364",1205.828766,504.5485622,5
"365",1206.95189,419.0287371,11
"366",1213.107249,463.1964305,5
"367",1221.671375,428.2175742,4
"368",1233.523767,434.4324863,5
"369",1234.089633,467.6363518,5
"370",1234.857071,446.5711339,5
"371",1247.09972,462.7379831,5
"372",1245.174083,428.8903541,5
"373",1246.124848,440.1604495,5
"374",1251.469842,391.9682891,5
"375",1260.366521,504.5993399,13
"376",1263.752079,443.8164689,5
"377",1265.702857,352.0395698,16
"378",1269.864173,360.7857075,5
"379",1272.699248,410.2742525,5
"380",1277.726487,476.7375,5
"381",1276.974067,459.4202739,5
"382",1283.155092,520.8280582,13
"383",1284.496191,506.5500791,5
"384",1290.923594,379.1741009,11
"385",1294.049361,484.048912,5
"386",1300.586787,506.1006121,5
"387",1303.576067,377.470069,4
"388",1311.822402,364.0210547,13
"389",1315.161602,502.715624,5
"390",1323.633575,451.3092037,5
"391",1324.741836,359.9980373,5
"392",1330.138448,513.8459793,5
"393",1195.025921,405.7154616,2
"394",1215.59848,382.1893789,5
"395",1228.152977,363.4104331,5
"396",1245.336442,509.705419,5
"397",1301.73357,473.0637445,5
"398",1222.165551,349.0846735,4
"399",1243.78428,348.8411228,4
"400",1304.267218,451.0619171,13
"401",1256.254394,342.4289124,4
"402",1326.482344,389.2946979,5
"403",1157.296108,420.7334137,5
"404",1158.261663,350.6454883,5
"405",1189.303544,401.9646644,5
"406",1242.309016,462.7676761,5
"407",1270.164934,391.5031451,5
"408",1272.067525,423.8764313,4
"409",1284.183408,353.294648,18
"410",1283.103001,483.3803772,18
"411",1320.132822,516.9909866,5
"412",1154.011431,671.8826359,5
"413",1153.035357,656.1989199,11
"414",1158.640266,694.2498692,13
"415",1165.232169,612.9208356,13
"416",1169.510246,655.4722539,13
"417",1171.168825,591.8675269,11
"418",1174.005251,568.2406465,1
"419",1174.924885,577.3114024,13
"420",1172.222052,715.5357683,11
"421",1177.574939,550.879965,5
"422",1181.661503,699.9517944,5
"423",1191.340006,583.1650478,4
"424",1190.396206,657.2818784,13
"425",1198.306153,619.4435744,5
"426",1202.157395,635.7375881,5
"427",1211.200291,561.3082681,4
"428",1200.209302,680.8981544,5
"429",1217.768655,541.3218094,5
"430",1226.200916,688.0662715,13
"431",1229.390906,681.1475686,13
"432",1230.15526,653.3064934,5
"433",1235.736227,684.6766768,13
"434",1242.715375,632.9134158,5
"435",1243.60172,577.0668282,5
"436",1251.570031,609.1093633,4
"437",1252.625026,664.3192554,5
"438",1256.071745,596.2329183,11
"439",1276.645691,661.59696,5
"440",1284.698219,631.3221483,5
"441",1284.087807,571.2026921,5
"442",1291.652112,602.1445587,5
"443",1287.491335,647.9661769,2
"444",1299.239903,599.216934,5
"445",1299.784954,654.3461178,5
"446",1307.807695,629.3318676,1
"447",1308.686224,674.2883155,4
"448",1326.719269,549.8085229,5
"449",1191.703247,609.6331256,13
"450",1259.252433,577.4478766,13
"451",1304.334541,583.2310653,5
"452",1312.201519,701.8477714,5
"453",1335.471752,601.0206474,4
"454",1178.315716,629.3583225,13
"455",1189.688491,640.4925096,2
"456",1191.504287,682.6796615,13
"457",1197.222323,536.4350952,1
"458",1206.57158,659.8375468,11
"459",1213.561912,588.558611,13
"460",1304.1176,552.7013469,5
"461",1333.80298,613.3522379,4
"462",1207.60693,549.4850738,5
"463",1257.57642,539.4227895,1
"464",1295.413254,591.5040847,5
"465",1324.735821,635.8840131,8
"466",1158.10703,637.4039606,5
"467",1159.927251,552.1364576,5
"468",1197.68059,565.6046336,13
"469",1208.002088,636.6803816,5
"470",1210.503025,656.3585954,5
"471",1214.517179,621.1731184,5
"472",1218.463683,672.4222858,4
"473",1220.867435,647.9694318,5
"474",1238.518734,593.8508688,4
"475",1280.059605,694.9993663,5
"476",1289.88297,712.9826374,5
"477",1297.815264,619.3252812,5
"478",1324.195856,696.7141272,13
"479",1324.452824,660.237982,4
"480",1332.027483,586.6353357,5
"481",1154.382085,809.9536865,1
"482",1155.365994,758.8920139,13
"483",1160.581613,750.5788161,4
"484",1159.604803,776.2829742,2
"485",1165.092417,756.6267481,13
"486",1165.399449,808.3551526,4
"487",1175.939534,833.1820306,11
"488",1179.862826,781.1705469,5
"489",1179.566293,915.7316957,1
"490",1187.698201,760.6910274,5
"491",1189.194806,893.9116828,1
"492",1192.873515,742.9191699,13
"493",1196.821908,838.1470096,8
"494",1204.225733,783.8516792,5
"495",1211.261729,879.1979232,5
"496",1223.751454,786.7159927,5
"497",1228.067251,868.6629185,5
"498",1232.890123,845.4730338,13
"499",1240.199559,745.2873226,5
"500",1243.724577,877.1257091,5
"501",1256.52891,779.5152105,5
"502",1257.070464,886.8997037,5
"503",1259.277929,792.1060037,5
"504",1265.408243,839.3239584,5
"505",1267.840314,921.2807376,2
"506",1274.895619,869.1037839,5
"507",1273.201905,834.138484,5
"508",1283.928641,791.3899687,5
"509",1285.661936,763.3970045,1
"510",1287.316401,740.3468649,1
"511",1286.633953,774.9870441,5
"512",1290.820444,833.6142814,1
"513",1305.23293,872.9160426,18
"514",1326.286925,764.7369637,1
"515",1328.431894,839.9573968,5
"516",1331.025014,798.0550105,1
"517",1334.858103,776.6300972,1
"518",1336.380029,769.9696455,18
"519",1336.839213,905.842826,5
"520",1198.441934,885.8838626,13
"521",1199.233294,774.1631047,11
"522",1231.050252,813.6726748,5
"523",1260.20698,903.0490756,5
"524",1258.715494,874.0558748,5
"525",1263.27969,766.7213786,1
"526",1318.148064,890.769795,1
"527",1319.61034,798.6402061,5
"528",1333.07799,917.6616285,8
"529",1159.749533,870.0457024,5
"530",1188.957072,875.1418407,4
"531",1217.680268,869.4121321,5
"532",1230.487251,835.4083768,4
"533",1250.161255,795.633412,5
"534",1311.848946,768.2222954,5
"535",1313.032501,777.5879196,11
"536",1334.84044,746.9293292,5
"537",1277.73815,804.7075203,5
"538",1317.111325,840.9040417,5
"539",1154.167597,829.5060778,5
"540",1200.663936,757.7908037,13
"541",1233.953324,755.5033425,5
"542",1242.043676,739.6280208,5
"543",1265.182435,759.075248,1
"544",1275.35264,856.127157,5
"545",1302.171941,896.45355,4
"546",1339.021923,914.2032193,2
"547",1351.731823,773.6574204,1
"548",1352.174991,754.6322339,4
"549",1354.364546,861.4858885,4
"550",1359.220156,800.8410565,5
"551",1363.886627,843.1989125,1
"552",1366.044155,744.1721632,4
"553",1370.207381,856.9982805,2
"554",1371.43525,829.4524385,4
"555",1374.111477,798.4000812,8
"556",1374.816543,784.8999073,11
"557",1376.409462,908.6690902,1
"558",1382.500636,855.1305618,1
"559",1385.957904,753.9694095,11
"560",1387.33339,884.4077741,4
"561",1396.564071,882.9558468,1
"562",1400.872261,817.6651012,8
"563",1400.212292,862.3253159,1
"564",1403.935585,907.7219571,4
"565",1416.604392,907.9921275,11
"566",1420.895424,800.3303704,2
"567",1423.943386,857.5162111,4
"568",1426.058377,842.6662118,11
"569",1436.16834,892.537632,4
"570",1433.227285,914.6999255,2
"571",1440.466588,920.4172755,4
"572",1444.524927,779.7890291,2
"573",1446.292578,740.2162261,5
"574",1453.796678,816.0322653,2
"575",1472.50955,776.1534035,2
"576",1479.127115,843.6728862,2
"577",1486.323895,907.3100215,4
"578",1491.119968,757.1911681,2
"579",1497.916814,859.4763419,2
"580",1498.054202,786.4003955,2
"581",1504.144273,764.1873752,2
"582",1502.715718,886.236095,1
"583",1504.454439,879.7831129,4
"584",1511.309712,749.8259328,2
"585",1512.278085,875.5018038,4
"586",1513.825302,813.425221,2
"587",1514.658295,919.1706851,5
"588",1515.658752,826.2894851,4
"589",1527.033207,773.2887861,2
"590",1412.671102,895.2238051,1
"591",1419.506534,919.6073897,11
"592",1467.909377,875.0157229,4
"593",1357.264517,890.2162204,1
"594",1377.596706,750.9243406,1
"595",1377.839875,809.4014297,1
"596",1390.217135,845.8001787,4
"597",1426.392559,866.7543032,3
"598",1456.67616,809.3798665,2
"599",1475.827572,810.6500167,2
"600",1487.507933,781.5993037,2
"601",1531.61325,842.1631466,2
"602",1466.091878,741.067577,18
"603",1375.257741,900.8696392,1
"604",1407.369347,787.1297162,1
"605",1460.266014,896.2519597,1
"606",1495.656114,854.2582498,2
"607",1356.345785,639.4938441,5
"608",1361.917617,602.4627657,5
"609",1367.856882,611.5133923,5
"610",1364.25219,714.1646251,1
"611",1366.569447,544.7524725,5
"612",1368.565619,701.085451,4
"613",1370.31339,585.3982629,4
"614",1411.234898,550.3976725,5
"615",1417.976674,604.3006466,5
"616",1421.34527,650.7344963,11
"617",1421.618986,640.6223751,11
"618",1428.750418,599.3982144,5
"619",1446.492144,543.2589852,11
"620",1446.621273,581.1183493,5
"621",1458.671525,608.4216237,5
"622",1465.996875,714.0528484,2
"623",1469.222619,554.6777512,5
"624",1473.908144,535.8566694,4
"625",1481.147761,622.7071694,5
"626",1485.688909,692.6236168,4
"627",1488.496904,601.8904508,4
"628",1491.841795,561.121694,5
"629",1494.389353,635.0346759,2
"630",1496.960647,719.432684,11
"631",1500.238387,659.2432561,18
"632",1514.785129,699.8604282,2
"633",1518.98013,640.8604422,1
"634",1519.18245,706.6618273,2
"635",1525.210762,533.0375468,5
"636",1528.480825,623.8489812,4
"637",1358.282927,648.7266887,5
"638",1383.806679,554.6168235,5
"639",1381.147982,549.5686513,13
"640",1401.956993,571.7268095,18
"641",1435.511753,668.1719418,1
"642",1462.217394,684.6998845,2
"643",1513.393923,574.2695137,5
"644",1515.248323,673.0541895,11
"645",1516.443309,595.4029439,18
"646",1428.966745,587.3582286,4
"647",1463.931432,587.3182458,5
"648",1463.026318,650.6615687,4
"649",1358.862176,654.6483759,5
"650",1460.10637,563.4857991,5
"651",1519.583182,624.2955635,1
"652",1423.900693,711.7757237,2
"653",1372.095526,482.454816,4
"654",1373.529563,405.6722566,5
"655",1378.22477,456.1073085,5
"656",1380.545445,491.1598329,8
"657",1380.268682,411.1844513,5
"658",1374.069604,428.6109459,1
"659",1386.183093,376.1730033,4
"660",1386.531438,362.9834336,5
"661",1400.963851,414.6883079,18
"662",1399.569475,399.2151285,5
"663",1403.768102,358.8625719,5
"664",1419.046052,479.8794323,5
"665",1425.016856,445.4954139,5
"666",1421.105975,386.6915256,5
"667",1423.670061,361.165823,5
"668",1431.536007,458.6616711,5
"669",1433.833263,346.0184926,5
"670",1433.223732,500.2298063,18
"671",1439.366678,385.0574133,5
"672",1443.146372,412.129501,5
"673",1452.647215,502.1299548,4
"674",1457.596049,484.7738838,5
"675",1461.444345,464.1473463,5
"676",1461.677291,405.264338,4
"677",1476.056757,505.6432226,5
"678",1486.429375,488.6846059,5
"679",1487.770966,411.5103816,18
"680",1501.732776,353.1555646,2
"681",1503.578032,416.9811415,5
"682",1511.70337,443.0538293,5
"683",1516.376551,424.1719543,4
"684",1526.747965,432.9009489,5
"685",1528.300195,518.9083577,5
"686",1532.655111,476.7170671,2
"687",1538.289243,493.397937,5
"688",1374.135675,393.7086783,5
"689",1382.874968,344.4722852,18
"690",1406.785605,345.5636183,5
"691",1480.806566,390.8696142,5
"692",1357.601738,344.7774989,5
"693",1452.776578,349.0687939,5
"694",1453.911034,441.8127155,8
"695",1458.928515,455.9722783,5
"696",1461.928823,426.1256456,5
"697",1488.383596,444.1830047,5
"698",1505.246229,396.397272,5
"699",1530.072443,368.1467822,5
"700",1537.231067,458.9925511,5
"701",1389.030245,478.6921422,5
"702",1436.911733,396.5892472,5
"703",1503.721918,504.958182,5
"704",1515.62493,473.2032162,5
"705",1513.964011,503.7183197,5
"706",1520.432182,459.5362569,5
"707",1386.333291,393.632836,1
"708",1404.038705,482.2691759,5
"709",1405.08812,445.709991,5
"710",1405.910891,494.4411228,11
"711",1423.722306,457.6589264,5
"712",1448.740898,482.9414877,5
"713",1475.190935,337.2846324,5
"714",1524.201801,484.1359569,5
"715",1534.042656,498.2243684,5
"716",1352.477144,249.0936681,12
"717",1353.092942,136.1353178,11
"718",1360.769305,249.0854894,12
"719",1368.632236,263.0622221,5
"720",1370.421764,165.0896501,4
"721",1380.240853,245.1125353,5
"722",1380.856808,315.6722955,1
"723",1384.949445,293.9954577,5
"724",1390.441107,257.3732853,12
"725",1394.030523,215.730062,18
"726",1396.048557,193.5863518,5
"727",1401.039326,269.77809,4
"728",1411.499739,247.7128184,5
"729",1419.103398,251.1706791,5
"730",1420.810787,148.4749396,5
"731",1422.50238,188.7007593,4
"732",1422.338112,181.8007004,4
"733",1427.38609,272.6495486,18
"734",1429.60514,155.2125475,13
"735",1432.141225,253.4379638,5
"736",1435.782392,209.8372232,5
"737",1450.446785,194.3313205,2
"738",1456.652409,154.4473095,1
"739",1453.337029,150.495422,1
"740",1457.064167,213.2089461,5
"741",1459.658644,282.9720933,5
"742",1469.309006,252.7671653,5
"743",1472.485174,161.1607989,5
"744",1500.564599,251.0744986,5
"745",1508.141273,306.8054146,4
"746",1518.39517,185.1436294,5
"747",1516.044388,303.1317719,5
"748",1527.581891,173.7646265,5
"749",1525.816963,264.3303568,5
"750",1531.601063,210.2676287,5
"751",1531.519726,195.1000518,5
"752",1362.325463,213.2584888,5
"753",1365.707985,317.7052563,4
"754",1372.732747,188.8288933,4
"755",1441.34906,273.5416253,5
"756",1453.069797,169.5508131,1
"757",1461.302847,191.3563785,5
"758",1490.537845,201.381953,11
"759",1503.450976,137.5287468,5
"760",1521.154702,166.5379748,5
"761",1383.266889,176.7806572,5
"762",1402.077318,144.5749817,5
"763",1405.213508,172.8727255,5
"764",1432.532577,198.5521665,5
"765",1475.467126,316.7066274,5
"766",1480.616338,216.1724826,2
"767",1386.642783,233.1953161,5
"768",1439.070886,214.8526789,4
"769",1443.948819,303.0197563,5
"770",1465.468043,144.903885,5
"771",1501.984645,236.8727127,4
"772",1530.114638,301.4153539,5
"773",1350.967935,195.2553358,5
"774",1441.2262,195.8314214,5
"775",1449.99801,243.3264954,5
"776",1457.067823,264.3368495,5
"777",1472.38182,234.4298435,5
"778",1489.698801,162.493193,1
"779",1491.956113,254.2147231,5
"780",1496.935089,295.3023743,5
"781",1514.467921,282.7758017,5
"782",1526.757218,242.6662059,5
"783",1350.84498,71.61790165,2
"784",1352.082304,-24.76379553,2
"785",1369.371858,15.61465401,5
"786",1377.387127,75.76546696,11
"787",1384.842581,-48.19484871,1
"788",1390.595794,115.6597083,1
"789",1392.382989,85.83797831,5
"790",1396.345718,21.32896507,3
"791",1401.780555,95.73560404,3
"792",1412.431689,-15.50134605,5
"793",1419.216113,50.06337562,11
"794",1439.958947,23.32446796,5
"795",1436.957715,1.725105525,4
"796",1435.826094,85.96263186,2
"797",1439.750749,65.52207511,5
"798",1463.96118,27.05724263,5
"799",1464.686595,-2.818335993,5
"800",1466.139093,-58.19305493,18
"801",1465.903324,75.68165057,1
"802",1483.13074,27.41601354,5
"803",1497.811561,39.20133089,5
"804",1500.776742,-47.92277962,5
"805",1501.313477,107.1484165,4
"806",1503.824612,87.9223256,5
"807",1505.942787,-67.04795589,8
"808",1511.767184,11.59606996,4
"809",1510.349383,61.61638257,5
"810",1512.635671,-18.25533962,5
"811",1513.830741,43.58775141,5
