Unnamed: 0,cell_class
1345x3047,Excitatory
1362x3005,Inhibitory
1408x3068,Inhibitory
1448x2929,Inhibitory
1397x3027,Excitatory
1404x3004,Inhibitory
1310x3157,Inhibitory
1320x3158,Inhibitory
1326x3211,Inhibitory
1326x3177,Pericytes
1329x3131,Inhibitory
1329x3224,Endothelial 1
1326x3201,Inhibitory
1342x3232,Astrocyte
1345x3243,OD Immature 1
1348x3157,Inhibitory
1360x3199,Inhibitory
1358x3253,Inhibitory
1359x3208,OD Mature 2
1359x3282,Inhibitory
1357x3167,Inhibitory
1361x3241,Excitatory
1363x3276,Astrocyte
1381x3267,Excitatory
1381x3170,Inhibitory
1383x3193,Pericytes
1388x3149,Excitatory
1392x3295,Inhibitory
1397x3203,Excitatory
1398x3120,Inhibitory
1405x3156,Excitatory
1409x3223,Inhibitory
1410x3178,Inhibitory
1419x3118,Endothelial 1
1429x3114,Inhibitory
1429x3192,Inhibitory
1436x3271,Endothelial 3
1439x3219,OD Immature 1
1442x3291,Endothelial 1
1445x3134,Excitatory
1449x3220,Microglia
1450x3271,Inhibitory
1454x3236,Inhibitory
1457x3269,Inhibitory
1454x3168,Excitatory
1458x3135,Inhibitory
1463x3265,Inhibitory
1480x3261,Inhibitory
1492x3233,Inhibitory
1356x3268,Microglia
1371x3298,Endothelial 3
1418x3255,Endothelial 3
1449x3289,Astrocyte
1468x3159,Inhibitory
1351x3196,Inhibitory
1373x3205,Endothelial 2
1380x3203,Pericytes
1398x3254,Inhibitory
1430x3175,OD Mature 1
1462x3239,Astrocyte
1482x3277,Astrocyte
1487x3283,Microglia
1489x3258,Astrocyte
1313x3137,Inhibitory
1337x3263,Endothelial 1
1368x3176,Inhibitory
1437x3232,OD Immature 1
1379x3259,Excitatory
1390x3168,Inhibitory
1433x3206,Excitatory
1315x3441,Inhibitory
1320x3324,Microglia
1325x3331,Endothelial 3
1332x3355,Inhibitory
1344x3320,Inhibitory
1340x3422,Inhibitory
1356x3372,Inhibitory
1374x3438,Astrocyte
1377x3489,Inhibitory
1379x3417,Inhibitory
1380x3368,Inhibitory
1383x3471,Inhibitory
1383x3349,Inhibitory
1386x3337,Astrocyte
1391x3453,Inhibitory
1401x3439,OD Immature 1
1403x3411,Endothelial 1
1410x3358,OD Immature 1
1422x3334,Inhibitory
1423x3364,Inhibitory
1426x3420,Inhibitory
1430x3449,Astrocyte
1435x3358,Inhibitory
1440x3347,Endothelial 3
1443x3448,Inhibitory
1455x3463,Inhibitory
1460x3488,Inhibitory
1468x3437,Inhibitory
1473x3408,OD Immature 1
1480x3435,Astrocyte
1486x3380,Inhibitory
1491x3344,Inhibitory
1494x3438,Endothelial 1
1348x3366,Inhibitory
1367x3475,OD Mature 3
1371x3370,Endothelial 3
1398x3326,Inhibitory
1421x3402,Inhibitory
1417x3469,Inhibitory
1449x3424,Inhibitory
1463x3408,Inhibitory
1361x3428,Inhibitory
1440x3493,Inhibitory
1454x3337,Excitatory
1474x3444,Inhibitory
1491x3392,Inhibitory
1378x3451,Astrocyte
1337x3356,Astrocyte
1347x3336,Inhibitory
1351x3445,Inhibitory
1355x3360,OD Immature 1
1415x3436,Inhibitory
1422x3453,Inhibitory
1438x3324,Inhibitory
1443x3320,Inhibitory
1474x3416,OD Immature 1
1477x3353,Inhibitory
1323x3675,OD Mature 2
1328x3651,Inhibitory
1332x3674,Inhibitory
1334x3561,Microglia
1337x3598,Inhibitory
1349x3586,Inhibitory
1353x3662,Inhibitory
1357x3644,Inhibitory
1378x3658,Endothelial 1
1381x3611,Astrocyte
1384x3683,Inhibitory
1388x3676,Microglia
1396x3522,Inhibitory
1400x3536,Inhibitory
1402x3637,Inhibitory
1414x3615,OD Immature 1
1411x3554,Inhibitory
1412x3638,Inhibitory
1419x3550,Endothelial 1
1423x3568,Astrocyte
1425x3614,OD Immature 1
1424x3521,Inhibitory
1432x3543,Endothelial 1
1431x3635,Inhibitory
1433x3604,Astrocyte
1444x3645,Inhibitory
1460x3567,Endothelial 3
1470x3640,Inhibitory
1475x3677,Inhibitory
1477x3700,Microglia
1475x3520,Inhibitory
1480x3657,Inhibitory
1493x3555,Inhibitory
1325x3698,Inhibitory
1327x3572,Endothelial 1
1341x3689,Inhibitory
1370x3682,Inhibitory
1384x3573,Excitatory
1387x3564,Inhibitory
1391x3644,Inhibitory
1445x3695,Inhibitory
1449x3667,Inhibitory
1455x3659,Inhibitory
1339x3574,Inhibitory
1362x3578,Inhibitory
1376x3686,Inhibitory
1391x3690,Inhibitory
1427x3660,Inhibitory
1450x3561,Inhibitory
1472x3575,Microglia
1472x3555,Inhibitory
1471x3535,Inhibitory
1485x3642,Inhibitory
1390x3533,Inhibitory
1313x3678,Inhibitory
1332x3611,Inhibitory
1352x3649,Inhibitory
1364x3597,Inhibitory
1371x3589,Inhibitory
1385x3631,Inhibitory
1421x3697,Excitatory
1433x3525,Inhibitory
1449x3601,Inhibitory
1447x3582,Inhibitory
1472x3588,OD Immature 1
1488x3568,Inhibitory
1496x3676,Inhibitory
1322x3718,Endothelial 1
1333x3847,OD Immature 1
1332x3748,Inhibitory
1335x3828,Inhibitory
1333x3869,Inhibitory
1340x3821,Inhibitory
1341x3721,Inhibitory
1349x3800,Inhibitory
1354x3829,Inhibitory
1355x3762,Inhibitory
1362x3781,Inhibitory
1371x3816,Inhibitory
1370x3749,Excitatory
1371x3798,Inhibitory
1374x3846,Endothelial 1
1382x3727,Inhibitory
1390x3867,Endothelial 1
1397x3818,Inhibitory
1405x3786,Inhibitory
1408x3771,Inhibitory
1413x3758,Inhibitory
1423x3716,Excitatory
1417x3728,Excitatory
1427x3868,Inhibitory
1433x3820,Inhibitory
1432x3893,Inhibitory
1441x3722,Inhibitory
1440x3751,Inhibitory
1443x3871,Astrocyte
1448x3882,Astrocyte
1454x3791,Excitatory
1457x3781,Endothelial 1
1465x3841,Inhibitory
1472x3766,Inhibitory
1471x3792,Inhibitory
1473x3742,Inhibitory
1472x3867,Inhibitory
1476x3786,OD Immature 2
1484x3783,Inhibitory
1487x3825,Inhibitory
1496x3827,Astrocyte
1315x3874,Inhibitory
1381x3849,Inhibitory
1392x3753,Inhibitory
1444x3827,Inhibitory
1460x3760,Inhibitory
1476x3760,Inhibitory
1476x3893,Inhibitory
1485x3734,Inhibitory
1487x3716,Inhibitory
1364x3713,Inhibitory
1379x3803,Inhibitory
1388x3889,Inhibitory
1395x3803,Inhibitory
1398x3889,Endothelial 3
1439x3851,Excitatory
1492x3780,Astrocyte
1357x3742,Astrocyte
1372x3733,OD Immature 1
1396x3832,Inhibitory
1318x3838,Endothelial 1
1376x3717,Inhibitory
1396x3848,Inhibitory
1406x3816,Inhibitory
1419x3779,Inhibitory
1430x3822,Inhibitory
1480x3713,Inhibitory
1515x3722,Inhibitory
1515x3773,Inhibitory
1519x3854,Excitatory
1526x3868,Excitatory
1533x3744,Inhibitory
1541x3822,Inhibitory
1549x3876,Excitatory
1549x3849,Endothelial 3
1551x3733,Inhibitory
1563x3885,Astrocyte
1569x3771,Endothelial 1
1574x3863,Excitatory
1578x3776,OD Immature 1
1578x3765,Inhibitory
1584x3877,Excitatory
1586x3733,Endothelial 3
1599x3800,OD Mature 2
1608x3834,OD Mature 2
1616x3763,OD Mature 2
1626x3838,Excitatory
1630x3880,OD Mature 2
1634x3814,OD Mature 2
1634x3863,OD Mature 2
1634x3803,Endothelial 1
1636x3766,Microglia
1646x3721,Excitatory
1656x3886,OD Immature 1
1662x3824,OD Mature 2
1679x3721,Excitatory
1684x3741,OD Mature 2
1694x3882,OD Mature 2
1521x3754,Excitatory
1537x3776,Inhibitory
1549x3756,Inhibitory
1557x3821,Excitatory
1573x3892,Astrocyte
1603x3817,OD Mature 2
1620x3897,OD Mature 2
1659x3851,OD Mature 2
1661x3865,OD Mature 2
1629x3768,OD Mature 2
1527x3729,Inhibitory
1512x3859,Excitatory
1610x3744,OD Mature 1
1685x3892,OD Mature 2
1513x3645,Inhibitory
1520x3558,Inhibitory
1527x3565,Inhibitory
1525x3663,Inhibitory
1530x3608,Inhibitory
1538x3632,Inhibitory
1537x3649,Endothelial 1
1542x3695,Inhibitory
1544x3534,Inhibitory
1547x3567,Inhibitory
1552x3606,Inhibitory
1554x3676,Inhibitory
1561x3663,Endothelial 3
1570x3605,Astrocyte
1573x3555,Excitatory
1570x3690,Endothelial 1
1579x3620,Inhibitory
1585x3640,Excitatory
1583x3538,Inhibitory
1587x3522,Inhibitory
1601x3552,Inhibitory
1607x3692,Inhibitory
1605x3617,Microglia
1607x3534,Inhibitory
1611x3657,Astrocyte
1616x3579,Inhibitory
1623x3619,Inhibitory
1629x3559,Inhibitory
1628x3698,Excitatory
1631x3530,Inhibitory
1646x3544,Astrocyte
1646x3516,Inhibitory
1648x3616,Inhibitory
1649x3678,Excitatory
1652x3651,Excitatory
1657x3513,Astrocyte
1656x3690,Inhibitory
1657x3611,Excitatory
1664x3609,Excitatory
1665x3591,Astrocyte
1672x3594,Astrocyte
1669x3632,Excitatory
1671x3662,Astrocyte
1674x3528,Inhibitory
1681x3658,Excitatory
1678x3579,Inhibitory
1690x3553,Inhibitory
1517x3579,Inhibitory
1524x3643,Inhibitory
1538x3617,Inhibitory
1564x3519,Inhibitory
1586x3612,Inhibitory
1591x3648,Astrocyte
1607x3598,Inhibitory
1623x3674,Inhibitory
1680x3555,Inhibitory
1516x3688,Inhibitory
1540x3674,Inhibitory
1556x3641,Inhibitory
1569x3540,Inhibitory
1566x3634,Inhibitory
1586x3573,Endothelial 3
1603x3548,Inhibitory
1653x3553,Inhibitory
1689x3547,Inhibitory
1556x3616,Excitatory
1580x3578,Inhibitory
1586x3633,Inhibitory
1606x3560,Inhibitory
1677x3609,Excitatory
1508x3579,Inhibitory
1547x3518,Inhibitory
1553x3549,Inhibitory
1567x3582,Inhibitory
1583x3566,Inhibitory
1602x3568,Inhibitory
1632x3579,Inhibitory
1642x3589,Inhibitory
1688x3541,Inhibitory
1519x3333,Inhibitory
1521x3342,Inhibitory
1527x3486,Inhibitory
1531x3395,Inhibitory
1534x3454,Inhibitory
1537x3350,Inhibitory
1540x3498,Inhibitory
1541x3368,Inhibitory
1546x3331,Inhibitory
1546x3478,Inhibitory
1547x3492,Inhibitory
1548x3384,Inhibitory
1550x3366,Inhibitory
1553x3424,Inhibitory
1562x3323,Endothelial 3
1564x3494,Inhibitory
1565x3364,Inhibitory
1566x3423,Inhibitory
1570x3413,Inhibitory
1571x3466,Inhibitory
1589x3321,Inhibitory
1590x3466,Inhibitory
1593x3452,Excitatory
1596x3435,Inhibitory
1607x3328,Endothelial 3
1607x3314,Inhibitory
1608x3352,Inhibitory
1610x3429,Inhibitory
1614x3482,Inhibitory
1618x3384,Inhibitory
1619x3454,Inhibitory
1625x3371,Astrocyte
1633x3324,Inhibitory
1633x3420,Inhibitory
1633x3481,Inhibitory
1635x3462,Inhibitory
1638x3487,Inhibitory
1643x3413,Inhibitory
1642x3398,Inhibitory
1646x3454,Inhibitory
1652x3419,Inhibitory
1659x3497,Inhibitory
1666x3336,Inhibitory
1669x3376,Inhibitory
1668x3406,Inhibitory
1676x3321,Inhibitory
1681x3355,Inhibitory
1693x3363,Inhibitory
1513x3472,Inhibitory
1531x3433,Inhibitory
1540x3325,Inhibitory
1557x3447,Inhibitory
1599x3494,Inhibitory
1615x3407,Inhibitory
1619x3468,Inhibitory
1642x3350,Inhibitory
1644x3441,Inhibitory
1645x3376,Inhibitory
1678x3494,Excitatory
1696x3486,Endothelial 1
1557x3399,Inhibitory
1581x3470,Inhibitory
1587x3368,Inhibitory
1588x3381,Astrocyte
1650x3371,Inhibitory
1660x3366,Inhibitory
1667x3456,Inhibitory
1670x3414,Inhibitory
1672x3472,Excitatory
1527x3416,Inhibitory
1576x3437,Endothelial 1
1609x3454,Inhibitory
1668x3367,Astrocyte
1687x3320,Inhibitory
1694x3445,Inhibitory
1513x3435,Inhibitory
1516x3373,Inhibitory
1520x3360,Inhibitory
1529x3386,Inhibitory
1545x3469,Inhibitory
1562x3347,Inhibitory
1575x3400,Inhibitory
1592x3476,Inhibitory
1593x3416,Inhibitory
1595x3406,Inhibitory
1595x3446,Inhibitory
1595x3387,Inhibitory
1611x3359,Inhibitory
1618x3364,Inhibitory
1621x3425,Inhibitory
1638x3439,Inhibitory
1655x3326,Inhibitory
1683x3345,Inhibitory
1684x3401,Inhibitory
1521x3259,Astrocyte
1527x3182,Inhibitory
1534x3135,OD Immature 1
1542x3251,Inhibitory
1545x3191,Inhibitory
1543x3265,Excitatory
1547x3225,Inhibitory
1550x3171,Excitatory
1556x3147,Astrocyte
1557x3249,Inhibitory
1573x3144,Inhibitory
1579x3213,Inhibitory
1580x3259,Astrocyte
1582x3235,Inhibitory
1581x3117,Inhibitory
1589x3136,Inhibitory
1590x3179,Inhibitory
1597x3215,Inhibitory
1609x3207,Inhibitory
1608x3276,Inhibitory
1614x3156,OD Mature 2
1614x3117,Inhibitory
1613x3191,Inhibitory
1615x3258,Inhibitory
1642x3200,Inhibitory
1644x3287,Astrocyte
1648x3241,Inhibitory
1671x3202,Inhibitory
1674x3288,Astrocyte
1674x3177,Endothelial 1
1674x3132,Inhibitory
1685x3246,Inhibitory
1690x3183,Inhibitory
1690x3275,Inhibitory
1689x3281,Inhibitory
1693x3142,Inhibitory
1693x3222,Inhibitory
1696x3124,Astrocyte
1699x3195,Inhibitory
1514x3275,Inhibitory
1530x3201,Endothelial 1
1563x3159,Inhibitory
1589x3285,Inhibitory
1631x3138,Inhibitory
1636x3265,Endothelial 3
1658x3230,Inhibitory
1664x3159,Excitatory
1529x3221,Inhibitory
1528x3118,Inhibitory
1539x3242,Inhibitory
1576x3185,Inhibitory
1600x3226,Inhibitory
1631x3156,Inhibitory
1647x3217,Inhibitory
1689x3292,Inhibitory
1690x3165,Inhibitory
1513x3223,Excitatory
1523x3202,Inhibitory
1575x3230,Inhibitory
1603x3211,Inhibitory
1613x3287,OD Immature 1
1622x3253,Inhibitory
1628x3281,Inhibitory
1652x3192,Inhibitory
1653x3180,Inhibitory
1660x3272,Inhibitory
1677x3237,Excitatory
1570x3216,Astrocyte
1573x3208,Endothelial 3
1520x2997,Inhibitory
1524x3080,Inhibitory
1522x2982,Excitatory
1534x3055,Excitatory
1537x3072,Astrocyte
1537x3051,Inhibitory
1544x2981,Endothelial 1
1547x2990,Inhibitory
1549x3095,Inhibitory
1549x2929,Inhibitory
1555x2953,Inhibitory
1564x3005,Excitatory
1565x3070,Inhibitory
1562x3051,Astrocyte
1571x2935,Excitatory
1572x2948,Excitatory
1574x2956,Astrocyte
1589x3074,Excitatory
1590x3086,Inhibitory
1609x3072,Inhibitory
1617x3002,Endothelial 1
1618x2918,Inhibitory
1619x3038,Inhibitory
1621x3087,OD Immature 1
1631x2997,Inhibitory
1632x2970,OD Immature 1
1634x2944,Excitatory
1633x2956,Inhibitory
1636x3082,Endothelial 1
1641x3056,Inhibitory
1642x3020,Inhibitory
1649x2985,Astrocyte
1660x2959,Inhibitory
1658x2996,Microglia
1663x2927,Endothelial 1
1668x3082,Inhibitory
1676x3041,Inhibitory
1674x2925,Excitatory
1681x2999,Inhibitory
1681x3057,Excitatory
1682x3016,Inhibitory
1692x3021,Inhibitory
1697x3018,Inhibitory
1698x3081,OD Mature 3
1558x3081,Inhibitory
1597x2984,Inhibitory
1605x3022,Inhibitory
1611x2957,Inhibitory
1657x3097,Inhibitory
1657x3010,Excitatory
1660x3069,Inhibitory
1530x3032,Inhibitory
1540x2971,Astrocyte
1547x3071,Inhibitory
1550x2919,Excitatory
1591x3038,Endothelial 1
1602x2947,Endothelial 1
1624x2987,Inhibitory
1632x2937,Excitatory
1600x3068,Endothelial 3
1641x2912,Excitatory
1653x2931,Inhibitory
1512x2737,Inhibitory
1516x2770,Inhibitory
1520x2809,Excitatory
1523x2776,OD Mature 2
1526x2892,Inhibitory
1525x2747,OD Immature 1
1539x2768,Excitatory
1540x2856,OD Immature 1
1545x2802,Inhibitory
1545x2832,Astrocyte
1546x2753,Endothelial 1
1551x2820,Endothelial 3
1555x2735,Excitatory
1563x2845,Endothelial 1
1571x2835,Inhibitory
1570x2790,Inhibitory
1578x2755,Endothelial 2
1580x2866,Excitatory
1581x2888,Excitatory
1589x2810,Microglia
1591x2836,Inhibitory
1592x2899,Inhibitory
1601x2734,Excitatory
1609x2899,Inhibitory
1613x2831,Endothelial 1
1618x2839,Inhibitory
1619x2811,Excitatory
1632x2895,Inhibitory
1632x2830,Excitatory
1639x2816,Endothelial 1
1640x2730,Excitatory
1649x2821,Inhibitory
1649x2844,Excitatory
1665x2870,Inhibitory
1669x2721,OD Immature 1
1671x2834,Inhibitory
1673x2763,Endothelial 1
1677x2881,OD Immature 1
1688x2756,Excitatory
1687x2777,Endothelial 3
1690x2840,Inhibitory
1698x2767,Excitatory
1697x2838,Excitatory
1568x2816,Excitatory
1600x2876,Inhibitory
1604x2782,Microglia
1625x2765,Excitatory
1637x2781,Inhibitory
1656x2804,Astrocyte
1677x2898,Microglia
1537x2837,Excitatory
1541x2867,Inhibitory
1557x2757,Inhibitory
1652x2768,Inhibitory
1654x2823,Astrocyte
1661x2856,Excitatory
1626x2795,OD Mature 2
1515x2812,Excitatory
1527x2799,Inhibitory
1541x2789,Excitatory
1593x2829,Excitatory
1627x2724,Inhibitory
1648x2733,Excitatory
1682x2869,Inhibitory
1686x2733,Inhibitory
1511x2561,Inhibitory
1523x2630,Inhibitory
1532x2534,OD Immature 1
1540x2661,OD Mature 2
1549x2653,Inhibitory
1547x2617,Astrocyte
1553x2643,Inhibitory
1553x2571,OD Immature 1
1568x2543,Excitatory
1566x2677,Inhibitory
1576x2635,Astrocyte
1582x2660,OD Immature 1
1587x2687,Inhibitory
1589x2517,Microglia
1593x2650,Excitatory
1598x2597,Inhibitory
1603x2612,Inhibitory
1604x2626,Endothelial 3
1605x2689,Excitatory
1614x2590,Astrocyte
1613x2692,Excitatory
1615x2681,Inhibitory
1625x2663,Excitatory
1628x2638,Inhibitory
1630x2604,Microglia
1636x2579,Excitatory
1636x2592,Inhibitory
1648x2564,Inhibitory
1661x2668,Inhibitory
1664x2612,OD Immature 1
1666x2538,Excitatory
1669x2631,Inhibitory
1671x2575,OD Immature 1
1674x2649,Astrocyte
1677x2600,Excitatory
1676x2518,Inhibitory
1683x2530,Inhibitory
1688x2622,Excitatory
1694x2647,Excitatory
1698x2612,Excitatory
1583x2629,Astrocyte
1594x2559,Inhibitory
1641x2680,Inhibitory
1524x2544,Inhibitory
1531x2626,OD Mature 2
1632x2612,Inhibitory
1658x2582,Inhibitory
1528x2665,Excitatory
1514x2533,Excitatory
1539x2689,Astrocyte
1587x2592,Inhibitory
1610x2571,Inhibitory
1610x2661,Excitatory
1636x2647,Inhibitory
1647x2622,OD Immature 1
1511x2443,Astrocyte
1516x2481,Inhibitory
1526x2390,Endothelial 2
1531x2408,Endothelial 3
1531x2352,Astrocyte
1537x2425,OD Immature 1
1543x2388,Inhibitory
1546x2316,Inhibitory
1543x2372,Inhibitory
1554x2471,Astrocyte
1561x2446,Inhibitory
1561x2350,Astrocyte
1564x2344,Inhibitory
1567x2397,Excitatory
1569x2365,Endothelial 1
1579x2484,Inhibitory
1584x2455,Microglia
1593x2381,Inhibitory
1594x2474,Excitatory
1598x2395,Excitatory
1597x2353,OD Mature 2
1601x2403,Astrocyte
1606x2447,Excitatory
1609x2382,Endothelial 1
1612x2494,Excitatory
1613x2471,OD Mature 2
1621x2434,Excitatory
1620x2413,Endothelial 1
1623x2479,Inhibitory
1629x2426,Astrocyte
1634x2384,Inhibitory
1635x2354,Excitatory
1634x2390,Inhibitory
1640x2418,Astrocyte
1644x2429,Inhibitory
1648x2315,Excitatory
1660x2358,Excitatory
1661x2347,Excitatory
1664x2335,Excitatory
1667x2429,Inhibitory
1667x2369,Excitatory
1671x2394,Inhibitory
1677x2492,OD Mature 2
1686x2351,Excitatory
1688x2389,Inhibitory
1688x2452,Inhibitory
1511x2366,Excitatory
1518x2456,Endothelial 2
1566x2410,Astrocyte
1589x2428,Inhibitory
1636x2425,Astrocyte
1637x2377,Astrocyte
1681x2467,Astrocyte
1687x2431,Endothelial 1
1687x2375,Excitatory
1536x2445,OD Mature 1
1660x2325,Inhibitory
1664x2380,Excitatory
