Unnamed: 0,cell_class
-2658x4348,Astrocyte
-2655x4235,Astrocyte
-2656x4262,OD Immature 1
-2655x4324,Excitatory
-2654x4395,Excitatory
-2656x4285,Endothelial 1
-2647x4280,Astrocyte
-2828x4309,Inhibitory
-2829x4340,Inhibitory
-2824x4284,Endothelial 1
-2811x4307,Inhibitory
-2696x4339,Inhibitory
-2780x4408,Endothelial 1
-2757x4282,Excitatory
-2740x4370,Astrocyte
-2715x4310,Astrocyte
-2696x4369,Excitatory
-2696x4258,Inhibitory
-2677x4256,Inhibitory
-2814x4273,OD Immature 1
-2791x4297,Inhibitory
-2775x4276,Inhibitory
-2768x4261,Inhibitory
-2766x4329,Astrocyte
-2755x4245,Inhibitory
-2748x4326,Inhibitory
-2667x4378,Excitatory
-2812x4127,Endothelial 1
-2812x4165,Excitatory
-2805x4046,Inhibitory
-2806x4196,OD Immature 1
-2794x4031,Inhibitory
-2783x4104,Astrocyte
-2777x4126,Inhibitory
-2772x4046,Astrocyte
-2769x4137,Endothelial 1
-2767x4098,Inhibitory
-2762x4058,Inhibitory
-2755x4077,Inhibitory
-2750x4202,Endothelial 1
-2750x4025,Inhibitory
-2747x4178,Inhibitory
-2740x4159,Inhibitory
-2741x4028,Inhibitory
-2734x4118,Inhibitory
-2731x4183,Inhibitory
-2730x4083,Astrocyte
-2727x4112,Inhibitory
-2715x4064,Excitatory
-2717x4093,Inhibitory
-2716x4205,Inhibitory
-2705x4175,OD Immature 1
-2698x4050,Inhibitory
-2696x4023,Inhibitory
-2687x4187,Inhibitory
-2691x4045,Inhibitory
-2677x4031,Endothelial 1
-2669x4133,Inhibitory
-2657x4078,Inhibitory
-2660x4136,Inhibitory
-2658x4038,Inhibitory
-2652x4026,Inhibitory
-2830x4079,OD Mature 2
-2827x4170,Inhibitory
-2781x4160,Inhibitory
-2748x4099,Inhibitory
-2709x4192,Inhibitory
-2690x4129,Astrocyte
-2659x4189,Inhibitory
-2657x4175,Inhibitory
-2822x4106,Inhibitory
-2806x4150,Inhibitory
-2790x4171,Inhibitory
-2786x4199,Inhibitory
-2780x4061,Inhibitory
-2767x4043,Inhibitory
-2755x4129,Excitatory
-2753x4191,Astrocyte
-2735x4144,Inhibitory
-2720x4176,Astrocyte
-2701x4123,Excitatory
-2698x4100,Inhibitory
-2696x4208,OD Mature 2
-2688x4100,Inhibitory
-2816x4059,Inhibitory
-2787x4074,Astrocyte
-2668x4107,Excitatory
-2661x4107,Inhibitory
-2778x4031,Inhibitory
-2762x4025,Inhibitory
-2734x4030,Inhibitory
-2722x4047,Inhibitory
-2719x4135,Excitatory
-2703x4147,Inhibitory
-2694x4190,Inhibitory
-2670x4152,Inhibitory
-2662x4125,Inhibitory
-2653x4052,Inhibitory
-2652x4115,Inhibitory
-2830x3972,Inhibitory
-2827x3927,Inhibitory
-2826x3985,Astrocyte
-2822x3853,Inhibitory
-2820x3866,Astrocyte
-2816x3841,Inhibitory
-2818x3995,Inhibitory
-2814x3958,Astrocyte
-2812x3903,Inhibitory
-2810x3986,Inhibitory
-2809x3896,Endothelial 1
-2808x3866,Astrocyte
-2801x3858,Inhibitory
-2796x3966,Inhibitory
-2795x3841,Inhibitory
-2796x3823,Inhibitory
-2792x3945,Inhibitory
-2790x3936,Inhibitory
-2786x3895,Inhibitory
-2788x3992,Inhibitory
-2776x3844,Inhibitory
-2770x3887,Excitatory
-2752x3977,Inhibitory
-2747x3877,Inhibitory
-2742x3851,Inhibitory
-2737x3999,Inhibitory
-2733x3934,Inhibitory
-2733x3921,Inhibitory
-2730x3868,Inhibitory
-2721x3890,OD Immature 1
-2715x3847,Inhibitory
-2712x3949,Inhibitory
-2717x4003,Inhibitory
-2713x3921,Inhibitory
-2702x4009,Inhibitory
-2701x3902,Inhibitory
-2697x3834,Astrocyte
-2691x3955,Inhibitory
-2681x3988,Astrocyte
-2680x3906,Inhibitory
-2676x3977,Inhibitory
-2661x3858,Astrocyte
-2662x3964,Inhibitory
-2653x3831,Inhibitory
-2653x3982,OD Immature 1
-2649x3922,Endothelial 3
-2651x3947,Endothelial 1
-2832x3834,Astrocyte
-2779x3903,Inhibitory
-2759x3915,Astrocyte
-2758x3968,Inhibitory
-2746x3836,OD Mature 2
-2722x3845,Inhibitory
-2716x3935,Inhibitory
-2687x3965,Inhibitory
-2681x3922,Inhibitory
-2799x3911,Inhibitory
-2753x3849,Endothelial 3
-2731x3830,Inhibitory
-2714x3881,Inhibitory
-2686x3889,Inhibitory
-2673x3862,Inhibitory
-2675x3823,Inhibitory
-2719x3950,Inhibitory
-2826x3902,Inhibitory
-2707x3945,Inhibitory
-2688x3867,Inhibitory
-2662x3905,Inhibitory
-2831x3693,Astrocyte
-2826x3747,Inhibitory
-2825x3677,Inhibitory
-2825x3736,Inhibitory
-2823x3759,Inhibitory
-2803x3671,Astrocyte
-2800x3750,Excitatory
-2798x3796,Excitatory
-2795x3684,Inhibitory
-2792x3746,Excitatory
-2787x3766,Endothelial 1
-2779x3803,Astrocyte
-2778x3765,Endothelial 1
-2776x3669,Inhibitory
-2770x3762,Endothelial 3
-2771x3789,Excitatory
-2761x3633,Endothelial 3
-2759x3723,Excitatory
-2751x3670,Astrocyte
-2745x3650,Endothelial 1
-2747x3629,Inhibitory
-2739x3704,Excitatory
-2739x3663,Astrocyte
-2732x3740,Inhibitory
-2720x3759,Astrocyte
-2713x3766,Astrocyte
-2711x3630,Inhibitory
-2713x3651,Excitatory
-2712x3739,Inhibitory
-2701x3633,Excitatory
-2699x3750,OD Immature 1
-2699x3729,Excitatory
-2691x3717,Inhibitory
-2698x3778,Excitatory
-2685x3696,OD Immature 1
-2685x3646,Excitatory
-2685x3764,Excitatory
-2681x3636,Endothelial 3
-2678x3728,Inhibitory
-2666x3757,Microglia
-2646x3675,Astrocyte
-2813x3762,Endothelial 3
-2812x3641,Excitatory
-2808x3714,Excitatory
-2799x3769,Astrocyte
-2781x3725,Excitatory
-2751x3788,Inhibitory
-2743x3687,Excitatory
-2701x3796,OD Immature 1
-2682x3680,OD Mature 2
-2674x3766,Inhibitory
-2666x3803,Inhibitory
-2652x3791,OD Immature 1
-2828x3699,Astrocyte
-2814x3684,Excitatory
-2774x3633,Excitatory
-2761x3751,Excitatory
-2732x3630,Excitatory
-2677x3672,Inhibitory
-2693x3764,Excitatory
-2750x3808,Inhibitory
-2738x3738,Inhibitory
-2702x3645,Excitatory
-2664x3656,Inhibitory
-2662x3763,Inhibitory
-2834x3555,OD Mature 1
-2823x3428,Astrocyte
-2824x3558,Endothelial 1
-2821x3516,OD Immature 1
-2817x3549,Astrocyte
-2812x3541,Inhibitory
-2810x3557,Endothelial 3
-2803x3482,Inhibitory
-2800x3595,Astrocyte
-2801x3462,Inhibitory
-2799x3608,Excitatory
-2796x3544,Inhibitory
-2798x3452,Excitatory
-2779x3509,Inhibitory
-2772x3493,Inhibitory
-2763x3436,OD Mature 2
-2752x3488,Endothelial 1
-2747x3527,Excitatory
-2739x3440,Astrocyte
-2736x3571,Excitatory
-2732x3475,Endothelial 1
-2737x3527,Inhibitory
-2731x3593,Inhibitory
-2729x3499,OD Mature 1
-2719x3425,Excitatory
-2715x3449,Inhibitory
-2713x3556,Astrocyte
-2705x3523,Excitatory
-2697x3438,Excitatory
-2698x3596,Inhibitory
-2696x3494,Astrocyte
-2689x3540,Excitatory
-2692x3461,Excitatory
-2684x3532,Excitatory
-2683x3520,Excitatory
-2685x3582,Inhibitory
-2676x3449,OD Mature 2
-2666x3475,Inhibitory
-2661x3511,Astrocyte
-2660x3561,Astrocyte
-2657x3423,Inhibitory
-2654x3594,Astrocyte
-2650x3478,Inhibitory
-2648x3459,Excitatory
-2648x3518,Inhibitory
-2820x3445,Endothelial 1
-2757x3548,Excitatory
-2760x3578,Excitatory
-2719x3509,Astrocyte
-2792x3490,Inhibitory
-2772x3584,Excitatory
-2729x3436,Inhibitory
-2655x3548,Endothelial 1
-2658x3543,Astrocyte
-2645x3556,Inhibitory
-2776x3594,Excitatory
-2775x3546,OD Mature 2
-2765x3462,Astrocyte
-2719x3441,OD Immature 1
-2669x3588,Excitatory
-2834x3395,Astrocyte
-2814x3309,Inhibitory
-2809x3401,OD Immature 1
-2810x3244,OD Mature 2
-2800x3377,Excitatory
-2799x3326,OD Immature 1
-2801x3230,Endothelial 1
-2785x3342,OD Mature 2
-2786x3306,Excitatory
-2765x3258,Inhibitory
-2762x3365,Inhibitory
-2746x3271,Inhibitory
-2743x3362,Inhibitory
-2736x3290,OD Immature 1
-2716x3370,Excitatory
-2723x3357,Excitatory
-2719x3398,Inhibitory
-2717x3301,Inhibitory
-2713x3352,Inhibitory
-2708x3247,OD Mature 2
-2707x3390,Inhibitory
-2697x3328,Astrocyte
-2693x3231,Inhibitory
-2686x3389,Endothelial 3
-2685x3371,Microglia
-2685x3359,Inhibitory
-2683x3268,Inhibitory
-2667x3402,OD Mature 2
-2657x3262,Excitatory
-2658x3238,Inhibitory
-2657x3246,Astrocyte
-2651x3242,Endothelial 1
-2651x3318,Astrocyte
-2820x3284,Inhibitory
-2820x3382,Inhibitory
-2722x3254,Excitatory
-2674x3270,Inhibitory
-2665x3247,Astrocyte
-2660x3341,Astrocyte
-2658x3349,Excitatory
-2808x3371,Inhibitory
-2809x3349,Microglia
-2777x3394,Inhibitory
-2761x3353,Astrocyte
-2746x3382,Inhibitory
-2740x3260,Astrocyte
-2739x3350,Inhibitory
-2679x3322,Inhibitory
-2678x3331,Inhibitory
-2677x3340,Inhibitory
-2665x3302,OD Mature 2
-2774x3239,Excitatory
-2757x3329,Excitatory
-2753x3324,Inhibitory
-2750x3391,OD Mature 1
-2681x3388,Endothelial 1
-2668x3291,Excitatory
-2689x3334,Inhibitory
-2828x3203,OD Mature 2
-2822x3160,Excitatory
-2816x3083,Astrocyte
-2802x3188,Astrocyte
-2798x3123,Astrocyte
-2795x3100,Excitatory
-2795x3140,Inhibitory
-2788x3174,Inhibitory
-2772x3087,Inhibitory
-2769x3151,OD Immature 1
-2765x3106,Excitatory
-2760x3027,Endothelial 3
-2755x3124,Excitatory
-2744x3096,Endothelial 3
-2737x3120,Inhibitory
-2736x3057,OD Mature 2
-2731x3158,Excitatory
-2727x3031,Inhibitory
-2720x3107,Inhibitory
-2716x3141,Inhibitory
-2715x3161,Inhibitory
-2712x3053,OD Immature 1
-2707x3175,Astrocyte
-2703x3024,Excitatory
-2696x3024,OD Mature 2
-2698x3121,Endothelial 1
-2696x3148,Inhibitory
-2688x3118,Excitatory
-2688x3196,Inhibitory
-2685x3160,Inhibitory
-2684x3080,Astrocyte
-2681x3174,Excitatory
-2672x3130,Excitatory
-2669x3076,Excitatory
-2652x3097,Astrocyte
-2829x3043,Astrocyte
-2805x3096,Excitatory
