Unnamed: 0,cell_class
-2836x-356,OD Mature 2
-2808x-429,OD Mature 2
-2791x-281,Astrocyte
-2773x-335,Excitatory
-2753x-407,Inhibitory
-2815x-434,Excitatory
-2788x-306,OD Mature 1
-2909x-285,Inhibitory
-2743x-281,Inhibitory
-2921x-218,Astrocyte
-2912x-161,OD Immature 1
-2911x-79,Inhibitory
-2908x-142,Astrocyte
-2903x-188,OD Mature 2
-2893x-248,Excitatory
-2892x-129,Inhibitory
-2885x-201,Endothelial 3
-2885x-71,Endothelial 1
-2882x-224,Excitatory
-2877x-247,Inhibitory
-2877x-153,Inhibitory
-2875x-172,Excitatory
-2865x-219,Excitatory
-2865x-76,Inhibitory
-2863x-93,Inhibitory
-2850x-207,Endothelial 1
-2837x-82,Astrocyte
-2825x-167,Astrocyte
-2823x-238,Inhibitory
-2816x-200,Inhibitory
-2812x-106,Astrocyte
-2800x-208,Endothelial 1
-2799x-106,Excitatory
-2792x-210,Astrocyte
-2786x-194,Inhibitory
-2790x-157,Excitatory
-2787x-241,Excitatory
-2787x-168,Excitatory
-2783x-106,Excitatory
-2767x-179,Excitatory
-2765x-119,Astrocyte
-2760x-220,Inhibitory
-2761x-100,Endothelial 1
-2761x-129,Astrocyte
-2748x-154,Inhibitory
-2750x-83,Inhibitory
-2740x-127,Excitatory
-2741x-213,Inhibitory
-2742x-100,Excitatory
-2919x-180,Inhibitory
-2891x-119,OD Mature 1
-2890x-143,Inhibitory
-2873x-194,Endothelial 1
-2861x-141,Inhibitory
-2852x-152,Inhibitory
-2846x-161,OD Immature 1
-2840x-68,Astrocyte
-2919x-116,Inhibitory
-2777x-139,Inhibitory
-2772x-104,Inhibitory
-2771x-136,Endothelial 1
-2907x-75,Inhibitory
-2765x-205,Endothelial 1
-2886x-229,Inhibitory
-2922x70,Inhibitory
-2920x-50,Excitatory
-2919x53,Endothelial 1
-2914x118,Astrocyte
-2912x-14,Inhibitory
-2909x103,OD Immature 1
-2908x28,Inhibitory
-2903x133,Pericytes
-2900x4,Inhibitory
-2894x53,Excitatory
-2893x19,Excitatory
-2876x127,Excitatory
-2876x8,Inhibitory
-2866x64,Inhibitory
-2871x-35,Excitatory
-2856x80,Microglia
-2848x70,Inhibitory
-2844x99,Inhibitory
-2844x0,Excitatory
-2837x-24,Inhibitory
-2827x30,Inhibitory
-2823x76,Inhibitory
-2814x95,Inhibitory
-2810x-8,Excitatory
-2806x120,Inhibitory
-2792x74,Inhibitory
-2789x-3,Excitatory
-2788x-33,Astrocyte
-2776x49,Inhibitory
-2775x105,Inhibitory
-2771x-28,Astrocyte
-2768x53,Inhibitory
-2763x87,Inhibitory
-2760x126,Inhibitory
-2750x137,OD Mature 2
-2748x8,Inhibitory
-2742x-36,Excitatory
-2740x-16,Endothelial 1
-2742x-23,Endothelial 3
-2891x128,Pericytes
-2858x-26,Inhibitory
-2857x13,Excitatory
-2839x72,Excitatory
-2793x117,Inhibitory
-2787x30,Inhibitory
-2922x93,Inhibitory
-2836x57,Inhibitory
-2828x120,Excitatory
-2824x14,Inhibitory
-2802x3,Excitatory
-2757x59,Inhibitory
-2883x81,OD Mature 2
-2909x-40,Inhibitory
-2829x82,OD Mature 2
-2814x-29,Inhibitory
-2797x96,Inhibitory
-2764x-41,Inhibitory
-2917x169,Excitatory
-2908x198,Inhibitory
-2905x151,Inhibitory
-2903x283,Inhibitory
-2901x183,Astrocyte
-2888x217,Inhibitory
-2881x260,Inhibitory
-2880x268,Inhibitory
-2878x333,Inhibitory
-2873x197,Inhibitory
-2862x160,OD Immature 1
-2862x260,Inhibitory
-2855x314,Inhibitory
-2848x263,Endothelial 1
-2846x230,Astrocyte
-2842x286,Endothelial 1
-2836x174,Inhibitory
-2834x306,Inhibitory
-2835x230,Excitatory
-2831x194,Inhibitory
-2826x320,Microglia
-2825x280,Inhibitory
-2822x261,Excitatory
-2821x301,Inhibitory
-2819x182,Inhibitory
-2817x215,Excitatory
-2816x167,Astrocyte
-2809x306,Astrocyte
-2800x236,Endothelial 1
-2798x161,Excitatory
-2796x178,Inhibitory
-2786x210,Inhibitory
-2784x230,Astrocyte
-2782x294,Inhibitory
-2779x260,OD Immature 1
-2768x310,Astrocyte
-2766x189,Inhibitory
-2764x300,Astrocyte
-2762x217,Microglia
-2756x250,Inhibitory
-2755x214,OD Mature 2
-2742x240,Inhibitory
-2739x182,Astrocyte
-2925x260,Inhibitory
-2889x330,Inhibitory
-2854x281,Inhibitory
-2792x282,Inhibitory
-2756x233,Endothelial 1
-2744x309,Inhibitory
-2903x243,Inhibitory
-2901x252,Inhibitory
-2895x184,Inhibitory
-2892x294,Inhibitory
-2760x273,OD Mature 1
-2769x169,Inhibitory
-2897x320,Inhibitory
-2887x240,Endothelial 1
-2793x209,Inhibitory
-2767x199,Inhibitory
-2923x531,Inhibitory
-2917x412,Inhibitory
-2881x467,Endothelial 1
-2881x372,Inhibitory
-2880x496,Endothelial 3
-2872x421,Microglia
-2873x530,Inhibitory
-2872x382,OD Immature 1
-2865x459,Excitatory
-2863x484,Endothelial 1
-2860x432,Inhibitory
-2859x415,Inhibitory
-2854x400,Inhibitory
-2850x427,Inhibitory
-2838x389,Inhibitory
-2833x478,Inhibitory
-2825x413,Endothelial 1
-2817x424,Inhibitory
-2814x356,Inhibitory
-2805x524,Astrocyte
-2805x447,Inhibitory
-2801x477,Astrocyte
-2799x350,Endothelial 1
-2790x480,Astrocyte
-2788x373,Astrocyte
-2789x403,Inhibitory
-2788x421,Inhibitory
-2779x435,Astrocyte
-2777x427,Astrocyte
-2773x483,Inhibitory
-2776x452,OD Mature 1
-2762x382,Astrocyte
-2766x399,Inhibitory
-2759x484,Endothelial 1
-2755x461,Inhibitory
-2746x505,Inhibitory
-2742x448,Inhibitory
-2738x497,Inhibitory
-2923x378,Astrocyte
-2913x382,Astrocyte
-2861x474,Microglia
-2840x512,Inhibitory
-2830x507,Inhibitory
-2819x369,Excitatory
-2803x392,Inhibitory
-2803x513,Inhibitory
-2773x529,Inhibitory
-2768x508,Inhibitory
-2751x481,Inhibitory
-2914x356,Excitatory
-2909x473,Inhibitory
-2852x522,OD Immature 1
-2851x491,Inhibitory
-2845x485,Inhibitory
-2843x450,Inhibitory
-2819x388,Inhibitory
-2805x367,Inhibitory
-2799x455,Inhibitory
-2795x525,Inhibitory
-2759x356,Inhibitory
-2862x370,Astrocyte
-2915x495,Inhibitory
-2895x403,Inhibitory
-2850x354,Astrocyte
-2808x426,Inhibitory
-2770x516,Inhibitory
-2753x510,Inhibitory
-2740x382,Astrocyte
-2766x462,Inhibitory
-2764x456,Inhibitory
-2926x692,Microglia
-2923x572,Astrocyte
-2909x708,Inhibitory
-2908x660,Astrocyte
-2907x605,Inhibitory
-2905x690,Inhibitory
-2889x587,Inhibitory
-2873x617,OD Mature 1
-2870x729,Endothelial 1
-2862x606,Inhibitory
-2861x733,Inhibitory
-2859x572,Inhibitory
-2852x695,Inhibitory
-2847x644,Endothelial 3
-2848x712,Inhibitory
-2832x693,Inhibitory
-2833x577,Astrocyte
-2820x638,Inhibitory
-2813x653,Inhibitory
-2815x720,Inhibitory
-2811x683,OD Mature 2
-2808x735,Inhibitory
-2796x699,Astrocyte
-2786x724,Inhibitory
-2780x687,Inhibitory
-2780x610,Inhibitory
-2776x603,Excitatory
-2773x575,Inhibitory
-2768x632,OD Immature 1
-2765x556,Inhibitory
-2754x573,Microglia
-2747x551,Excitatory
-2747x725,Inhibitory
-2744x696,Inhibitory
-2743x599,Inhibitory
-2743x564,Endothelial 1
-2892x688,Inhibitory
-2881x729,Inhibitory
-2873x715,OD Mature 2
-2846x604,Microglia
-2841x680,OD Mature 2
-2838x727,Inhibitory
-2822x669,Inhibitory
-2812x665,Inhibitory
-2812x602,Inhibitory
-2802x577,Inhibitory
-2798x672,Microglia
-2763x687,Astrocyte
-2760x586,Inhibitory
-2914x711,Inhibitory
-2900x631,Microglia
-2902x730,Inhibitory
-2874x664,Inhibitory
-2857x698,Inhibitory
-2832x715,Inhibitory
-2791x653,Inhibitory
-2771x660,Inhibitory
-2760x606,Inhibitory
-2771x706,Inhibitory
-2919x618,Astrocyte
-2897x682,Microglia
-2877x564,Inhibitory
-2855x721,Inhibitory
-2785x555,Inhibitory
-2758x699,Inhibitory
-2747x609,Inhibitory
-2918x769,Astrocyte
-2920x876,Inhibitory
-2911x767,Astrocyte
-2907x793,Inhibitory
-2908x918,OD Mature 2
-2908x855,Inhibitory
-2891x764,Inhibitory
-2887x856,Inhibitory
-2887x750,Inhibitory
-2887x840,Inhibitory
-2884x894,Inhibitory
-2881x792,Inhibitory
-2878x933,Inhibitory
-2871x890,Astrocyte
-2863x911,Excitatory
-2859x766,Inhibitory
-2852x882,Inhibitory
-2852x821,Astrocyte
-2845x915,Endothelial 1
-2827x754,Endothelial 1
-2821x924,Inhibitory
-2825x858,Inhibitory
-2824x889,Inhibitory
-2807x758,Inhibitory
-2807x841,Inhibitory
-2805x886,OD Immature 1
-2796x923,Astrocyte
-2795x913,Astrocyte
-2792x907,Inhibitory
-2786x785,Inhibitory
-2781x804,Endothelial 1
-2780x829,Inhibitory
-2774x772,Inhibitory
-2769x920,Endothelial 1
-2766x889,Inhibitory
-2759x816,Inhibitory
-2757x783,Inhibitory
-2750x895,Astrocyte
-2741x771,Inhibitory
-2743x916,Inhibitory
-2919x816,OD Immature 1
-2919x860,Inhibitory
-2893x790,Inhibitory
-2864x782,Inhibitory
-2833x784,Microglia
-2813x816,Inhibitory
-2775x762,Inhibitory
-2865x794,Inhibitory
-2852x865,Inhibitory
-2817x801,Excitatory
-2792x798,Excitatory
-2771x866,Inhibitory
-2754x867,Astrocyte
-2852x838,OD Mature 2
-2861x756,Inhibitory
-2835x769,Inhibitory
-2830x805,Inhibitory
-2811x782,Inhibitory
-2802x897,Inhibitory
-2794x829,Astrocyte
-2751x797,Inhibitory
-2744x783,Inhibitory
-2915x1026,Inhibitory
-2907x1092,Inhibitory
-2906x996,OD Mature 2
-2903x1069,Excitatory
-2901x1024,Astrocyte
-2897x991,Astrocyte
-2890x1106,Inhibitory
-2888x1039,Inhibitory
-2888x958,Excitatory
-2886x1115,OD Immature 1
-2880x1065,Excitatory
-2874x1116,Inhibitory
-2868x1090,Inhibitory
-2866x1050,Excitatory
-2866x982,Astrocyte
-2859x1005,Endothelial 1
-2853x1047,Inhibitory
-2846x1133,Inhibitory
-2845x1058,Inhibitory
-2840x1000,Inhibitory
-2835x1076,Astrocyte
-2834x981,OD Immature 1
-2833x1102,Endothelial 3
-2833x958,Inhibitory
-2832x1120,Astrocyte
-2815x1063,Inhibitory
-2815x1055,Inhibitory
-2811x1028,Inhibitory
-2810x951,Inhibitory
-2807x1110,OD Mature 1
-2796x995,OD Mature 2
-2792x1070,Inhibitory
-2792x1056,Inhibitory
-2792x981,Endothelial 1
-2785x1093,Excitatory
-2777x975,Excitatory
-2772x1071,Inhibitory
-2770x954,Astrocyte
-2768x1063,Inhibitory
-2761x1095,Excitatory
-2757x963,Astrocyte
-2752x986,Excitatory
-2742x1105,OD Mature 2
-2743x1026,Inhibitory
-2739x957,Inhibitory
-2738x1125,Endothelial 1
-2736x1079,Excitatory
-2848x1098,Endothelial 1
-2844x978,Inhibitory
-2826x1039,Microglia
-2755x1072,Excitatory
-2745x1091,Endothelial 1
-2881x1082,Inhibitory
-2861x963,Excitatory
-2829x1033,Inhibitory
-2744x1062,Excitatory
-2738x997,Inhibitory
-2825x961,Astrocyte
-2824x1024,Inhibitory
-2819x1003,Inhibitory
-2770x983,Inhibitory
-2898x1132,Inhibitory
-2725x1005,Excitatory
-2723x1078,Inhibitory
-2716x978,Excitatory
-2712x1018,Excitatory
-2716x1121,Excitatory
-2707x1068,Excitatory
-2706x1044,Excitatory
-2695x1120,Astrocyte
-2686x1076,Astrocyte
-2678x1102,OD Mature 2
-2679x1020,OD Mature 2
-2669x959,OD Mature 2
-2667x983,OD Mature 1
-2657x1065,Endothelial 1
-2638x974,OD Mature 2
-2635x1071,OD Mature 2
-2637x1026,OD Mature 2
-2627x954,OD Mature 2
-2627x1027,OD Mature 2
-2621x1049,OD Mature 2
-2605x1070,OD Mature 2
-2605x1088,OD Mature 2
-2601x1042,OD Mature 2
-2600x1031,OD Mature 2
-2591x1103,Microglia
-2580x997,OD Mature 2
-2578x1087,OD Mature 2
-2566x1031,OD Mature 2
-2561x997,OD Mature 2
-2553x1091,Excitatory
-2537x1100,OD Mature 2
-2710x1134,Inhibitory
-2679x1007,Astrocyte
-2640x1083,OD Mature 2
-2603x968,OD Mature 2
-2583x1031,OD Mature 2
-2699x997,Astrocyte
-2691x961,OD Mature 1
-2684x1114,Excitatory
-2665x1072,OD Mature 2
-2663x1095,Astrocyte
-2615x988,OD Mature 2
-2612x999,OD Mature 2
-2610x1086,OD Mature 2
-2581x1041,Microglia
-2570x1089,OD Immature 1
-2565x1048,Endothelial 3
-2553x964,Endothelial 1
-2547x969,OD Mature 2
-2673x965,OD Mature 2
-2548x1071,Astrocyte
-2697x973,OD Immature 1
-2696x965,OD Mature 4
-2722x809,Microglia
-2714x914,OD Mature 2
-2711x800,Inhibitory
-2707x895,Excitatory
-2700x812,Endothelial 1
-2694x834,Inhibitory
-2688x905,Astrocyte
-2685x772,Inhibitory
-2668x781,Inhibitory
-2653x818,Inhibitory
-2650x758,Inhibitory
-2650x797,Astrocyte
-2649x868,Excitatory
-2648x787,Inhibitory
-2627x750,Astrocyte
-2618x784,Inhibitory
-2612x868,Inhibitory
-2608x786,Excitatory
-2603x835,Astrocyte
-2604x890,Inhibitory
-2591x871,Excitatory
-2587x921,OD Mature 2
-2579x875,OD Immature 1
-2578x817,OD Mature 2
-2571x900,Microglia
-2568x781,Endothelial 1
-2564x765,Endothelial 3
-2545x818,Excitatory
-2544x878,Inhibitory
-2714x856,Inhibitory
-2639x766,OD Immature 1
-2641x912,Microglia
-2608x862,Excitatory
-2592x760,Inhibitory
-2574x847,Excitatory
-2573x891,OD Mature 2
-2545x891,Excitatory
-2543x836,Excitatory
-2540x928,OD Mature 2
-2713x922,Endothelial 1
-2710x766,Inhibitory
-2675x900,OD Mature 2
-2675x811,Inhibitory
-2657x760,Inhibitory
-2602x823,Excitatory
-2559x754,Inhibitory
-2682x920,OD Mature 4
-2698x804,Excitatory
-2658x850,OD Mature 2
-2612x894,Excitatory
-2595x781,OD Mature 2
-2553x787,Excitatory
-2551x863,Excitatory
-2551x827,Inhibitory
-2724x775,Inhibitory
-2721x580,Inhibitory
-2714x675,Inhibitory
-2714x733,Inhibitory
-2712x625,Inhibitory
-2709x601,Inhibitory
-2702x734,Inhibitory
-2695x614,Inhibitory
-2695x626,Inhibitory
-2694x551,Inhibitory
-2695x671,OD Immature 1
-2684x554,Inhibitory
-2683x661,Inhibitory
-2685x735,Inhibitory
-2682x726,Microglia
-2680x582,OD Immature 1
-2678x608,Endothelial 1
-2677x692,Inhibitory
-2673x592,Excitatory
-2668x629,Inhibitory
-2661x709,Inhibitory
-2658x640,Inhibitory
-2646x555,Inhibitory
-2639x630,Inhibitory
-2639x609,Inhibitory
-2642x684,Inhibitory
-2635x701,Inhibitory
-2633x640,OD Immature 1
-2622x659,Inhibitory
-2622x598,Inhibitory
-2626x634,Inhibitory
-2619x714,Inhibitory
-2616x706,Inhibitory
-2613x677,Inhibitory
-2614x571,Inhibitory
-2611x731,Inhibitory
-2601x635,Excitatory
-2596x551,Inhibitory
-2597x705,Inhibitory
-2591x598,Inhibitory
-2581x589,Inhibitory
-2584x667,Inhibitory
-2580x566,Inhibitory
-2575x600,Inhibitory
-2571x579,Inhibitory
-2566x691,Inhibitory
-2562x674,Inhibitory
-2554x638,Inhibitory
-2540x604,Inhibitory
-2539x614,Astrocyte
-2537x669,Astrocyte
-2726x642,Astrocyte
-2699x630,Inhibitory
-2677x649,Excitatory
-2661x623,Inhibitory
-2642x723,OD Immature 1
-2626x577,Inhibitory
-2604x676,Microglia
-2596x691,Excitatory
-2553x592,Inhibitory
-2549x558,Inhibitory
-2540x628,Inhibitory
-2723x661,Inhibitory
-2714x557,Inhibitory
-2695x713,Inhibitory
-2659x584,Endothelial 1
-2631x692,Inhibitory
-2575x556,Inhibitory
-2575x632,Inhibitory
-2641x596,Inhibitory
-2639x574,Inhibitory
-2635x569,Astrocyte
-2635x665,Inhibitory
-2614x666,Inhibitory
-2541x694,Inhibitory
-2650x656,Inhibitory
-2607x654,Inhibitory
-2587x730,Inhibitory
-2559x569,Microglia
-2555x618,Excitatory
-2551x723,Microglia
-2543x725,Inhibitory
-2722x349,Inhibitory
-2723x482,OD Immature 1
-2719x458,Astrocyte
-2709x498,Inhibitory
-2709x485,Inhibitory
-2706x533,Inhibitory
-2704x371,OD Mature 1
-2703x470,Inhibitory
-2700x453,Inhibitory
-2694x398,Inhibitory
-2685x499,Inhibitory
-2684x433,Excitatory
-2682x514,Astrocyte
-2678x392,Inhibitory
-2673x390,Inhibitory
-2672x533,Inhibitory
-2672x376,Inhibitory
-2668x457,Excitatory
-2661x407,Inhibitory
-2661x534,Inhibitory
-2659x516,Inhibitory
-2653x380,Inhibitory
-2651x490,Astrocyte
-2635x498,Inhibitory
-2633x376,Astrocyte
-2630x414,Inhibitory
-2627x495,Inhibitory
-2621x427,Inhibitory
-2616x374,Excitatory
-2616x361,Inhibitory
-2605x521,Inhibitory
-2606x394,Excitatory
-2605x454,Inhibitory
-2597x419,OD Immature 1
-2593x482,Inhibitory
-2595x443,Inhibitory
-2589x350,OD Mature 2
-2591x536,Inhibitory
-2587x510,Inhibitory
-2582x372,Inhibitory
-2581x439,Astrocyte
-2573x438,Inhibitory
-2572x414,Inhibitory
-2569x534,Inhibitory
-2571x398,Microglia
-2566x497,Inhibitory
-2565x367,Inhibitory
-2560x452,Inhibitory
-2553x431,Inhibitory
-2551x351,Astrocyte
-2550x469,Inhibitory
-2709x476,Inhibitory
-2688x406,Inhibitory
-2682x424,Astrocyte
-2661x489,Inhibitory
-2640x456,Excitatory
-2606x502,Inhibitory
-2607x486,Inhibitory
-2598x433,Inhibitory
-2571x483,Inhibitory
-2557x354,Inhibitory
-2545x391,Inhibitory
-2541x427,Inhibitory
-2688x359,Inhibitory
-2686x485,Inhibitory
-2644x394,Microglia
-2633x524,Inhibitory
-2607x473,Inhibitory
-2586x461,Inhibitory
-2556x384,Inhibitory
-2672x368,Inhibitory
-2661x434,Inhibitory
-2553x485,Endothelial 3
-2720x416,Inhibitory
-2651x458,Inhibitory
-2637x517,Inhibitory
-2560x519,Inhibitory
-2715x165,Inhibitory
-2713x217,Inhibitory
-2703x185,Inhibitory
-2700x294,Inhibitory
-2695x153,Inhibitory
-2693x286,Inhibitory
-2683x295,Excitatory
-2681x269,Inhibitory
-2679x201,Inhibitory
-2669x200,Inhibitory
-2669x281,Astrocyte
-2663x196,Inhibitory
-2659x232,Endothelial 3
-2659x159,Inhibitory
-2657x313,Inhibitory
-2654x277,Excitatory
-2647x333,Inhibitory
-2646x206,Inhibitory
-2641x319,OD Immature 1
-2640x224,Inhibitory
-2631x303,Inhibitory
-2632x278,Astrocyte
-2615x178,Inhibitory
-2616x216,Inhibitory
-2609x213,Inhibitory
-2608x330,Inhibitory
-2603x319,Inhibitory
-2600x167,Inhibitory
-2602x249,Excitatory
-2591x188,Inhibitory
-2589x304,Excitatory
-2585x202,Inhibitory
-2570x251,Inhibitory
-2567x163,Inhibitory
-2569x278,Inhibitory
-2563x151,Excitatory
-2555x267,Excitatory
-2552x206,Inhibitory
-2553x307,Inhibitory
-2550x321,Inhibitory
-2548x226,Inhibitory
-2538x269,Inhibitory
-2538x254,Inhibitory
-2634x188,OD Immature 1
-2603x296,Inhibitory
-2600x272,Microglia
-2576x219,Endothelial 1
-2709x331,Inhibitory
-2709x258,Inhibitory
-2700x266,Inhibitory
-2684x235,Inhibitory
-2682x224,Inhibitory
-2663x174,Inhibitory
-2626x294,Endothelial 1
-2592x337,Astrocyte
-2616x194,Inhibitory
-2583x292,OD Immature 1
-2684x160,Inhibitory
-2676x313,Inhibitory
-2614x167,Inhibitory
-2599x322,Inhibitory
-2586x161,Astrocyte
-2560x245,Inhibitory
-2554x195,Inhibitory
-2546x334,Inhibitory
-2542x237,Astrocyte
-2725x105,Excitatory
-2721x-47,Microglia
-2718x-24,Inhibitory
-2713x81,Inhibitory
-2708x100,Endothelial 1
-2702x77,Inhibitory
-2703x-11,OD Mature 2
-2697x-34,Inhibitory
-2691x48,OD Mature 1
-2690x5,Inhibitory
-2684x33,Microglia
-2679x-40,Inhibitory
-2679x116,Microglia
-2677x79,Inhibitory
-2668x-21,Inhibitory
-2662x55,Astrocyte
-2661x20,Endothelial 3
-2659x88,Inhibitory
-2650x115,Endothelial 1
-2649x104,OD Mature 1
-2640x-33,Inhibitory
-2634x125,Inhibitory
-2633x42,Excitatory
-2628x22,Excitatory
-2624x93,Inhibitory
-2616x110,OD Mature 2
-2616x32,Endothelial 1
-2607x2,Astrocyte
-2599x-7,Inhibitory
-2593x30,Excitatory
-2591x57,Excitatory
-2592x17,Excitatory
-2585x102,Inhibitory
-2579x47,Inhibitory
-2574x-42,Inhibitory
-2565x76,Astrocyte
-2556x42,Excitatory
-2549x137,Inhibitory
-2541x56,Astrocyte
-2547x107,Inhibitory
-2694x-17,Astrocyte
-2691x-8,Astrocyte
-2652x-32,Inhibitory
-2626x0,OD Immature 1
-2618x48,Inhibitory
-2601x44,Endothelial 3
-2593x129,Inhibitory
-2584x121,Inhibitory
-2560x9,OD Mature 4
-2680x9,Inhibitory
-2677x-13,OD Immature 1
-2673x96,OD Mature 2
-2648x25,Inhibitory
-2554x-22,OD Mature 2
-2679x-28,Inhibitory
-2665x1,Inhibitory
-2650x-23,Inhibitory
-2613x84,Excitatory
-2575x-25,Inhibitory
-2572x26,Inhibitory
-2725x-163,Astrocyte
-2711x-171,Endothelial 3
-2709x-139,Endothelial 1
-2702x-130,OD Immature 1
-2698x-219,Astrocyte
-2691x-227,OD Mature 2
-2687x-148,Excitatory
-2677x-83,Excitatory
-2674x-250,Astrocyte
-2671x-120,Excitatory
-2668x-105,Excitatory
-2665x-187,Excitatory
-2649x-75,Inhibitory
-2645x-144,Inhibitory
-2643x-176,Excitatory
-2645x-218,Excitatory
-2643x-213,Excitatory
-2638x-238,Excitatory
-2631x-166,Inhibitory
-2631x-93,Inhibitory
-2622x-228,Astrocyte
-2614x-124,Inhibitory
-2615x-196,Excitatory
-2609x-79,Endothelial 1
-2611x-223,Excitatory
-2603x-145,Inhibitory
-2603x-186,Excitatory
-2600x-99,Excitatory
-2595x-224,Inhibitory
-2589x-147,Inhibitory
-2580x-247,Astrocyte
-2579x-202,Inhibitory
-2572x-112,Inhibitory
-2573x-222,Excitatory
-2562x-187,Inhibitory
-2551x-111,Excitatory
-2687x-123,OD Mature 2
-2621x-80,Microglia
-2605x-203,Inhibitory
-2593x-216,Inhibitory
-2590x-185,Inhibitory
-2585x-212,Excitatory
-2583x-87,OD Mature 2
-2553x-191,Inhibitory
-2697x-208,Excitatory
-2627x-141,Inhibitory
-2609x-163,Inhibitory
-2578x-119,Inhibitory
-2541x-120,Inhibitory
-2672x-91,Excitatory
-2573x-251,Excitatory
-2558x-216,Excitatory
-2677x-240,Inhibitory
-2654x-168,OD Immature 1
-2626x-126,Excitatory
-2610x-234,Excitatory
-2570x-175,Excitatory
-2726x-390,Astrocyte
-2720x-307,Inhibitory
-2714x-413,Endothelial 3
-2700x-360,Excitatory
-2700x-407,Excitatory
-2699x-385,Excitatory
-2685x-415,Excitatory
-2683x-336,Inhibitory
-2673x-273,Astrocyte
-2668x-368,Inhibitory
-2666x-392,Excitatory
-2659x-283,OD Mature 2
-2658x-422,Astrocyte
-2659x-432,Excitatory
-2653x-293,Inhibitory
-2653x-332,Excitatory
-2643x-382,Inhibitory
-2636x-436,Excitatory
-2631x-400,Inhibitory
-2628x-413,Excitatory
-2625x-356,OD Mature 2
-2625x-442,Astrocyte
-2624x-383,Inhibitory
-2619x-366,Excitatory
-2602x-304,Inhibitory
-2601x-434,Inhibitory
-2595x-399,Excitatory
-2593x-316,OD Immature 1
-2589x-287,Inhibitory
-2580x-298,Inhibitory
-2566x-444,Microglia
-2561x-439,Endothelial 1
-2560x-287,Astrocyte
-2555x-360,Endothelial 3
-2559x-336,Inhibitory
-2551x-379,Inhibitory
-2546x-422,Inhibitory
-2542x-290,Inhibitory
-2715x-395,Excitatory
-2688x-360,Inhibitory
-2687x-355,Excitatory
-2669x-449,Excitatory
-2656x-351,Astrocyte
-2651x-444,Excitatory
-2617x-375,Excitatory
-2604x-334,Endothelial 3
-2578x-331,Astrocyte
-2547x-306,Endothelial 3
-2707x-432,OD Immature 1
-2677x-358,Inhibitory
-2671x-429,Inhibitory
-2662x-363,Inhibitory
-2661x-328,Inhibitory
-2658x-403,Inhibitory
-2635x-386,Inhibitory
-2581x-355,Inhibitory
-2584x-367,OD Immature 1
-2702x-377,Inhibitory
-2694x-283,Inhibitory
