Unnamed: 0,cell_class
1202x-37,Astrocyte
1201x-61,Excitatory
1203x11,Astrocyte
1206x114,Astrocyte
1216x34,Inhibitory
1217x91,Inhibitory
1230x1,Inhibitory
1232x49,Excitatory
1259x-15,Inhibitory
1260x-34,Inhibitory
1263x100,Excitatory
1262x78,Astrocyte
1276x-43,Inhibitory
1276x87,Inhibitory
1282x109,Inhibitory
1289x-26,Astrocyte
1285x28,Excitatory
1289x-57,Microglia
1297x28,Inhibitory
1297x113,Endothelial 1
1302x17,Inhibitory
1308x-26,OD Mature 2
1314x37,Inhibitory
1314x95,Excitatory
1318x50,Inhibitory
1322x60,Endothelial 1
1325x30,Endothelial 1
1162x34,Inhibitory
1195x38,Excitatory
1198x-15,Inhibitory
1219x69,Inhibitory
1246x30,Endothelial 1
1246x41,Endothelial 2
1316x87,Astrocyte
1300x52,Inhibitory
1174x7,Inhibitory
1180x10,Inhibitory
1181x85,Inhibitory
1213x-16,Inhibitory
1226x17,Inhibitory
1227x-12,Inhibitory
1239x86,Inhibitory
1240x-28,Inhibitory
1256x4,Inhibitory
1295x-37,Inhibitory
1316x-31,Inhibitory
1158x211,Inhibitory
1161x175,Inhibitory
1165x181,Excitatory
1178x265,Inhibitory
1176x155,OD Immature 1
1185x169,Inhibitory
1196x240,OD Immature 1
1195x292,Inhibitory
1208x158,Inhibitory
1212x255,Inhibitory
1221x302,Endothelial 3
1224x225,Inhibitory
1229x155,Microglia
1230x185,Inhibitory
1232x209,Pericytes
1233x304,Inhibitory
1235x252,Excitatory
1249x173,Inhibitory
1249x269,Inhibitory
1253x245,Inhibitory
1262x301,Astrocyte
1270x310,Astrocyte
1273x196,Astrocyte
1277x290,OD Immature 1
1279x155,Inhibitory
1288x207,Inhibitory
1290x257,Inhibitory
1289x267,Astrocyte
1297x233,Endothelial 3
1302x170,Inhibitory
1304x216,Inhibitory
1304x245,Inhibitory
1305x285,Inhibitory
1306x181,Inhibitory
1311x238,Pericytes
1319x203,Astrocyte
1320x261,Astrocyte
1320x166,Inhibitory
1329x245,Pericytes
1332x262,Astrocyte
1338x216,Inhibitory
1178x271,Excitatory
1198x207,Inhibitory
1205x187,Inhibitory
1262x231,Pericytes
1285x232,Pericytes
1160x286,Inhibitory
1166x235,Excitatory
1179x311,Inhibitory
1193x314,Endothelial 1
1218x317,OD Mature 2
1250x315,Astrocyte
1284x277,Endothelial 3
1304x316,Endothelial 1
1187x150,Inhibitory
1183x192,Inhibitory
1224x213,Microglia
1235x139,OD Immature 1
1270x185,Inhibitory
1302x296,Inhibitory
1326x260,Astrocyte
1330x279,Inhibitory
1297x132,Microglia
1156x488,Inhibitory
1155x438,Inhibitory
1163x514,Excitatory
1168x394,Endothelial 1
1170x458,Inhibitory
1174x449,Inhibitory
1182x426,Inhibitory
1182x403,Inhibitory
1191x356,Inhibitory
1188x464,Endothelial 1
1193x385,Inhibitory
1199x488,Inhibitory
1204x453,Endothelial 3
1206x505,Microglia
1207x419,Endothelial 1
1213x463,Inhibitory
1222x428,Astrocyte
1234x434,Inhibitory
1234x468,Inhibitory
1235x447,Inhibitory
1247x463,Inhibitory
1245x429,Inhibitory
1246x440,Inhibitory
1251x392,Inhibitory
1260x505,Inhibitory
1264x444,Inhibitory
1266x352,Inhibitory
1270x361,Inhibitory
1273x410,Inhibitory
1278x477,Inhibitory
1277x459,Excitatory
1283x521,Inhibitory
1284x507,Inhibitory
1291x379,Endothelial 1
1294x484,Excitatory
1301x506,Inhibitory
1304x377,Astrocyte
1312x364,Excitatory
1315x503,Inhibitory
1324x451,Inhibitory
1325x360,Astrocyte
1330x514,Inhibitory
1195x406,OD Mature 2
1216x382,Excitatory
1228x363,Inhibitory
1245x510,Inhibitory
1302x473,Inhibitory
1222x349,Astrocyte
1244x349,Astrocyte
1304x451,Inhibitory
1256x342,Microglia
1326x389,Inhibitory
1157x421,Inhibitory
1158x351,Inhibitory
1189x402,Astrocyte
1242x463,Inhibitory
1270x392,Inhibitory
1272x424,Astrocyte
1284x353,OD Immature 1
1283x483,OD Immature 1
1320x517,Inhibitory
1154x672,Inhibitory
1153x656,Endothelial 1
1159x694,Inhibitory
1165x613,Inhibitory
1170x655,Inhibitory
1171x592,Endothelial 1
1174x568,Excitatory
1175x577,Inhibitory
1172x716,Endothelial 1
1178x551,Inhibitory
1182x700,Inhibitory
1191x583,Astrocyte
1190x657,Inhibitory
1198x619,Microglia
1202x636,Inhibitory
1211x561,Astrocyte
1200x681,Inhibitory
1218x541,Inhibitory
1226x688,Inhibitory
1229x681,Inhibitory
1230x653,Inhibitory
1236x685,Inhibitory
1243x633,Inhibitory
1244x577,Inhibitory
1252x609,Astrocyte
1253x664,Inhibitory
1256x596,Endothelial 1
1277x662,Inhibitory
1285x631,Inhibitory
1284x571,Inhibitory
1292x602,Inhibitory
1287x648,OD Mature 2
1299x599,Inhibitory
1300x654,Inhibitory
1308x629,Excitatory
1309x674,Astrocyte
1327x550,Inhibitory
1192x610,Inhibitory
1259x577,Inhibitory
1304x583,Inhibitory
1312x702,Inhibitory
1335x601,Astrocyte
1178x629,Inhibitory
1190x640,OD Mature 2
1192x683,Inhibitory
1197x536,Excitatory
1207x660,Endothelial 1
1214x589,Inhibitory
1304x553,OD Immature 1
1334x613,Astrocyte
1208x549,Inhibitory
1258x539,Excitatory
1295x592,Microglia
1325x636,Endothelial 1
1158x637,Inhibitory
1160x552,Excitatory
1198x566,Inhibitory
1208x637,Inhibitory
1211x656,Inhibitory
1215x621,Inhibitory
1218x672,Astrocyte
1221x648,Inhibitory
1239x594,Astrocyte
1280x695,Inhibitory
1290x713,Inhibitory
1298x619,Inhibitory
1324x697,Inhibitory
1324x660,Astrocyte
1332x587,Inhibitory
1154x810,Excitatory
1155x759,Inhibitory
1161x751,Astrocyte
1160x776,OD Mature 2
1165x757,Inhibitory
1165x808,Astrocyte
1176x833,Endothelial 1
1180x781,Inhibitory
1180x916,Excitatory
1188x761,Inhibitory
1189x894,Excitatory
1193x743,Inhibitory
1197x838,Microglia
1204x784,Inhibitory
1211x879,Inhibitory
1224x787,Inhibitory
1228x869,Inhibitory
1233x845,Inhibitory
1240x745,Excitatory
1244x877,Inhibitory
1257x780,Inhibitory
1257x887,OD Immature 1
1259x792,Inhibitory
1265x839,Inhibitory
1268x921,OD Mature 2
1275x869,Inhibitory
1273x834,Inhibitory
1284x791,Inhibitory
1286x763,Excitatory
1287x740,Inhibitory
1287x775,Inhibitory
1291x834,Excitatory
1305x873,OD Immature 1
1326x765,Excitatory
1328x840,Microglia
1331x798,Inhibitory
1335x777,OD Immature 1
1336x770,OD Immature 1
1337x906,Excitatory
1198x886,Inhibitory
1199x774,Endothelial 1
1231x814,Excitatory
1260x903,Inhibitory
1259x874,Inhibitory
1263x767,Excitatory
1318x891,Inhibitory
1320x799,Inhibitory
1333x918,Microglia
1160x870,Inhibitory
1189x875,Astrocyte
1218x869,Inhibitory
1230x835,Astrocyte
1250x796,Inhibitory
1312x768,Inhibitory
1313x778,Endothelial 1
1335x747,Inhibitory
1278x805,Inhibitory
1317x841,Inhibitory
1154x830,Inhibitory
1201x758,Excitatory
1234x756,Inhibitory
1242x740,Microglia
1265x759,Excitatory
1275x856,Excitatory
1302x896,Astrocyte
1339x914,Pericytes
1352x774,Inhibitory
1352x755,Astrocyte
1354x861,Astrocyte
1359x801,Inhibitory
1364x843,Inhibitory
1366x744,Astrocyte
1370x857,OD Mature 2
1371x829,Astrocyte
1374x798,Endothelial 3
1375x785,Endothelial 1
1376x909,Excitatory
1383x855,Excitatory
1386x754,Endothelial 1
1387x884,Astrocyte
1397x883,Inhibitory
1401x818,Endothelial 3
1400x862,Excitatory
1404x908,Astrocyte
1417x908,Endothelial 1
1421x800,OD Mature 2
1424x858,Astrocyte
1426x843,Endothelial 1
1436x893,Astrocyte
1433x915,OD Mature 2
1440x920,Astrocyte
1445x780,OD Mature 2
1446x740,OD Mature 1
1454x816,OD Mature 1
1473x776,OD Mature 2
1479x844,OD Mature 2
1486x907,Astrocyte
1491x757,OD Mature 2
1498x859,OD Mature 2
1498x786,OD Mature 2
1504x764,OD Mature 2
1503x886,Excitatory
1504x880,Astrocyte
1511x750,OD Mature 2
1512x876,Astrocyte
1514x813,OD Mature 1
1515x919,Inhibitory
1516x826,OD Immature 1
1527x773,OD Mature 2
1413x895,Inhibitory
1420x920,Endothelial 1
1468x875,Astrocyte
1357x890,Excitatory
1378x751,Inhibitory
1378x809,Excitatory
1390x846,Astrocyte
1426x867,Inhibitory
1457x809,OD Mature 2
1476x811,OD Mature 1
1488x782,Microglia
1532x842,OD Mature 1
1466x741,OD Immature 1
1375x901,Excitatory
1407x787,Excitatory
1460x896,Excitatory
1496x854,OD Mature 2
1356x639,Inhibitory
1362x602,Inhibitory
1368x612,Inhibitory
1364x714,Excitatory
1367x545,Inhibitory
1369x701,Astrocyte
1370x585,Astrocyte
1411x550,Inhibitory
1418x604,Inhibitory
1421x651,Endothelial 1
1422x641,Endothelial 3
1429x599,Inhibitory
1446x543,Endothelial 1
1447x581,Inhibitory
1459x608,Inhibitory
1466x714,OD Mature 1
1469x555,Inhibitory
1474x536,Astrocyte
1481x623,Inhibitory
1486x693,Astrocyte
1488x602,Astrocyte
1492x561,Inhibitory
1494x635,OD Mature 2
1497x719,Endothelial 1
1500x659,OD Immature 1
1515x700,OD Mature 2
1519x641,Excitatory
1519x707,OD Mature 2
1525x533,Inhibitory
1528x624,Astrocyte
1358x649,Inhibitory
1384x555,Inhibitory
1381x550,Inhibitory
1402x572,OD Immature 1
1436x668,Excitatory
1462x685,OD Mature 2
1513x574,Inhibitory
1515x673,Endothelial 1
1516x595,OD Immature 1
1429x587,Astrocyte
1464x587,Inhibitory
1463x651,Astrocyte
1359x655,Inhibitory
1460x563,Excitatory
1520x624,Excitatory
1424x712,OD Mature 2
1372x482,Astrocyte
1374x406,Inhibitory
1378x456,Inhibitory
1381x491,Endothelial 3
1380x411,Inhibitory
1374x429,Excitatory
1386x376,Astrocyte
1387x363,Inhibitory
1401x415,OD Immature 1
1400x399,OD Immature 1
1404x359,Inhibitory
1419x480,Inhibitory
1425x445,Inhibitory
1421x387,Inhibitory
1424x361,Inhibitory
1432x459,Inhibitory
1434x346,Inhibitory
1433x500,OD Immature 1
1439x385,Inhibitory
1443x412,Inhibitory
1453x502,Astrocyte
1458x485,Inhibitory
1461x464,Inhibitory
1462x405,Astrocyte
1476x506,Inhibitory
1486x489,Inhibitory
1488x412,OD Immature 1
1502x353,OD Mature 2
1504x417,Inhibitory
1512x443,Inhibitory
1516x424,Astrocyte
1527x433,Microglia
1528x519,Inhibitory
1533x477,OD Mature 2
1538x493,Inhibitory
1374x394,Inhibitory
1383x344,OD Immature 1
1407x346,Inhibitory
1481x391,Microglia
1358x345,Inhibitory
1453x349,Inhibitory
1454x442,Endothelial 3
1459x456,Excitatory
1462x426,Inhibitory
1488x444,Inhibitory
1505x396,Inhibitory
1530x368,Inhibitory
1537x459,Inhibitory
1389x479,Inhibitory
1437x397,Inhibitory
1504x505,Inhibitory
1516x473,Inhibitory
1514x504,Inhibitory
1520x460,Inhibitory
1386x394,Excitatory
1404x482,Inhibitory
1405x446,Inhibitory
1406x494,Endothelial 1
1424x458,Inhibitory
1449x483,Inhibitory
1475x337,Inhibitory
1524x484,Inhibitory
1534x498,Inhibitory
1352x249,Endothelial 2
1353x136,Microglia
1361x249,Pericytes
1369x263,Excitatory
1370x165,Astrocyte
1380x245,Inhibitory
1381x316,Excitatory
1385x294,Inhibitory
1390x257,Pericytes
1394x216,OD Immature 1
1396x194,Inhibitory
1401x270,Astrocyte
1411x248,Inhibitory
1419x251,Inhibitory
1421x148,Inhibitory
1423x189,Astrocyte
1422x182,Astrocyte
1427x273,OD Immature 1
1430x155,Inhibitory
1432x253,Inhibitory
1436x210,Inhibitory
1450x194,OD Mature 2
1457x154,Excitatory
1453x150,Excitatory
1457x213,Inhibitory
1460x283,Inhibitory
1469x253,Inhibitory
1472x161,Inhibitory
1501x251,Inhibitory
1508x307,Astrocyte
1518x185,Inhibitory
1516x303,Inhibitory
1528x174,Inhibitory
1526x264,Inhibitory
1532x210,Microglia
1532x195,Inhibitory
1362x213,Inhibitory
1366x318,Astrocyte
1373x189,Astrocyte
1441x274,Inhibitory
1453x170,Excitatory
1461x191,Inhibitory
1491x201,Endothelial 1
1503x138,Inhibitory
1521x167,Inhibitory
1383x177,Microglia
1402x145,Inhibitory
1405x173,Inhibitory
1433x199,Inhibitory
1475x317,Inhibitory
1481x216,OD Mature 2
1387x233,Inhibitory
1439x215,Astrocyte
1444x303,Inhibitory
1465x145,Inhibitory
1502x237,Astrocyte
1530x301,Inhibitory
1351x195,Inhibitory
1441x196,Inhibitory
1450x243,Microglia
1457x264,Inhibitory
1472x234,Inhibitory
1490x162,Excitatory
1492x254,Inhibitory
1497x295,Inhibitory
1514x283,Inhibitory
1527x243,Inhibitory
1351x72,OD Mature 2
1352x-25,OD Mature 2
1369x16,Inhibitory
1377x76,Endothelial 1
1385x-48,Excitatory
1391x116,Excitatory
1392x86,Inhibitory
1396x21,Inhibitory
1402x96,Inhibitory
1412x-16,Inhibitory
1419x50,Endothelial 1
1440x23,Excitatory
1437x2,Astrocyte
1436x86,OD Mature 1
1440x66,Inhibitory
1464x27,Inhibitory
1465x-3,Inhibitory
1466x-58,OD Immature 1
1466x76,Excitatory
1483x27,Inhibitory
1498x39,Inhibitory
1501x-48,Inhibitory
1501x107,Astrocyte
1504x88,Inhibitory
1506x-67,Endothelial 2
1512x12,Endothelial 1
1510x62,Inhibitory
1513x-18,Inhibitory
1514x44,Inhibitory
1525x-71,Inhibitory
1525x-26,Inhibitory
1529x88,Inhibitory
1530x64,OD Immature 1
1358x85,Astrocyte
1357x1,Inhibitory
1363x41,Endothelial 1
1364x90,Astrocyte
1410x-45,Inhibitory
1444x-24,Astrocyte
1457x85,Astrocyte
1472x54,Excitatory
1479x-34,Astrocyte
1513x82,Inhibitory
1399x51,Inhibitory
1419x-26,Inhibitory
1432x62,Excitatory
1440x101,Inhibitory
1521x-50,Inhibitory
1373x35,Inhibitory
1375x-15,Microglia
1461x109,Excitatory
1515x118,Microglia
1536x-5,Microglia
1373x-1,Inhibitory
1412x74,OD Immature 1
1418x4,Inhibitory
1424x-10,OD Immature 1
1434x29,Inhibitory
1473x26,Inhibitory
1530x-14,Endothelial 1
1366x-172,Excitatory
1367x-157,Excitatory
1372x-242,Inhibitory
1373x-197,Inhibitory
1384x-105,Endothelial 1
1386x-156,Inhibitory
1391x-178,Endothelial 1
1390x-261,Excitatory
1389x-98,Inhibitory
1397x-141,Inhibitory
1405x-124,Excitatory
1407x-159,Inhibitory
1416x-181,Inhibitory
1426x-207,Inhibitory
1432x-161,Inhibitory
1438x-268,Inhibitory
1435x-91,Inhibitory
1442x-242,Astrocyte
1441x-134,Endothelial 1
1444x-122,Inhibitory
1455x-150,Inhibitory
1459x-194,Inhibitory
1459x-168,Excitatory
1475x-251,Endothelial 1
1491x-142,Inhibitory
1492x-132,Inhibitory
1497x-238,Excitatory
1502x-261,Inhibitory
1500x-229,Endothelial 1
1500x-150,Inhibitory
1520x-137,Excitatory
1517x-99,Inhibitory
1523x-154,Excitatory
1528x-265,Inhibitory
1390x-122,Inhibitory
1414x-143,Inhibitory
1425x-185,Inhibitory
1429x-170,Inhibitory
1437x-179,Excitatory
1507x-221,Astrocyte
1516x-199,Microglia
1367x-102,Inhibitory
1386x-219,Inhibitory
1381x-87,Excitatory
1386x-196,Microglia
1412x-106,Inhibitory
1460x-97,Inhibitory
1458x-219,Inhibitory
1482x-111,Inhibitory
1496x-195,Inhibitory
1497x-185,Inhibitory
1349x-236,Inhibitory
1361x-251,Inhibitory
1411x-242,Inhibitory
1426x-90,Astrocyte
1435x-112,Inhibitory
1443x-209,Inhibitory
1464x-242,Excitatory
1479x-152,Inhibitory
1497x-245,Inhibitory
1520x-184,Excitatory
1360x-458,Inhibitory
1364x-376,Inhibitory
1364x-319,Inhibitory
1364x-303,Inhibitory
1363x-452,Endothelial 3
1364x-440,Excitatory
1367x-400,Inhibitory
1382x-343,OD Immature 1
1380x-367,Inhibitory
1384x-390,Inhibitory
1393x-413,Inhibitory
1397x-325,Inhibitory
1400x-411,Excitatory
1402x-438,Excitatory
1406x-461,Inhibitory
1410x-380,Inhibitory
1418x-285,Astrocyte
1430x-380,Inhibitory
1427x-297,Endothelial 1
1438x-277,OD Mature 2
1441x-396,Excitatory
1442x-283,Inhibitory
1448x-321,Inhibitory
1449x-394,Excitatory
1463x-443,Excitatory
1465x-426,Inhibitory
1466x-374,Inhibitory
1470x-292,Excitatory
1478x-409,Inhibitory
1489x-300,Inhibitory
1491x-284,Astrocyte
1492x-440,Endothelial 1
1493x-390,Astrocyte
1495x-334,Inhibitory
1498x-398,Astrocyte
1501x-430,Astrocyte
1507x-372,OD Immature 1
1517x-383,Excitatory
1519x-466,Endothelial 3
1520x-301,Inhibitory
1523x-357,Endothelial 1
1524x-422,Inhibitory
1524x-316,Excitatory
1364x-388,Inhibitory
1393x-439,Endothelial 1
1405x-335,Astrocyte
1405x-429,Excitatory
1419x-390,Inhibitory
1430x-451,Excitatory
1500x-354,Endothelial 3
1517x-431,Excitatory
1399x-390,Endothelial 1
1413x-461,Excitatory
1423x-406,Inhibitory
1428x-440,OD Immature 1
1435x-396,Excitatory
1442x-362,Inhibitory
1496x-423,Excitatory
1507x-402,Inhibitory
1539x-391,OD Mature 2
1478x-318,Inhibitory
1390x-367,Inhibitory
1441x-347,Inhibitory
1450x-337,Inhibitory
1458x-433,Inhibitory
1461x-303,Inhibitory
1478x-346,Inhibitory
1484x-378,Inhibitory
1491x-360,Inhibitory
1511x-377,OD Immature 1
1354x-607,OD Mature 2
1353x-598,Astrocyte
1357x-508,Inhibitory
1358x-552,Excitatory
1362x-523,Inhibitory
1362x-583,Excitatory
1365x-604,Astrocyte
1370x-640,Excitatory
1372x-483,Inhibitory
1375x-582,Inhibitory
1374x-659,Excitatory
1377x-602,Excitatory
1374x-614,Excitatory
1376x-648,Excitatory
1380x-622,Inhibitory
1390x-519,Inhibitory
1392x-548,Excitatory
1402x-623,OD Mature 2
1402x-569,Excitatory
1420x-529,Excitatory
1422x-485,Excitatory
1422x-492,Excitatory
1430x-548,Excitatory
1437x-588,Inhibitory
1434x-638,Endothelial 1
1442x-608,OD Mature 2
1443x-519,OD Immature 1
1445x-614,Microglia
1449x-548,Inhibitory
1446x-567,Inhibitory
1470x-545,Excitatory
1472x-494,Inhibitory
1479x-526,Astrocyte
1477x-505,Endothelial 2
1476x-620,Inhibitory
1493x-495,Astrocyte
1497x-615,Inhibitory
1501x-492,Inhibitory
1502x-578,Excitatory
1503x-653,Inhibitory
1505x-508,Excitatory
1508x-522,Inhibitory
1504x-564,Inhibitory
1515x-642,Inhibitory
1520x-602,Inhibitory
1528x-562,Astrocyte
1529x-536,Excitatory
1534x-522,Excitatory
1532x-608,Astrocyte
1533x-551,Astrocyte
1534x-586,Inhibitory
1533x-572,Inhibitory
1540x-541,OD Immature 1
1362x-653,Excitatory
1375x-551,Endothelial 1
1413x-648,Inhibitory
1425x-600,OD Immature 1
1381x-630,Inhibitory
1419x-613,Endothelial 3
1445x-503,Excitatory
1503x-659,Excitatory
1517x-568,Inhibitory
1528x-521,Inhibitory
1534x-664,Inhibitory
1351x-636,Inhibitory
1460x-499,Excitatory
1374x-543,Endothelial 1
1400x-509,OD Immature 1
1414x-652,Excitatory
1439x-490,Inhibitory
1483x-568,Inhibitory
1480x-656,Microglia
1482x-660,Inhibitory
1372x-778,Astrocyte
1386x-722,Inhibitory
1399x-763,Inhibitory
1399x-754,OD Immature 1
1410x-745,Excitatory
1410x-732,Inhibitory
1420x-789,Astrocyte
1429x-748,Astrocyte
1427x-712,Excitatory
1431x-778,Excitatory
1434x-741,OD Mature 2
1444x-747,Excitatory
1455x-719,Excitatory
1452x-707,Endothelial 1
1454x-754,Excitatory
1463x-691,Excitatory
1468x-798,Inhibitory
1466x-762,Inhibitory
1468x-730,Inhibitory
1480x-796,Microglia
1485x-726,Excitatory
1490x-774,Astrocyte
1496x-806,Excitatory
1507x-754,Inhibitory
1508x-741,Inhibitory
1521x-791,Inhibitory
1520x-703,OD Mature 2
1524x-680,Inhibitory
1529x-708,Excitatory
1538x-713,Astrocyte
1538x-695,Astrocyte
1360x-730,Astrocyte
1387x-699,Excitatory
1412x-678,Excitatory
1441x-683,Inhibitory
1514x-720,Inhibitory
1400x-684,Excitatory
1405x-690,Excitatory
1420x-762,Excitatory
1440x-802,Excitatory
1480x-742,Inhibitory
1480x-688,Astrocyte
1522x-810,Inhibitory
1393x-785,Inhibitory
1395x-775,OD Mature 1
1438x-772,Excitatory
1446x-809,Astrocyte
1472x-781,Astrocyte
1564x-686,Inhibitory
1569x-778,Inhibitory
1571x-739,Endothelial 1
1576x-744,Inhibitory
1575x-761,Inhibitory
1579x-715,Excitatory
1580x-698,Inhibitory
1592x-793,Inhibitory
1600x-736,Inhibitory
1600x-780,Inhibitory
1609x-735,Inhibitory
1606x-716,Inhibitory
1624x-727,Inhibitory
1622x-708,Astrocyte
1630x-700,Inhibitory
1631x-769,Inhibitory
1637x-765,Microglia
1643x-693,Astrocyte
1653x-726,Endothelial 3
1652x-703,Inhibitory
1652x-751,Inhibitory
1668x-723,Inhibitory
1671x-705,Inhibitory
1682x-738,Inhibitory
1682x-702,Inhibitory
1693x-767,Inhibitory
1692x-758,Endothelial 1
1700x-704,Excitatory
1709x-707,Excitatory
1706x-742,Inhibitory
1708x-722,Excitatory
