"","x","y","c","z"
"144",1,95,6,5
"145",36,68,2,1
"146",27,27,2,1
"147",35,77,2,1
"148",39,29,2,1
"149",36,80,6,5
"150",59,109,0,3
"151",59,39,4,4
"152",26,90,6,5
"153",59,73,0,3
"154",53,69,0,3
"155",49,107,2,1
"156",19,125,1,6
"157",67,73,0,3
"158",12,126,6,5
"159",9,97,1,6
"160",57,35,0,3
"161",50,68,0,3
"162",35,73,2,1
"163",57,81,0,3
"164",3,57,1,6
"165",28,48,2,1
"166",39,109,6,5
"167",27,87,6,5
"168",42,118,6,5
"169",24,38,2,1
"170",30,46,2,1
"171",26,92,6,5
"172",60,26,4,4
"173",25,81,6,5
"174",44,92,6,5
"175",0,40,1,6
"176",19,47,6,5
"177",33,31,2,1
"178",45,101,6,5
"179",21,125,1,6
"180",39,3,0,3
"181",41,25,2,1
"182",62,48,0,3
"183",28,10,2,1
"184",44,104,6,5
"185",49,27,0,3
"186",69,37,4,4
"187",52,80,0,3
"188",57,85,0,3
"189",18,104,1,6
"190",46,34,2,1
"191",66,106,0,3
"192",5,61,1,6
"193",68,70,0,3
"194",36,30,2,1
"195",52,38,0,3
"196",5,71,1,6
"197",23,19,2,1
"198",67,37,4,4
"199",74,100,0,3
"200",52,46,0,3
"201",48,86,0,3
"202",7,111,6,5
"203",19,111,1,6
"204",57,57,0,3
"205",25,7,2,1
"206",8,42,6,5
"207",49,109,6,1
"208",27,101,6,5
"209",36,22,2,1
"210",5,23,6,5
"211",69,33,4,4
"212",54,98,2,1
"213",13,47,6,5
"214",8,26,6,5
"215",76,80,0,3
"216",39,79,2,1
"217",42,114,6,5
"218",8,60,1,6
"219",71,109,0,3
"220",67,83,0,3
"221",52,16,5,2
"222",26,110,1,6
"223",38,10,0,3
"224",32,92,6,5
"225",51,15,0,3
"226",4,94,6,5
"227",48,30,0,3
"228",44,78,2,1
"229",23,47,2,1
"230",15,21,2,1
"231",23,93,1,6
"232",25,101,1,6
"233",25,59,6,5
"234",19,97,1,6
"235",3,123,6,5
"236",30,16,2,1
"237",19,35,2,1
"238",55,27,0,3
"239",66,32,4,4
"240",75,81,0,3
"241",68,108,0,3
"242",40,50,2,1
"243",58,66,0,3
"244",10,8,2,1
"245",51,63,0,3
"246",75,89,0,3
"247",23,91,1,6
"248",3,13,6,5
"249",66,58,0,3
"250",66,76,0,3
"251",49,63,0,3
"252",45,83,2,1
"253",64,102,0,3
"254",65,119,0,3
"255",13,91,1,6
"256",11,67,1,6
"257",0,78,1,6
"258",46,4,0,3
"259",63,97,0,3
"260",50,82,0,3
"261",44,84,2,1
"262",7,103,1,6
"263",32,72,2,1
"264",22,30,2,1
"265",30,26,2,1
"266",37,1,0,3
"267",49,75,0,3
"268",29,37,2,1
"269",61,87,0,3
"270",4,106,6,5
"271",44,76,2,1
"272",42,20,2,1
"273",36,32,2,1
"274",2,62,1,6
"275",57,31,0,3
"276",8,112,6,5
"277",51,97,2,1
"278",31,9,0,3
"279",28,82,6,5
"280",24,56,6,5
"281",14,124,1,6
"282",44,90,6,5
"283",14,64,6,5
"284",8,8,2,1
"285",73,67,0,3
"286",31,117,1,6
"287",24,50,2,1
"288",19,39,2,1
"289",0,126,6,5
"290",15,5,0,3
"291",25,43,2,1
"292",41,111,6,5
"293",31,71,2,1
"294",7,71,1,6
"295",27,71,6,5
"296",58,110,0,3
"297",17,17,2,1
"298",52,48,0,3
"299",59,115,0,3
"300",52,24,0,3
"301",7,57,1,6
"302",10,58,1,6
"303",59,99,0,3
"304",10,80,1,6
"305",69,95,0,3
"306",53,87,0,3
"307",51,39,0,3
"308",38,0,0,3
"309",46,14,0,3
"310",19,119,1,6
"311",0,116,6,5
"312",21,63,6,5
"313",32,12,2,1
"314",55,57,0,3
"315",42,102,6,5
"316",42,62,2,1
"317",41,37,2,1
"318",45,81,2,1
"319",9,75,1,6
"320",4,74,1,6
"321",40,104,6,5
"322",8,14,2,1
"323",51,61,0,3
"324",73,99,0,3
"325",17,115,1,6
"326",3,67,1,6
"327",20,110,1,6
"328",65,97,0,3
"329",53,49,0,3
"330",17,49,6,5
"331",70,106,0,3
"332",56,78,0,3
"333",7,81,1,6
"334",30,54,2,1
"335",75,79,0,3
"336",41,107,6,5
"337",23,121,1,6
"338",48,76,2,1
"339",10,6,2,1
"340",38,4,0,3
"341",4,72,1,6
"342",3,55,1,6
"343",9,103,1,6
"344",48,94,2,1
"345",38,56,2,1
"346",44,12,0,3
"347",42,42,2,1
"348",13,5,0,3
"349",30,86,6,5
"350",25,25,2,1
"351",37,37,2,1
"352",60,100,0,3
"353",61,29,4,4
"354",69,35,4,4
"355",57,65,0,3
"356",38,100,6,5
"357",42,48,2,1
"358",68,118,0,3
"359",58,54,0,3
"360",12,20,2,1
"361",56,40,0,3
"362",69,99,0,3
"363",48,84,0,3
"364",21,115,1,6
"365",13,65,1,6
"366",16,126,1,6
"367",6,80,1,6
"368",9,53,1,6
"369",61,67,0,3
"370",28,66,6,5
"371",71,79,0,3
"372",60,118,0,3
"373",36,92,6,5
"374",51,79,0,3
"375",44,106,6,5
"376",46,98,2,1
"377",4,100,6,5
"378",61,39,4,4
"379",5,65,1,6
"380",50,30,0,3
"381",32,30,2,1
"382",41,113,6,5
"383",68,58,5,4
"384",55,107,0,3
"385",34,112,6,5
"386",46,18,0,3
"387",0,66,1,6
"388",32,24,2,1
"389",71,93,0,3
"390",64,34,4,4
"391",8,34,6,5
"392",9,81,1,6
"393",50,18,0,3
"394",28,104,1,6
"395",22,80,6,5
"396",33,1,0,3
"397",25,63,6,5
"398",36,102,6,5
"399",37,43,2,1
"400",10,70,1,6
"401",63,47,5,4
"402",25,109,1,6
"403",5,111,6,5
"404",56,102,0,3
"405",33,61,2,1
"406",75,71,0,3
"407",17,73,1,6
"408",72,102,0,3
"409",3,71,1,6
"410",43,71,2,1
"411",49,59,0,3
"412",41,31,2,1
"413",34,62,2,1
"414",29,5,0,3
"415",0,124,6,5
"416",28,100,6,5
"417",39,13,0,3
"418",3,81,1,6
"419",73,101,0,3
"420",15,27,6,5
"421",61,75,0,3
"422",18,108,1,6
"423",57,79,0,3
"424",52,60,0,3
"425",53,55,0,3
"426",49,77,0,3
"427",5,31,6,5
"428",47,25,0,3
"429",24,118,1,6
"430",15,9,2,1
"431",71,97,0,3
"432",10,66,1,6
"433",70,32,0,4
"434",33,67,2,1
"435",70,72,0,3
"436",41,97,6,5
"437",0,62,1,6
"438",44,6,0,3
"439",17,63,6,5
"440",2,78,1,6
"441",41,69,2,1
"442",39,39,2,1
"443",19,13,2,1
"444",8,54,1,6
"445",33,113,6,5
"446",60,44,0,3
"447",65,95,0,3
"448",14,68,1,6
"449",11,127,6,5
"450",8,98,1,6
"451",71,49,0,4
"452",25,41,2,1
"453",60,56,0,3
"454",50,104,2,1
"455",13,105,1,6
"456",38,108,6,5
"457",13,1,0,3
"458",53,113,0,3
"459",14,74,1,6
"460",59,41,0,3
"461",7,33,6,5
"462",60,86,0,3
"463",25,69,6,5
"464",9,43,6,5
"465",63,29,4,4
"466",47,17,0,3
"467",32,104,6,5
"468",21,123,1,6
"469",57,69,0,3
"470",48,70,2,1
"471",70,90,0,3
"472",18,10,2,1
"473",67,111,0,3
"474",42,126,6,5
"475",49,23,0,3
"476",36,78,2,1
"477",27,1,0,3
"478",42,78,2,1
"479",8,84,1,6
"480",69,97,0,3
"481",36,70,2,1
"482",57,93,0,3
"483",47,83,0,3
"484",4,80,1,6
"485",68,30,5,4
"486",16,70,6,5
"487",37,119,6,5
"488",10,126,6,5
"489",30,78,6,5
"490",27,39,2,1
"491",10,36,6,5
"492",33,55,2,1
"493",30,64,2,1
"494",13,31,6,5
"495",3,59,5,2
"496",11,95,1,6
"497",58,78,0,3
"498",14,32,6,5
"499",36,90,6,5
"500",0,32,1,6
"501",38,52,2,1
"502",46,90,6,5
"503",51,81,0,3
"504",61,85,0,3
"505",0,120,6,5
"506",27,75,6,5
"507",42,72,2,1
"508",4,56,1,6
"509",29,49,2,1
"510",44,10,0,3
"511",52,108,2,1
"512",32,106,6,5
"513",28,62,2,1
"514",39,11,0,3
"515",53,115,0,3
"516",27,73,6,5
"517",74,96,0,3
"518",38,88,6,5
"519",52,14,5,2
"520",42,44,2,1
"521",64,78,0,3
"522",48,28,0,3
"523",37,11,0,3
"524",75,99,0,3
"525",12,108,1,6
"526",32,98,6,5
"527",17,23,2,1
"528",22,12,2,1
"529",7,47,1,6
"530",22,28,2,1
"531",49,65,0,3
"532",26,56,2,1
"533",51,111,0,3
"534",41,17,0,3
"535",49,97,2,1
"536",53,33,0,3
"537",1,79,1,6
"538",8,102,1,6
"539",28,46,2,1
"540",63,45,4,4
"541",68,34,4,4
"542",26,88,6,5
"543",58,34,0,3
"544",40,18,0,3
"545",29,19,2,1
"546",58,112,0,3
"547",19,127,1,6
"548",16,64,6,5
"549",24,28,2,1
"550",10,16,2,1
"551",51,101,2,1
"552",7,119,6,5
"553",3,51,1,6
"554",48,106,2,1
"555",1,125,6,5
"556",6,98,1,6
"557",11,125,6,5
"558",32,44,2,1
"559",64,110,0,3
"560",16,118,1,6
"561",40,38,2,1
"562",15,35,6,5
"563",46,82,2,1
"564",64,72,0,3
"565",21,97,1,6
"566",29,75,6,5
"567",21,55,6,5
"568",14,98,1,6
"569",34,106,6,5
"570",58,24,4,4
"571",11,7,2,1
"572",36,54,2,1
"573",3,111,6,5
"574",53,13,4,4
"575",60,72,0,3
"576",41,93,6,5
"577",56,20,5,2
"578",27,65,6,5
"579",34,20,2,1
"580",53,81,0,3
"581",31,35,2,1
"582",64,68,0,3
"583",56,58,0,3
"584",74,84,0,3
"585",51,95,2,1
"586",53,19,5,2
"587",22,52,6,5
"588",67,105,0,3
"589",64,58,0,3
"590",63,89,0,3
"591",23,81,6,5
"592",71,65,4,4
"593",42,26,2,1
"594",68,54,4,4
"595",64,26,4,4
"596",61,49,0,3
"597",15,65,6,5
"598",17,103,1,6
"599",57,117,0,3
"600",37,3,0,3
"601",11,1,0,3
"602",50,22,0,3
"603",50,14,4,4
"604",21,15,2,1
"605",51,37,0,3
"606",17,59,6,5
"607",25,55,2,1
"608",64,108,0,3
"609",57,55,0,3
"610",24,92,1,6
"611",8,96,1,6
"612",62,62,0,3
"613",50,12,0,3
"614",13,37,6,5
"615",66,66,0,3
"616",0,90,6,5
"617",18,116,1,6
"618",8,24,6,5
"619",3,25,6,5
"620",6,36,6,5
"621",45,71,2,1
"622",2,92,6,5
"623",61,33,4,4
"624",64,86,0,3
"625",21,99,1,6
"626",16,74,1,6
"627",57,109,0,3
"628",52,86,0,3
"629",16,124,1,6
"630",38,76,2,1
"631",18,88,1,6
"632",39,107,6,5
"633",41,45,2,1
"634",20,84,1,6
"635",1,107,6,5
"636",1,113,6,5
"637",54,28,0,3
"638",5,47,1,6
"639",0,76,1,6
"640",68,100,0,3
"641",41,23,2,1
"642",5,13,6,5
"643",61,65,0,3
"644",43,85,2,1
"645",16,38,6,5
"646",43,45,2,1
"647",18,98,1,6
"648",13,3,0,3
"649",52,98,2,1
"650",53,65,0,3
"651",46,96,2,1
"652",71,95,0,3
"653",48,16,0,3
"654",1,39,1,6
"655",57,115,0,3
"656",26,86,6,5
"657",59,49,0,3
"658",49,99,2,1
"659",28,38,2,1
"660",9,15,2,1
"661",15,55,6,5
"662",45,25,0,3
"663",72,52,0,4
"664",62,88,0,3
"665",59,17,4,4
"666",16,112,1,6
"667",26,30,2,1
"668",50,42,2,1
"669",24,18,2,1
"670",13,89,1,6
"671",4,46,1,6
"672",36,110,6,5
"673",55,53,0,3
"674",29,113,1,6
"675",8,74,1,6
"676",44,20,0,3
"677",17,45,6,5
"678",35,65,2,1
"679",68,40,4,4
"680",15,113,1,6
"681",37,97,6,5
"682",65,33,4,4
"683",34,92,6,5
"684",29,11,2,1
"685",3,121,6,5
"686",69,45,4,4
"687",30,88,6,5
"688",33,63,2,1
"689",13,41,6,5
"690",12,76,1,6
"691",63,35,5,4
"692",35,31,2,1
"693",35,109,6,5
"694",46,20,0,3
"695",3,27,6,5
"696",26,104,1,6
"697",70,104,0,3
"698",64,56,0,3
"699",37,17,2,1
"700",43,115,6,5
"701",22,74,6,5
"702",41,67,2,1
"703",5,91,1,6
"704",71,107,0,3
"705",74,88,0,3
"706",16,60,6,5
"707",71,77,0,3
"708",29,109,1,6
"709",10,108,1,6
"710",35,11,0,3
"711",25,79,6,5
"712",6,88,1,6
"713",56,88,0,3
"714",70,62,4,4
"715",2,72,1,6
"716",4,102,6,5
"717",16,98,1,6
"718",13,51,6,5
"719",25,33,2,1
"720",64,48,5,4
"721",4,24,6,5
"722",58,26,0,4
"723",58,52,0,3
"724",67,35,4,4
"725",41,47,2,1
"726",48,90,2,1
"727",55,99,2,1
"728",6,30,6,5
"729",16,28,2,1
"730",4,20,6,5
"731",42,100,6,5
"732",17,93,1,6
"733",38,90,6,5
"734",25,39,2,1
"735",47,23,0,3
"736",40,112,6,5
"737",65,81,0,3
"738",57,91,0,3
"739",51,29,0,3
"740",29,111,1,6
"741",54,30,0,3
"742",18,20,2,1
"743",24,66,6,5
"744",67,77,0,3
"745",44,102,6,5
"746",21,121,1,6
"747",44,52,2,1
"748",66,28,4,4
"749",35,87,6,5
"750",29,103,6,5
"751",8,88,1,6
"752",67,109,0,3
"753",59,89,0,3
"754",45,49,0,3
"755",33,87,6,5
"756",52,96,2,1
"757",46,42,2,1
"758",61,91,0,3
"759",41,89,6,5
"760",73,95,0,3
"761",24,94,1,6
"762",62,86,0,3
"763",40,12,0,3
"764",47,9,5,3
"765",35,7,0,3
"766",17,95,1,6
"767",14,10,2,1
"768",21,23,2,1
"769",40,44,2,1
"770",16,80,1,6
"771",51,25,0,3
"772",24,8,2,1
"773",26,14,2,1
"774",15,89,1,6
"775",2,74,1,6
"776",20,8,2,1
"777",30,50,2,1
"778",43,65,2,1
"779",13,19,2,1
"780",10,26,6,5
"781",65,63,0,3
"782",16,18,2,1
"783",68,106,0,3
"784",12,62,1,6
"785",58,74,0,3
"786",48,102,2,1
"787",47,31,0,3
"788",3,45,1,6
"789",47,61,0,3
"790",57,107,0,3
"791",34,50,2,1
"792",5,85,1,6
"793",38,28,2,1
"794",35,81,6,5
"795",25,75,6,5
"796",10,114,6,5
"797",9,125,6,5
"798",50,72,0,3
"799",9,113,6,5
"800",27,103,1,6
"801",36,108,6,5
"802",46,52,0,3
"803",16,16,2,1
"804",47,63,2,1
"805",18,30,2,1
"806",61,77,0,3
"807",64,64,0,3
"808",56,72,0,3
"809",35,29,2,1
"810",4,60,1,6
"811",9,55,1,6
"812",1,55,5,6
"813",15,115,1,6
"814",58,64,0,3
"815",1,119,6,5
"816",1,31,1,6
"817",40,78,2,1
"818",56,22,5,4
"819",22,82,6,5
"820",33,11,2,1
"821",55,77,0,3
"822",47,93,2,1
"823",63,63,0,3
"824",59,105,0,3
"825",21,61,6,5
"826",9,25,6,5
"827",58,84,0,3
"828",30,10,2,1
"829",28,92,6,5
"830",33,45,2,1
"831",26,48,2,1
"832",27,93,6,5
"833",1,67,1,6
"834",62,98,0,3
"835",18,14,2,1
"836",16,10,2,1
"837",5,103,6,5
"838",43,33,2,1
"839",25,97,1,6
"840",21,71,6,5
"841",28,64,6,5
"842",7,67,1,6
"843",41,57,2,1
"844",38,102,6,5
"845",58,68,0,3
"846",54,74,0,3
"847",66,94,0,3
"848",62,108,0,3
"849",37,105,6,5
"850",38,110,6,5
"851",3,79,1,6
"852",58,92,0,3
"853",19,87,1,6
"854",35,61,2,1
"855",71,55,4,4
"856",74,68,0,3
"857",35,97,6,5
"858",9,119,6,5
"859",44,40,2,1
"860",51,77,0,3
"861",11,59,6,5
"862",18,32,2,1
"863",31,55,2,1
"864",47,107,2,1
"865",49,33,0,3
"866",72,58,0,3
"867",33,65,2,1
"868",20,82,1,6
"869",46,36,2,1
"870",21,67,6,5
"871",44,42,2,1
"872",57,87,0,3
"873",49,15,0,3
"874",8,94,1,6
"875",23,87,6,5
"876",62,106,0,3
"877",39,59,2,1
"878",2,84,1,6
"879",25,37,2,1
"880",43,27,2,1
"881",36,6,0,3
"882",62,72,0,3
"883",5,83,1,6
"884",7,115,6,5
"885",50,52,0,3
"886",40,46,2,1
"887",71,57,4,4
"888",44,48,2,1
"889",38,26,2,1
"890",45,47,0,3
"891",6,44,1,6
"892",43,63,2,1
"893",23,61,6,5
"894",7,17,6,5
"895",25,57,6,5
"896",45,105,6,5
"897",23,111,1,6
"898",52,76,0,3
"899",20,96,1,6
"900",34,8,0,3
"901",29,3,0,3
"902",9,13,2,1
"903",58,98,0,3
"904",10,94,1,6
"905",9,3,0,3
"906",55,67,0,3
"907",70,88,0,3
"908",67,65,0,3
"909",0,104,6,5
"910",60,108,0,3
"911",16,72,1,6
"912",48,116,6,5
"913",63,41,4,4
"914",16,12,2,1
"915",29,101,6,5
"916",67,57,1,6
"917",61,69,0,3
"918",26,76,6,5
"919",15,57,6,5
"920",64,104,0,3
"921",26,44,2,1
"922",30,108,1,6
"923",26,120,1,6
"924",22,46,2,1
"925",30,4,0,3
"926",16,58,6,5
"927",52,30,0,3
"928",63,43,4,4
"929",48,88,0,3
"930",25,35,2,1
"931",42,120,6,5
"932",16,54,6,5
"933",44,50,2,1
"934",20,6,5,2
"935",27,45,2,1
"936",25,65,6,5
"937",4,52,1,6
"938",15,105,1,6
"939",43,91,6,5
"940",31,75,2,1
"941",19,83,1,6
"942",13,109,1,6
"943",35,71,2,1
"944",48,104,6,5
"945",21,29,2,1
"946",60,76,0,3
"947",56,112,0,3
"948",2,114,6,5
"949",36,66,2,1
"950",19,79,1,6
"951",27,61,6,5
"952",33,9,0,3
"953",9,93,1,6
"954",4,88,1,6
"955",61,31,4,4
"956",45,91,2,1
"957",73,61,0,3
"958",45,85,2,1
"959",1,57,1,6
"960",6,116,6,5
"961",32,112,6,5
"962",64,112,0,3
"963",66,64,0,3
"964",68,72,0,3
"965",18,4,0,3
"966",46,22,0,3
"967",23,57,6,5
"968",47,71,2,1
"969",5,59,5,2
"970",15,29,6,5
"971",16,8,2,1
"972",34,14,2,1
"973",68,92,0,3
"974",65,47,4,4
"975",2,104,6,5
"976",43,59,2,1
"977",19,1,0,1
"978",22,66,6,5
"979",23,79,6,5
"980",14,66,1,6
"981",11,87,1,6
"982",50,108,2,1
"983",48,118,0,3
"984",19,121,1,6
"985",40,30,2,1
"986",18,44,2,1
"987",22,100,1,6
"988",25,105,1,6
"989",19,49,6,5
"990",37,71,2,1
"991",18,78,1,6
"992",33,115,6,5
"993",69,57,5,4
"994",7,61,1,6
"995",21,53,6,5
"996",4,122,6,5
"997",59,37,4,4
"998",67,97,0,3
"999",58,100,0,3
"1000",56,68,0,3
"1001",1,111,6,5
"1002",20,98,1,6
"1003",1,87,6,5
"1004",27,25,2,1
"1005",46,60,0,3
"1006",61,89,0,3
"1007",26,24,2,1
"1008",15,107,1,6
"1009",23,39,2,1
"1010",10,24,6,5
"1011",36,26,2,1
"1012",14,126,1,6
"1013",65,107,0,3
"1014",42,110,6,5
"1015",11,51,6,5
"1016",6,86,1,6
"1017",9,87,1,6
"1018",31,49,2,1
"1019",20,114,1,6
"1020",8,72,1,6
"1021",12,22,6,5
"1022",33,99,6,5
"1023",64,84,0,3
"1024",51,99,2,1
"1025",35,43,2,1
"1026",54,102,2,1
"1027",12,52,6,5
"1028",8,114,6,5
"1029",25,3,0,3
"1030",72,106,0,3
"1031",35,103,6,5
"1032",15,85,1,6
"1033",71,53,4,4
"1034",11,109,1,6
"1035",14,52,6,5
"1036",30,38,2,1
"1037",31,111,1,6
"1038",75,75,0,3
"1039",14,78,1,6
"1040",55,35,0,3
"1041",1,61,1,6
"1042",53,31,0,3
"1043",40,84,6,5
"1044",19,71,6,5
"1045",36,0,0,3
"1046",70,70,4,4
"1047",47,47,0,3
"1048",30,40,2,1
"1049",4,78,1,6
"1050",12,84,1,6
"1051",11,75,1,6
"1052",45,111,6,5
"1053",56,30,4,4
"1054",5,115,6,5
"1055",9,11,2,1
"1056",44,24,0,3
"1057",0,58,1,6
"1058",45,53,2,1
"1059",22,116,1,6
"1060",13,67,1,6
"1061",32,120,1,6
"1062",1,93,6,5
"1063",0,70,1,6
"1064",6,12,6,5
"1065",61,115,0,3
"1066",11,5,2,1
"1067",61,103,0,3
"1068",20,50,6,5
"1069",18,38,2,1
"1070",55,113,0,3
"1071",15,79,1,6
"1072",4,86,1,6
"1073",13,119,1,6
"1074",18,46,6,5
"1075",10,120,6,5
"1076",59,55,0,3
"1077",9,41,6,5
"1078",7,121,6,5
"1079",46,74,2,1
"1080",45,89,0,3
"1081",32,38,2,1
"1082",18,66,6,5
"1083",54,72,0,3
"1084",40,68,2,1
"1085",66,100,0,3
"1086",1,17,6,5
"1087",34,110,6,5
"1088",69,53,4,4
"1089",6,54,1,6
"1090",40,94,6,5
"1091",26,74,6,5
"1092",44,120,6,5
"1093",40,10,0,3
"1094",5,105,6,5
"1095",54,40,0,3
"1096",8,18,6,5
"1097",0,100,6,5
"1098",12,88,1,6
"1099",14,24,2,1
"1100",73,57,4,4
"1101",29,119,1,6
"1102",54,82,0,3
"1103",9,91,1,6
"1104",28,86,6,5
"1105",6,56,1,6
"1106",37,115,6,5
"1107",29,65,2,1
"1108",37,63,2,1
"1109",7,13,6,5
"1110",14,112,1,6
"1111",42,50,2,1
"1112",55,103,2,1
"1113",47,115,6,5
"1114",25,27,2,1
"1115",33,89,6,5
"1116",5,89,1,6
"1117",10,116,6,5
"1118",31,59,2,1
"1119",20,60,6,5
"1120",57,97,0,3
"1121",62,60,0,3
"1122",60,112,0,3
"1123",54,114,0,3
"1124",1,29,1,6
"1125",47,73,2,1
"1126",60,38,4,4
"1127",57,75,0,3
"1128",38,64,2,1
"1129",10,18,6,5
"1130",18,90,1,6
"1131",44,108,6,5
"1132",40,8,0,3
"1133",60,22,4,4
"1134",11,61,1,6
"1135",12,114,1,6
"1136",35,105,6,5
"1137",17,43,6,5
"1138",20,86,1,6
"1139",53,39,0,3
"1140",56,80,0,3
"1141",50,16,0,3
"1142",8,40,6,5
"1143",10,84,6,5
"1144",27,59,2,1
"1145",9,67,1,6
"1146",16,104,1,6
"1147",7,93,1,6
"1148",72,94,0,3
"1149",52,104,2,1
"1150",53,37,0,3
"1151",47,29,0,3
"1152",17,25,2,1
"1153",20,72,6,5
"1154",18,70,6,5
"1155",0,118,6,5
"1156",24,84,6,5
"1157",43,103,6,5
"1158",33,29,2,1
"1159",1,99,6,5
"1160",6,106,6,5
"1161",3,49,1,6
"1162",0,50,1,6
"1163",24,72,6,5
"1164",31,43,2,1
"1165",42,98,6,5
"1166",15,103,1,6
"1167",31,11,2,1
"1168",62,116,0,3
"1169",49,37,2,1
"1170",15,1,0,3
"1171",7,95,1,6
"1172",37,81,6,5
"1173",55,91,0,3
"1174",35,51,2,1
"1175",59,107,0,3
"1176",5,75,1,6
"1177",39,57,2,1
"1178",11,71,1,6
"1179",56,36,0,3
"1180",15,87,1,6
"1181",48,74,2,1
"1182",35,13,2,1
"1183",69,47,4,4
"1184",59,101,0,3
"1185",65,51,4,4
"1186",19,43,2,1
"1187",34,48,2,1
"1188",21,31,2,1
"1189",14,14,2,1
"1190",53,85,0,3
"1191",55,111,0,3
"1192",53,51,0,3
"1193",31,99,6,5
"1194",50,50,0,3
"1195",51,57,0,3
"1196",26,70,6,5
"1197",54,48,0,3
"1198",9,69,1,6
"1199",66,102,0,3
"1200",26,46,2,1
"1201",22,108,1,6
"1202",55,17,5,2
"1203",28,78,6,5
"1204",50,100,2,1
"1205",62,74,0,3
"1206",3,63,1,6
"1207",11,85,1,6
"1208",23,77,6,5
"1209",15,95,1,6
"1210",53,43,0,3
"1211",37,5,0,3
"1212",33,59,2,1
"1213",28,90,6,5
"1214",14,42,6,5
"1215",48,22,0,3
"1216",32,28,2,1
"1217",13,85,1,6
"1218",44,60,2,1
"1219",1,49,5,6
"1220",65,85,0,3
"1221",39,43,2,1
"1222",56,28,0,3
"1223",49,73,0,3
"1224",13,125,1,6
"1225",19,101,1,6
"1226",21,25,2,1
"1227",20,102,1,6
"1228",48,18,0,3
"1229",17,1,2,3
"1230",25,91,6,5
"1231",4,30,6,5
"1232",8,120,6,5
"1233",25,99,1,6
"1234",45,3,0,3
"1235",6,28,6,5
"1236",42,66,2,1
"1237",25,83,6,5
"1238",16,22,2,1
"1239",15,37,6,5
"1240",52,92,0,3
"1241",29,51,2,1
"1242",26,26,2,1
"1243",69,49,4,4
"1244",36,94,6,5
"1245",58,72,0,3
"1246",42,14,0,3
"1247",6,46,1,6
"1248",13,35,6,5
